t,Fx,Fy,disp_max,volume
0.00250,-5.387766e-22,0.000000e+00,0.000000e+00,1.255740e-01
0.00500,4.206043e-02,1.142954e-02,7.235770e-06,1.255740e-01
0.00750,5.583831e-02,1.533544e-02,2.463581e-05,1.255740e-01
0.01000,5.401558e-02,1.499640e-02,5.228562e-05,1.255740e-01
0.01250,4.839044e-02,1.356776e-02,8.932197e-05,1.255740e-01
0.01500,4.272693e-02,1.207749e-02,1.347710e-04,1.255740e-01
0.01750,3.799139e-02,1.080574e-02,1.876858e-04,1.255740e-01
0.02000,3.424227e-02,9.782844e-03,2.473127e-04,1.255740e-01
0.02250,3.130816e-02,8.971474e-03,3.130485e-04,1.255740e-01
0.02500,2.899596e-02,8.324404e-03,3.844112e-04,1.255740e-01
0.02750,2.714604e-02,7.801017e-03,4.610119e-04,1.255740e-01
0.03000,2.563867e-02,7.370131e-03,5.425313e-04,1.255740e-01
0.03250,2.438730e-02,7.008848e-03,6.287030e-04,1.255739e-01
0.03500,2.333010e-02,6.700610e-03,7.193010e-04,1.255739e-01
0.03750,2.242277e-02,6.433452e-03,8.141304e-04,1.255739e-01
0.04000,2.163329e-02,6.198666e-03,9.130208e-04,1.255739e-01
0.04250,2.093818e-02,5.989834e-03,1.015822e-03,1.255739e-01
0.04500,2.031992e-02,5.802151e-03,1.122398e-03,1.255739e-01
0.04750,1.976521e-02,5.631965e-03,1.232630e-03,1.255738e-01
0.05000,1.926379e-02,5.476449e-03,1.346405e-03,1.255738e-01
0.05250,1.880758e-02,5.333382e-03,1.463624e-03,1.255738e-01
0.05500,1.839016e-02,5.200992e-03,1.584194e-03,1.255738e-01
0.05750,1.800632e-02,5.077843e-03,1.708030e-03,1.255737e-01
0.06000,1.765180e-02,4.962760e-03,1.835051e-03,1.255737e-01
0.06250,1.732307e-02,4.854769e-03,1.965185e-03,1.255737e-01
0.06500,1.701718e-02,4.753055e-03,2.098361e-03,1.255736e-01
0.06750,1.673162e-02,4.656926e-03,2.234515e-03,1.255736e-01
0.07000,1.646426e-02,4.565795e-03,2.373585e-03,1.255736e-01
0.07250,1.621327e-02,4.479157e-03,2.515514e-03,1.255735e-01
0.07500,1.597709e-02,4.396574e-03,2.660248e-03,1.255735e-01
0.07750,1.575432e-02,4.317665e-03,2.807734e-03,1.255735e-01
0.08000,1.554377e-02,4.242099e-03,2.957922e-03,1.255734e-01
0.08250,1.534439e-02,4.169581e-03,3.110767e-03,1.255734e-01
0.08500,1.515524e-02,4.099855e-03,3.266224e-03,1.255734e-01
0.08750,1.497550e-02,4.032689e-03,3.424248e-03,1.255733e-01
0.09000,1.480442e-02,3.967880e-03,3.584801e-03,1.255733e-01
0.09250,1.464135e-02,3.905245e-03,3.747841e-03,1.255733e-01
0.09500,1.448570e-02,3.844620e-03,3.913331e-03,1.255732e-01
0.09750,1.433693e-02,3.785855e-03,4.081235e-03,1.255732e-01
0.10000,1.419456e-02,3.728819e-03,4.251517e-03,1.255731e-01
0.10250,1.405816e-02,3.673389e-03,4.424144e-03,1.255731e-01
0.10500,1.392732e-02,3.619456e-03,4.599082e-03,1.255731e-01
0.10750,1.380170e-02,3.566918e-03,4.776301e-03,1.255730e-01
0.11000,1.368094e-02,3.515684e-03,4.955768e-03,1.255730e-01
0.11250,1.356476e-02,3.465671e-03,5.137455e-03,1.255729e-01
0.11500,1.345288e-02,3.416800e-03,5.321333e-03,1.255729e-01
0.11750,1.334503e-02,3.369001e-03,5.507372e-03,1.255728e-01
0.12000,1.324099e-02,3.322206e-03,5.695547e-03,1.255728e-01
0.12250,1.314053e-02,3.276355e-03,5.885830e-03,1.255728e-01
0.12500,1.304345e-02,3.231390e-03,6.078194e-03,1.255727e-01
0.12750,1.294956e-02,3.187260e-03,6.272615e-03,1.255727e-01
0.13000,1.285870e-02,3.143915e-03,6.469068e-03,1.255726e-01
0.13250,1.277070e-02,3.101311e-03,6.667528e-03,1.255726e-01
0.13500,1.268541e-02,3.059406e-03,6.867971e-03,1.255726e-01
0.13750,1.260268e-02,3.018161e-03,7.070373e-03,1.255725e-01
0.14000,1.252238e-02,2.977542e-03,7.274712e-03,1.255725e-01
0.14250,1.244439e-02,2.937516e-03,7.480964e-03,1.255725e-01
0.14500,1.236859e-02,2.898055e-03,7.689106e-03,1.255724e-01
0.14750,1.229487e-02,2.859131e-03,7.899118e-03,1.255724e-01
0.15000,1.222312e-02,2.820716e-03,8.110975e-03,1.255724e-01
0.15250,1.215326e-02,2.782786e-03,8.324658e-03,1.255723e-01
0.15500,1.208519e-02,2.745315e-03,8.540143e-03,1.255723e-01
0.15750,1.201883e-02,2.708280e-03,8.757412e-03,1.255723e-01
0.16000,1.195409e-02,2.671658e-03,8.976442e-03,1.255723e-01
0.16250,1.189090e-02,2.635430e-03,9.197213e-03,1.255722e-01
0.16500,1.182918e-02,2.599576e-03,9.419705e-03,1.255722e-01
0.16750,1.176887e-02,2.564076e-03,9.643899e-03,1.255722e-01
0.17000,1.170991e-02,2.528912e-03,9.869773e-03,1.255722e-01
0.17250,1.165223e-02,2.494066e-03,1.009731e-02,1.255722e-01
0.17500,1.159578e-02,2.459527e-03,1.032705e-02,1.255722e-01
0.17750,1.154049e-02,2.425282e-03,1.055844e-02,1.255721e-01
0.18000,1.148632e-02,2.391319e-03,1.079147e-02,1.255721e-01
0.18250,1.143321e-02,2.357630e-03,1.102610e-02,1.255721e-01
0.18500,1.138112e-02,2.324202e-03,1.126233e-02,1.255721e-01
0.18750,1.133000e-02,2.291026e-03,1.150012e-02,1.255721e-01
0.19000,1.127980e-02,2.258091e-03,1.173947e-02,1.255721e-01
0.19250,1.123050e-02,2.225386e-03,1.198035e-02,1.255721e-01
0.19500,1.118203e-02,2.192903e-03,1.222275e-02,1.255722e-01
0.19750,1.113438e-02,2.160629e-03,1.246664e-02,1.255722e-01
0.20000,1.108749e-02,2.128556e-03,1.271201e-02,1.255722e-01
0.20250,1.104135e-02,2.096677e-03,1.295884e-02,1.255722e-01
0.20500,1.099591e-02,2.064983e-03,1.320712e-02,1.255722e-01
0.20750,1.095115e-02,2.033468e-03,1.345681e-02,1.255723e-01
0.21000,1.090702e-02,2.002132e-03,1.370792e-02,1.255723e-01
0.21250,1.086352e-02,1.970971e-03,1.396041e-02,1.255723e-01
0.21500,1.082060e-02,1.939969e-03,1.421427e-02,1.255724e-01
0.21750,1.077825e-02,1.909118e-03,1.446949e-02,1.255724e-01
0.22000,1.073643e-02,1.878417e-03,1.472604e-02,1.255725e-01
0.22250,1.069512e-02,1.847864e-03,1.498391e-02,1.255725e-01
0.22500,1.065431e-02,1.817451e-03,1.524307e-02,1.255726e-01
0.22750,1.061397e-02,1.787170e-03,1.550352e-02,1.255727e-01
0.23000,1.057408e-02,1.757017e-03,1.576523e-02,1.255727e-01
0.23250,1.053463e-02,1.726988e-03,1.602819e-02,1.255728e-01
0.23500,1.049559e-02,1.697081e-03,1.629238e-02,1.255729e-01
0.23750,1.045696e-02,1.667294e-03,1.655778e-02,1.255730e-01
0.24000,1.041872e-02,1.637622e-03,1.682438e-02,1.255731e-01
0.24250,1.038086e-02,1.608061e-03,1.709216e-02,1.255732e-01
0.24500,1.034334e-02,1.578610e-03,1.736110e-02,1.255733e-01
0.24750,1.030615e-02,1.549273e-03,1.763118e-02,1.255734e-01
0.25000,1.026927e-02,1.520054e-03,1.790240e-02,1.255735e-01
0.25250,1.023270e-02,1.490954e-03,1.817473e-02,1.255736e-01
0.25500,1.019641e-02,1.461968e-03,1.844815e-02,1.255737e-01
0.25750,1.016039e-02,1.433095e-03,1.872266e-02,1.255739e-01
0.26000,1.012465e-02,1.404332e-03,1.899945e-02,1.255740e-01
0.26250,1.008915e-02,1.375675e-03,1.927733e-02,1.255741e-01
0.26500,1.005389e-02,1.347119e-03,1.955628e-02,1.255743e-01
0.26750,1.001887e-02,1.318659e-03,1.983627e-02,1.255745e-01
0.27000,9.984063e-03,1.290281e-03,2.011730e-02,1.255746e-01
0.27250,9.949483e-03,1.261969e-03,2.039934e-02,1.255748e-01
0.27500,9.915119e-03,1.233744e-03,2.068237e-02,1.255750e-01
0.27750,9.880960e-03,1.205622e-03,2.096639e-02,1.255752e-01
0.28000,9.846988e-03,1.177599e-03,2.125138e-02,1.255754e-01
0.28250,9.813197e-03,1.149677e-03,2.153732e-02,1.255756e-01
0.28500,9.779588e-03,1.121855e-03,2.182420e-02,1.255758e-01
0.28750,9.746149e-03,1.094128e-03,2.211200e-02,1.255760e-01
0.29000,9.712878e-03,1.066485e-03,2.240071e-02,1.255762e-01
0.29250,9.679772e-03,1.038923e-03,2.269030e-02,1.255764e-01
0.29500,9.646826e-03,1.011442e-03,2.298078e-02,1.255767e-01
0.29750,9.614032e-03,9.840346e-04,2.327211e-02,1.255769e-01
0.30000,9.581381e-03,9.566978e-04,2.356430e-02,1.255772e-01
0.30250,9.548856e-03,9.294462e-04,2.385732e-02,1.255775e-01
0.30500,9.516449e-03,9.022924e-04,2.415116e-02,1.255777e-01
0.30750,9.484153e-03,8.752457e-04,2.444580e-02,1.255780e-01
0.31000,9.451961e-03,8.482975e-04,2.474124e-02,1.255783e-01
0.31250,9.419865e-03,8.214442e-04,2.503745e-02,1.255786e-01
0.31500,9.387860e-03,7.946819e-04,2.533492e-02,1.255789e-01
0.31750,9.355940e-03,7.680091e-04,2.563453e-02,1.255793e-01
0.32000,9.324109e-03,7.414134e-04,2.593490e-02,1.255796e-01
0.32250,9.292377e-03,7.148765e-04,2.623604e-02,1.255799e-01
0.32500,9.260737e-03,6.884055e-04,2.653792e-02,1.255803e-01
0.32750,9.229192e-03,6.619948e-04,2.684053e-02,1.255806e-01
0.33000,9.197748e-03,6.356374e-04,2.714386e-02,1.255810e-01
0.33250,9.166398e-03,6.093370e-04,2.744790e-02,1.255814e-01
0.33500,9.135138e-03,5.830953e-04,2.775262e-02,1.255818e-01
0.33750,9.103969e-03,5.569148e-04,2.805803e-02,1.255822e-01
0.34000,9.072880e-03,5.307989e-04,2.836410e-02,1.255826e-01
0.34250,9.041858e-03,5.047429e-04,2.867082e-02,1.255830e-01
0.34500,9.010885e-03,4.787572e-04,2.897818e-02,1.255834e-01
0.34750,8.979976e-03,4.528509e-04,2.928617e-02,1.255839e-01
0.35000,8.949142e-03,4.270291e-04,2.959478e-02,1.255843e-01
0.35250,8.918383e-03,4.012910e-04,2.990399e-02,1.255848e-01
0.35500,8.887691e-03,3.756322e-04,3.021378e-02,1.255852e-01
0.35750,8.857058e-03,3.500444e-04,3.052416e-02,1.255857e-01
0.36000,8.826477e-03,3.245224e-04,3.083511e-02,1.255862e-01
0.36250,8.795934e-03,2.990576e-04,3.114661e-02,1.255867e-01
0.36500,8.765427e-03,2.736486e-04,3.145865e-02,1.255872e-01
0.36750,8.734957e-03,2.482878e-04,3.177230e-02,1.255878e-01
0.37000,8.704526e-03,2.229786e-04,3.208788e-02,1.255883e-01
0.37250,8.674157e-03,1.977121e-04,3.240401e-02,1.255889e-01
0.37500,8.643857e-03,1.724639e-04,3.272067e-02,1.255894e-01
0.37750,8.613619e-03,1.472378e-04,3.303785e-02,1.255900e-01
0.38000,8.583445e-03,1.220255e-04,3.335554e-02,1.255906e-01
0.38250,8.553331e-03,9.683128e-05,3.367374e-02,1.255912e-01
0.38500,8.523276e-03,7.166256e-05,3.399242e-02,1.255918e-01
0.38750,8.493273e-03,4.651592e-05,3.431158e-02,1.255924e-01
0.39000,8.463314e-03,2.139403e-05,3.463122e-02,1.255930e-01
0.39250,8.433396e-03,-3.690871e-06,3.495131e-02,1.255937e-01
0.39500,8.403515e-03,-2.871942e-05,3.527184e-02,1.255943e-01
0.39750,8.373676e-03,-5.369971e-05,3.559282e-02,1.255950e-01
0.40000,8.343882e-03,-7.865116e-05,3.591422e-02,1.255957e-01
0.40250,8.314126e-03,-1.035911e-04,3.623604e-02,1.255963e-01
0.40500,8.284399e-03,-1.285248e-04,3.655826e-02,1.255970e-01
0.40750,8.254699e-03,-1.534417e-04,3.688088e-02,1.255978e-01
0.41000,8.225024e-03,-1.783517e-04,3.720389e-02,1.255985e-01
0.41250,8.195368e-03,-2.032640e-04,3.752726e-02,1.255992e-01
0.41500,8.165723e-03,-2.281730e-04,3.785101e-02,1.256000e-01
0.41750,8.136099e-03,-2.530601e-04,3.817511e-02,1.256007e-01
0.42000,8.106512e-03,-2.779156e-04,3.849955e-02,1.256015e-01
0.42250,8.076969e-03,-3.027444e-04,3.882433e-02,1.256023e-01
0.42500,8.047474e-03,-3.275222e-04,3.915228e-02,1.256031e-01
0.42750,8.018031e-03,-3.522279e-04,3.948086e-02,1.256039e-01
0.43000,7.988642e-03,-3.768685e-04,3.980978e-02,1.256047e-01
0.43250,7.959307e-03,-4.014420e-04,4.013903e-02,1.256056e-01
0.43500,7.930030e-03,-4.259517e-04,4.046861e-02,1.256064e-01
0.43750,7.900779e-03,-4.503842e-04,4.079851e-02,1.256073e-01
0.44000,7.871545e-03,-4.747636e-04,4.112872e-02,1.256082e-01
0.44250,7.842330e-03,-4.990974e-04,4.145923e-02,1.256091e-01
0.44500,7.813124e-03,-5.233827e-04,4.179003e-02,1.256100e-01
0.44750,7.783947e-03,-5.476302e-04,4.212112e-02,1.256109e-01
0.45000,7.754822e-03,-5.718314e-04,4.245247e-02,1.256118e-01
0.45250,7.725724e-03,-5.959793e-04,4.278410e-02,1.256128e-01
0.45500,7.696665e-03,-6.200397e-04,4.311597e-02,1.256137e-01
0.45750,7.667662e-03,-6.439869e-04,4.344810e-02,1.256147e-01
0.46000,7.638703e-03,-6.678092e-04,4.378046e-02,1.256157e-01
0.46250,7.609769e-03,-6.915202e-04,4.411305e-02,1.256167e-01
0.46500,7.580871e-03,-7.151621e-04,4.444586e-02,1.256177e-01
0.46750,7.552025e-03,-7.387170e-04,4.477889e-02,1.256187e-01
0.47000,7.523221e-03,-7.621581e-04,4.511212e-02,1.256197e-01
0.47250,7.494453e-03,-7.854599e-04,4.544554e-02,1.256208e-01
0.47500,7.465720e-03,-8.086142e-04,4.577916e-02,1.256218e-01
0.47750,7.437026e-03,-8.316482e-04,4.611295e-02,1.256229e-01
0.48000,7.408376e-03,-8.545649e-04,4.644692e-02,1.256240e-01
0.48250,7.379757e-03,-8.773693e-04,4.678105e-02,1.256251e-01
0.48500,7.351177e-03,-9.000808e-04,4.711534e-02,1.256262e-01
0.48750,7.322611e-03,-9.226933e-04,4.744978e-02,1.256273e-01
0.49000,7.294044e-03,-9.452057e-04,4.778437e-02,1.256285e-01
0.49250,7.265476e-03,-9.676022e-04,4.812051e-02,1.256296e-01
0.49500,7.236928e-03,-9.899440e-04,4.845912e-02,1.256308e-01
0.49750,7.208420e-03,-1.012246e-03,4.879788e-02,1.256320e-01
0.50000,7.179975e-03,-1.034506e-03,4.913680e-02,1.256332e-01
0.50250,7.151576e-03,-1.056700e-03,4.947587e-02,1.256344e-01
0.50500,7.123207e-03,-1.078762e-03,4.981507e-02,1.256356e-01
0.50750,7.094874e-03,-1.100698e-03,5.015440e-02,1.256368e-01
0.51000,7.066557e-03,-1.122545e-03,5.049385e-02,1.256381e-01
0.51250,7.038269e-03,-1.144334e-03,5.083341e-02,1.256393e-01
0.51500,7.010010e-03,-1.166080e-03,5.117308e-02,1.256406e-01
0.51750,6.981784e-03,-1.187767e-03,5.151285e-02,1.256419e-01
0.52000,6.953624e-03,-1.209395e-03,5.185272e-02,1.256432e-01
0.52250,6.925552e-03,-1.230898e-03,5.219267e-02,1.256445e-01
0.52500,6.897550e-03,-1.252281e-03,5.253271e-02,1.256458e-01
0.52750,6.869584e-03,-1.273576e-03,5.287282e-02,1.256471e-01
0.53000,6.841646e-03,-1.294813e-03,5.321300e-02,1.256485e-01
0.53250,6.813725e-03,-1.315998e-03,5.355323e-02,1.256499e-01
0.53500,6.785800e-03,-1.337087e-03,5.389353e-02,1.256512e-01
0.53750,6.757878e-03,-1.358106e-03,5.423387e-02,1.256526e-01
0.54000,6.729957e-03,-1.379087e-03,5.457426e-02,1.256540e-01
0.54250,6.702070e-03,-1.400081e-03,5.491469e-02,1.256554e-01
0.54500,6.674221e-03,-1.421141e-03,5.525515e-02,1.256569e-01
0.54750,6.646422e-03,-1.442235e-03,5.559563e-02,1.256583e-01
0.55000,6.618686e-03,-1.463364e-03,5.593614e-02,1.256598e-01
0.55250,6.591017e-03,-1.484562e-03,5.627665e-02,1.256612e-01
0.55500,6.563422e-03,-1.505811e-03,5.661718e-02,1.256627e-01
0.55750,6.535888e-03,-1.527067e-03,5.695771e-02,1.256642e-01
0.56000,6.508394e-03,-1.548341e-03,5.729823e-02,1.256657e-01
0.56250,6.480932e-03,-1.569599e-03,5.763875e-02,1.256672e-01
0.56500,6.453489e-03,-1.590792e-03,5.797925e-02,1.256687e-01
0.56750,6.426075e-03,-1.611971e-03,5.831973e-02,1.256703e-01
0.57000,6.398699e-03,-1.633177e-03,5.866018e-02,1.256718e-01
0.57250,6.371343e-03,-1.654403e-03,5.900060e-02,1.256734e-01
0.57500,6.344010e-03,-1.675650e-03,5.934099e-02,1.256750e-01
0.57750,6.316719e-03,-1.696887e-03,5.968134e-02,1.256766e-01
0.58000,6.289458e-03,-1.718125e-03,6.002164e-02,1.256782e-01
0.58250,6.262210e-03,-1.739413e-03,6.036189e-02,1.256798e-01
0.58500,6.234996e-03,-1.760736e-03,6.070208e-02,1.256814e-01
0.58750,6.207838e-03,-1.782069e-03,6.104222e-02,1.256831e-01
0.59000,6.180743e-03,-1.803385e-03,6.138631e-02,1.256847e-01
0.59250,6.153722e-03,-1.824679e-03,6.173081e-02,1.256864e-01
0.59500,6.126777e-03,-1.845963e-03,6.207527e-02,1.256880e-01
0.59750,6.099927e-03,-1.867259e-03,6.241969e-02,1.256897e-01
0.60000,6.073148e-03,-1.888507e-03,6.276404e-02,1.256914e-01
0.60250,6.046418e-03,-1.909716e-03,6.310834e-02,1.256931e-01
0.60500,6.019704e-03,-1.930862e-03,6.345257e-02,1.256949e-01
0.60750,5.992994e-03,-1.951877e-03,6.379674e-02,1.256966e-01
0.61000,5.966287e-03,-1.972787e-03,6.414083e-02,1.256983e-01
0.61250,5.939582e-03,-1.993574e-03,6.448484e-02,1.257001e-01
0.61500,5.912891e-03,-2.014208e-03,6.482877e-02,1.257019e-01
0.61750,5.886246e-03,-2.034706e-03,6.517261e-02,1.257036e-01
0.62000,5.859672e-03,-2.055113e-03,6.551636e-02,1.257054e-01
0.62250,5.833155e-03,-2.075432e-03,6.586002e-02,1.257072e-01
0.62500,5.806703e-03,-2.095698e-03,6.620357e-02,1.257091e-01
0.62750,5.780285e-03,-2.115905e-03,6.654703e-02,1.257109e-01
0.63000,5.753874e-03,-2.135977e-03,6.689037e-02,1.257127e-01
0.63250,5.727478e-03,-2.155829e-03,6.723360e-02,1.257146e-01
0.63500,5.701123e-03,-2.175508e-03,6.757672e-02,1.257164e-01
0.63750,5.674822e-03,-2.195030e-03,6.791972e-02,1.257183e-01
0.64000,5.648620e-03,-2.214428e-03,6.826665e-02,1.257202e-01
0.64250,5.622487e-03,-2.233685e-03,6.861402e-02,1.257220e-01
0.64500,5.596398e-03,-2.252858e-03,6.896129e-02,1.257239e-01
0.64750,5.570357e-03,-2.271961e-03,6.930844e-02,1.257259e-01
0.65000,5.544354e-03,-2.290936e-03,6.965549e-02,1.257278e-01
0.65250,5.518352e-03,-2.309706e-03,7.000241e-02,1.257297e-01
0.65500,5.492344e-03,-2.328313e-03,7.034922e-02,1.257317e-01
0.65750,5.466377e-03,-2.346862e-03,7.069590e-02,1.257336e-01
0.66000,5.440461e-03,-2.365457e-03,7.104245e-02,1.257356e-01
0.66250,5.414586e-03,-2.384014e-03,7.138886e-02,1.257375e-01
0.66500,5.388768e-03,-2.402457e-03,7.173514e-02,1.257395e-01
0.66750,5.363034e-03,-2.420800e-03,7.208128e-02,1.257415e-01
0.67000,5.337362e-03,-2.439012e-03,7.242727e-02,1.257435e-01
0.67250,5.311729e-03,-2.457096e-03,7.277311e-02,1.257455e-01
0.67500,5.286156e-03,-2.475190e-03,7.311880e-02,1.257475e-01
0.67750,5.260630e-03,-2.493352e-03,7.346434e-02,1.257496e-01
0.68000,5.235129e-03,-2.511538e-03,7.380971e-02,1.257516e-01
0.68250,5.209666e-03,-2.529717e-03,7.415493e-02,1.257537e-01
0.68500,5.184241e-03,-2.547832e-03,7.449998e-02,1.257557e-01
0.68750,5.158874e-03,-2.565946e-03,7.484486e-02,1.257578e-01
0.69000,5.133565e-03,-2.584064e-03,7.518958e-02,1.257599e-01
0.69250,5.108284e-03,-2.602130e-03,7.553411e-02,1.257619e-01
0.69500,5.083026e-03,-2.620164e-03,7.587847e-02,1.257640e-01
0.69750,5.057780e-03,-2.638249e-03,7.622265e-02,1.257661e-01
0.70000,5.032542e-03,-2.656396e-03,7.656664e-02,1.257683e-01
0.70250,5.007314e-03,-2.674596e-03,7.691044e-02,1.257704e-01
0.70500,4.982101e-03,-2.692853e-03,7.725404e-02,1.257725e-01
0.70750,4.956921e-03,-2.711219e-03,7.759745e-02,1.257746e-01
0.71000,4.931831e-03,-2.729684e-03,7.794067e-02,1.257768e-01
0.71250,4.906873e-03,-2.748247e-03,7.828368e-02,1.257789e-01
0.71500,4.882038e-03,-2.766812e-03,7.862650e-02,1.257811e-01
0.71750,4.857285e-03,-2.785288e-03,7.896910e-02,1.257833e-01
0.72000,4.832582e-03,-2.803641e-03,7.931151e-02,1.257855e-01
0.72250,4.807875e-03,-2.821898e-03,7.965370e-02,1.257876e-01
0.72500,4.783164e-03,-2.840126e-03,7.999568e-02,1.257898e-01
0.72750,4.758449e-03,-2.858361e-03,8.033745e-02,1.257920e-01
0.73000,4.733749e-03,-2.876675e-03,8.067900e-02,1.257943e-01
0.73250,4.709094e-03,-2.895181e-03,8.102033e-02,1.257965e-01
0.73500,4.684500e-03,-2.913828e-03,8.136143e-02,1.257987e-01
0.73750,4.660009e-03,-2.932524e-03,8.170231e-02,1.258009e-01
0.74000,4.635638e-03,-2.951192e-03,8.204296e-02,1.258032e-01
0.74250,4.611347e-03,-2.969770e-03,8.238338e-02,1.258054e-01
0.74500,4.587095e-03,-2.988266e-03,8.272356e-02,1.258077e-01
0.74750,4.562851e-03,-3.006603e-03,8.306351e-02,1.258099e-01
0.75000,4.538639e-03,-3.024871e-03,8.340321e-02,1.258122e-01
0.75250,4.514471e-03,-3.043078e-03,8.374268e-02,1.258145e-01
0.75500,4.490352e-03,-3.061156e-03,8.408190e-02,1.258168e-01
0.75750,4.466294e-03,-3.079104e-03,8.442088e-02,1.258191e-01
0.76000,4.442279e-03,-3.096813e-03,8.475962e-02,1.258213e-01
0.76250,4.418323e-03,-3.114312e-03,8.509811e-02,1.258236e-01
0.76500,4.394469e-03,-3.131679e-03,8.543634e-02,1.258260e-01
0.76750,4.370691e-03,-3.148934e-03,8.577433e-02,1.258283e-01
0.77000,4.346950e-03,-3.166200e-03,8.611206e-02,1.258306e-01
0.77250,4.323242e-03,-3.183481e-03,8.644953e-02,1.258329e-01
0.77500,4.299555e-03,-3.200640e-03,8.678675e-02,1.258352e-01
0.77750,4.275877e-03,-3.217587e-03,8.712370e-02,1.258376e-01
0.78000,4.252230e-03,-3.234404e-03,8.746039e-02,1.258399e-01
0.78250,4.228639e-03,-3.251156e-03,8.779681e-02,1.258423e-01
0.78500,4.205081e-03,-3.267768e-03,8.813825e-02,1.258446e-01
0.78750,4.181542e-03,-3.284214e-03,8.847965e-02,1.258470e-01
0.79000,4.158054e-03,-3.300438e-03,8.882079e-02,1.258494e-01
0.79250,4.134646e-03,-3.316531e-03,8.916168e-02,1.258517e-01
0.79500,4.111289e-03,-3.332520e-03,8.950232e-02,1.258541e-01
0.79750,4.087980e-03,-3.348382e-03,8.984270e-02,1.258565e-01
0.80000,4.064714e-03,-3.364190e-03,9.018281e-02,1.258589e-01
0.80250,4.041477e-03,-3.379995e-03,9.052267e-02,1.258613e-01
0.80500,4.018296e-03,-3.395715e-03,9.086227e-02,1.258637e-01
0.80750,3.995154e-03,-3.411312e-03,9.120160e-02,1.258661e-01
0.81000,3.972057e-03,-3.426862e-03,9.154067e-02,1.258685e-01
0.81250,3.949024e-03,-3.442430e-03,9.187948e-02,1.258709e-01
0.81500,3.926090e-03,-3.458098e-03,9.221801e-02,1.258733e-01
0.81750,3.903225e-03,-3.473786e-03,9.255628e-02,1.258757e-01
0.82000,3.880409e-03,-3.489483e-03,9.289426e-02,1.258782e-01
0.82250,3.857631e-03,-3.505186e-03,9.323197e-02,1.258806e-01
0.82500,3.834928e-03,-3.520941e-03,9.356941e-02,1.258830e-01
0.82750,3.812304e-03,-3.536771e-03,9.390656e-02,1.258854e-01
0.83000,3.789726e-03,-3.552680e-03,9.424342e-02,1.258879e-01
0.83250,3.767157e-03,-3.568625e-03,9.458001e-02,1.258903e-01
0.83500,3.744578e-03,-3.584626e-03,9.491631e-02,1.258928e-01
0.83750,3.722007e-03,-3.600705e-03,9.525233e-02,1.258952e-01
0.84000,3.699462e-03,-3.616779e-03,9.558806e-02,1.258977e-01
0.84250,3.676970e-03,-3.632896e-03,9.592351e-02,1.259001e-01
0.84500,3.654545e-03,-3.649139e-03,9.625867e-02,1.259026e-01
0.84750,3.632164e-03,-3.665428e-03,9.659355e-02,1.259051e-01
0.85000,3.609832e-03,-3.681743e-03,9.692814e-02,1.259076e-01
0.85250,3.587553e-03,-3.698033e-03,9.726244e-02,1.259100e-01
0.85500,3.565342e-03,-3.714334e-03,9.759644e-02,1.259125e-01
0.85750,3.543192e-03,-3.730767e-03,9.793015e-02,1.259150e-01
0.86000,3.521116e-03,-3.747392e-03,9.826357e-02,1.259175e-01
0.86250,3.499157e-03,-3.764170e-03,9.859669e-02,1.259199e-01
0.86500,3.477288e-03,-3.780885e-03,9.892951e-02,1.259224e-01
0.86750,3.455481e-03,-3.797525e-03,9.926202e-02,1.259249e-01
0.87000,3.433714e-03,-3.814144e-03,9.959424e-02,1.259274e-01
0.87250,3.411972e-03,-3.830653e-03,9.992616e-02,1.259299e-01
0.87500,3.390238e-03,-3.847014e-03,1.002578e-01,1.259324e-01
0.87750,3.368523e-03,-3.863242e-03,1.005891e-01,1.259349e-01
0.88000,3.346854e-03,-3.879488e-03,1.009201e-01,1.259374e-01
0.88250,3.325252e-03,-3.895770e-03,1.012508e-01,1.259399e-01
0.88500,3.303731e-03,-3.912016e-03,1.015812e-01,1.259424e-01
0.88750,3.282247e-03,-3.928129e-03,1.019113e-01,1.259449e-01
0.89000,3.260823e-03,-3.944119e-03,1.022411e-01,1.259474e-01
0.89250,3.239438e-03,-3.959889e-03,1.025706e-01,1.259500e-01
0.89500,3.218065e-03,-3.975340e-03,1.028998e-01,1.259525e-01
0.89750,3.196716e-03,-3.990457e-03,1.032286e-01,1.259550e-01
0.90000,3.175440e-03,-4.005391e-03,1.035572e-01,1.259575e-01
0.90250,3.154262e-03,-4.020077e-03,1.038854e-01,1.259600e-01
0.90500,3.133152e-03,-4.034478e-03,1.042133e-01,1.259625e-01
0.90750,3.112095e-03,-4.048698e-03,1.045409e-01,1.259650e-01
0.91000,3.091127e-03,-4.062958e-03,1.048682e-01,1.259676e-01
0.91250,3.070249e-03,-4.077283e-03,1.051969e-01,1.259701e-01
0.91500,3.049408e-03,-4.091415e-03,1.055298e-01,1.259726e-01
0.91750,3.028580e-03,-4.105331e-03,1.058624e-01,1.259751e-01
0.92000,3.007722e-03,-4.119067e-03,1.061947e-01,1.259777e-01
0.92250,2.986875e-03,-4.132694e-03,1.065267e-01,1.259802e-01
0.92500,2.966069e-03,-4.146210e-03,1.068584e-01,1.259827e-01
0.92750,2.945323e-03,-4.159785e-03,1.071898e-01,1.259852e-01
0.93000,2.924658e-03,-4.173482e-03,1.075209e-01,1.259878e-01
