t,Fx,Fy,disp_max,volume
1.98250,-2.552788e-03,-6.868457e-03,2.475075e-01,1.267624e-01
1.98500,-2.562412e-03,-6.865485e-03,2.479662e-01,1.267636e-01
1.98750,-2.572063e-03,-6.862175e-03,2.484249e-01,1.267648e-01
1.99000,-2.581728e-03,-6.858615e-03,2.488836e-01,1.267660e-01
1.99250,-2.591394e-03,-6.854970e-03,2.493422e-01,1.267673e-01
1.99500,-2.601141e-03,-6.851226e-03,2.498009e-01,1.267685e-01
1.99750,-2.611057e-03,-6.847390e-03,2.502594e-01,1.267697e-01
2.00000,-2.621135e-03,-6.843500e-03,2.507211e-01,1.267709e-01
2.00250,-2.631370e-03,-6.839634e-03,2.511853e-01,1.267722e-01
2.00500,-2.641692e-03,-6.835832e-03,2.516495e-01,1.267734e-01
2.00750,-2.652012e-03,-6.832096e-03,2.521137e-01,1.267746e-01
2.01000,-2.662346e-03,-6.828442e-03,2.525779e-01,1.267758e-01
2.01250,-2.672611e-03,-6.824795e-03,2.530420e-01,1.267770e-01
2.01500,-2.682815e-03,-6.821187e-03,2.535061e-01,1.267783e-01
2.01750,-2.693031e-03,-6.817490e-03,2.539702e-01,1.267795e-01
2.02000,-2.703349e-03,-6.813621e-03,2.544389e-01,1.267807e-01
2.02250,-2.713809e-03,-6.809655e-03,2.549082e-01,1.267819e-01
2.02500,-2.724242e-03,-6.805815e-03,2.553774e-01,1.267831e-01
2.02750,-2.734537e-03,-6.802294e-03,2.558467e-01,1.267843e-01
2.03000,-2.744696e-03,-6.799080e-03,2.563159e-01,1.267855e-01
2.03250,-2.754773e-03,-6.796152e-03,2.567852e-01,1.267867e-01
2.03500,-2.764825e-03,-6.793355e-03,2.572544e-01,1.267880e-01
2.03750,-2.774901e-03,-6.790574e-03,2.577236e-01,1.267892e-01
2.04000,-2.784922e-03,-6.787766e-03,2.581973e-01,1.267904e-01
2.04250,-2.794897e-03,-6.784909e-03,2.586712e-01,1.267916e-01
2.04500,-2.804895e-03,-6.782025e-03,2.591451e-01,1.267928e-01
2.04750,-2.814952e-03,-6.778981e-03,2.596190e-01,1.267940e-01
2.05000,-2.825019e-03,-6.775742e-03,2.600930e-01,1.267952e-01
2.05250,-2.835001e-03,-6.772297e-03,2.605669e-01,1.267964e-01
2.05500,-2.844844e-03,-6.768564e-03,2.610408e-01,1.267976e-01
2.05750,-2.854497e-03,-6.764640e-03,2.615147e-01,1.267988e-01
2.06000,-2.863972e-03,-6.760729e-03,2.619919e-01,1.268000e-01
2.06250,-2.873303e-03,-6.756719e-03,2.624700e-01,1.268012e-01
2.06500,-2.882591e-03,-6.752611e-03,2.629482e-01,1.268024e-01
2.06750,-2.891862e-03,-6.748277e-03,2.634264e-01,1.268036e-01
2.07000,-2.901102e-03,-6.743655e-03,2.639046e-01,1.268047e-01
2.07250,-2.910306e-03,-6.738863e-03,2.643828e-01,1.268059e-01
2.07500,-2.919501e-03,-6.733867e-03,2.648611e-01,1.268071e-01
2.07750,-2.928733e-03,-6.728732e-03,2.653422e-01,1.268083e-01
2.08000,-2.937988e-03,-6.723498e-03,2.658243e-01,1.268095e-01
2.08250,-2.947271e-03,-6.718165e-03,2.663068e-01,1.268107e-01
2.08500,-2.956512e-03,-6.712649e-03,2.667907e-01,1.268119e-01
2.08750,-2.965665e-03,-6.706920e-03,2.672745e-01,1.268131e-01
2.09000,-2.974693e-03,-6.701153e-03,2.677584e-01,1.268142e-01
2.09250,-2.983723e-03,-6.695390e-03,2.682423e-01,1.268154e-01
2.09500,-2.992887e-03,-6.689506e-03,2.687263e-01,1.268166e-01
2.09750,-3.002270e-03,-6.683385e-03,2.692103e-01,1.268178e-01
2.10000,-3.011868e-03,-6.677064e-03,2.696944e-01,1.268190e-01
2.10250,-3.021656e-03,-6.670803e-03,2.701784e-01,1.268201e-01
2.10500,-3.031544e-03,-6.664640e-03,2.706626e-01,1.268213e-01
2.10750,-3.041503e-03,-6.658640e-03,2.711467e-01,1.268225e-01
2.11000,-3.051534e-03,-6.652763e-03,2.716310e-01,1.268237e-01
2.11250,-3.061601e-03,-6.647013e-03,2.721152e-01,1.268249e-01
2.11500,-3.071644e-03,-6.641396e-03,2.725995e-01,1.268260e-01
2.11750,-3.081614e-03,-6.635891e-03,2.730838e-01,1.268272e-01
2.12000,-3.091591e-03,-6.630431e-03,2.735681e-01,1.268284e-01
2.12250,-3.101633e-03,-6.625017e-03,2.740525e-01,1.268295e-01
2.12500,-3.111815e-03,-6.619594e-03,2.745369e-01,1.268307e-01
2.12750,-3.122124e-03,-6.614066e-03,2.750213e-01,1.268319e-01
2.13000,-3.132579e-03,-6.608494e-03,2.755057e-01,1.268330e-01
2.13250,-3.143120e-03,-6.602943e-03,2.759902e-01,1.268342e-01
2.13500,-3.153775e-03,-6.597611e-03,2.764747e-01,1.268354e-01
2.13750,-3.164498e-03,-6.592638e-03,2.769593e-01,1.268366e-01
2.14000,-3.175307e-03,-6.587899e-03,2.774438e-01,1.268377e-01
2.14250,-3.186216e-03,-6.583264e-03,2.779284e-01,1.268389e-01
2.14500,-3.197209e-03,-6.578739e-03,2.784130e-01,1.268400e-01
2.14750,-3.208242e-03,-6.574154e-03,2.788977e-01,1.268412e-01
2.15000,-3.219334e-03,-6.569557e-03,2.793828e-01,1.268424e-01
2.15250,-3.230449e-03,-6.564971e-03,2.798692e-01,1.268435e-01
2.15500,-3.241639e-03,-6.560297e-03,2.803556e-01,1.268447e-01
2.15750,-3.252872e-03,-6.555557e-03,2.808423e-01,1.268459e-01
2.16000,-3.264076e-03,-6.550813e-03,2.813306e-01,1.268470e-01
2.16250,-3.275244e-03,-6.546012e-03,2.818189e-01,1.268482e-01
2.16500,-3.286382e-03,-6.541065e-03,2.823072e-01,1.268493e-01
2.16750,-3.297420e-03,-6.535960e-03,2.827955e-01,1.268505e-01
2.17000,-3.308358e-03,-6.530678e-03,2.832838e-01,1.268516e-01
2.17250,-3.319364e-03,-6.525147e-03,2.837722e-01,1.268528e-01
2.17500,-3.330495e-03,-6.519245e-03,2.842605e-01,1.268540e-01
2.17750,-3.341630e-03,-6.512953e-03,2.847489e-01,1.268551e-01
2.18000,-3.352712e-03,-6.506456e-03,2.852373e-01,1.268563e-01
2.18250,-3.363613e-03,-6.499846e-03,2.857266e-01,1.268574e-01
2.18500,-3.374171e-03,-6.493149e-03,2.862166e-01,1.268586e-01
2.18750,-3.384451e-03,-6.486324e-03,2.867066e-01,1.268597e-01
2.19000,-3.394588e-03,-6.479364e-03,2.871966e-01,1.268609e-01
2.19250,-3.404653e-03,-6.472314e-03,2.876876e-01,1.268620e-01
2.19500,-3.414579e-03,-6.465079e-03,2.881793e-01,1.268632e-01
2.19750,-3.424491e-03,-6.457605e-03,2.886710e-01,1.268643e-01
2.20000,-3.434472e-03,-6.449981e-03,2.891627e-01,1.268654e-01
2.20250,-3.444525e-03,-6.442346e-03,2.896544e-01,1.268666e-01
2.20500,-3.454597e-03,-6.434631e-03,2.901462e-01,1.268677e-01
2.20750,-3.464651e-03,-6.426753e-03,2.906380e-01,1.268689e-01
2.21000,-3.474566e-03,-6.418693e-03,2.911298e-01,1.268700e-01
2.21250,-3.484290e-03,-6.410556e-03,2.916216e-01,1.268712e-01
2.21500,-3.493864e-03,-6.402482e-03,2.921135e-01,1.268723e-01
2.21750,-3.503354e-03,-6.394575e-03,2.926054e-01,1.268734e-01
2.22000,-3.512899e-03,-6.386658e-03,2.930974e-01,1.268746e-01
2.22250,-3.522543e-03,-6.378563e-03,2.935893e-01,1.268757e-01
2.22500,-3.532305e-03,-6.370395e-03,2.940815e-01,1.268768e-01
2.22750,-3.542211e-03,-6.362228e-03,2.945750e-01,1.268780e-01
2.23000,-3.552327e-03,-6.353865e-03,2.950684e-01,1.268791e-01
2.23250,-3.562649e-03,-6.345368e-03,2.955620e-01,1.268802e-01
2.23500,-3.573201e-03,-6.336970e-03,2.960555e-01,1.268814e-01
2.23750,-3.583834e-03,-6.328749e-03,2.965495e-01,1.268825e-01
2.24000,-3.594552e-03,-6.320674e-03,2.970446e-01,1.268836e-01
2.24250,-3.605332e-03,-6.312616e-03,2.975396e-01,1.268848e-01
2.24500,-3.616139e-03,-6.304556e-03,2.980348e-01,1.268859e-01
2.24750,-3.626963e-03,-6.296490e-03,2.985299e-01,1.268870e-01
2.25000,-3.637856e-03,-6.288443e-03,2.990251e-01,1.268882e-01
2.25250,-3.648946e-03,-6.280514e-03,2.995203e-01,1.268893e-01
2.25500,-3.660245e-03,-6.272699e-03,3.000155e-01,1.268904e-01
2.25750,-3.671654e-03,-6.265054e-03,3.005108e-01,1.268915e-01
2.26000,-3.683071e-03,-6.257752e-03,3.010061e-01,1.268927e-01
2.26250,-3.694607e-03,-6.250739e-03,3.015014e-01,1.268938e-01
2.26500,-3.706376e-03,-6.243885e-03,3.019968e-01,1.268949e-01
2.26750,-3.718345e-03,-6.237183e-03,3.024922e-01,1.268960e-01
2.27000,-3.730363e-03,-6.230485e-03,3.029877e-01,1.268972e-01
2.27250,-3.742455e-03,-6.223696e-03,3.034832e-01,1.268983e-01
2.27500,-3.754610e-03,-6.216752e-03,3.039788e-01,1.268994e-01
2.27750,-3.766652e-03,-6.209685e-03,3.044744e-01,1.269005e-01
2.28000,-3.778480e-03,-6.202612e-03,3.049701e-01,1.269016e-01
2.28250,-3.790212e-03,-6.195534e-03,3.054658e-01,1.269028e-01
2.28500,-3.802013e-03,-6.188316e-03,3.059616e-01,1.269039e-01
2.28750,-3.814037e-03,-6.180837e-03,3.064584e-01,1.269050e-01
2.29000,-3.826143e-03,-6.173146e-03,3.069555e-01,1.269061e-01
2.29250,-3.838262e-03,-6.165278e-03,3.074526e-01,1.269072e-01
2.29500,-3.850361e-03,-6.157289e-03,3.079498e-01,1.269083e-01
2.29750,-3.862393e-03,-6.149225e-03,3.084470e-01,1.269095e-01
2.30000,-3.874370e-03,-6.141098e-03,3.089443e-01,1.269106e-01
2.30250,-3.886255e-03,-6.132900e-03,3.094429e-01,1.269117e-01
2.30500,-3.898140e-03,-6.124469e-03,3.099415e-01,1.269128e-01
2.30750,-3.909924e-03,-6.115873e-03,3.104401e-01,1.269139e-01
2.31000,-3.921515e-03,-6.107022e-03,3.109387e-01,1.269150e-01
2.31250,-3.932902e-03,-6.097939e-03,3.114373e-01,1.269161e-01
2.31500,-3.944039e-03,-6.088842e-03,3.119360e-01,1.269172e-01
2.31750,-3.955008e-03,-6.079758e-03,3.124346e-01,1.269184e-01
2.32000,-3.965971e-03,-6.070715e-03,3.129334e-01,1.269195e-01
2.32250,-3.976918e-03,-6.061642e-03,3.134321e-01,1.269206e-01
2.32500,-3.987782e-03,-6.052448e-03,3.139308e-01,1.269217e-01
2.32750,-3.998593e-03,-6.043019e-03,3.144296e-01,1.269228e-01
2.33000,-4.009417e-03,-6.033254e-03,3.149285e-01,1.269239e-01
2.33250,-4.020212e-03,-6.023283e-03,3.154273e-01,1.269250e-01
2.33500,-4.030987e-03,-6.013118e-03,3.159262e-01,1.269261e-01
2.33750,-4.041733e-03,-6.002785e-03,3.164251e-01,1.269272e-01
2.34000,-4.052424e-03,-5.992302e-03,3.169241e-01,1.269283e-01
2.34250,-4.063101e-03,-5.981811e-03,3.174231e-01,1.269294e-01
2.34500,-4.073801e-03,-5.971300e-03,3.179221e-01,1.269305e-01
2.34750,-4.084609e-03,-5.960646e-03,3.184212e-01,1.269316e-01
2.35000,-4.095588e-03,-5.949952e-03,3.189203e-01,1.269327e-01
2.35250,-4.106783e-03,-5.939483e-03,3.194194e-01,1.269338e-01
2.35500,-4.118302e-03,-5.929138e-03,3.199185e-01,1.269349e-01
2.35750,-4.130186e-03,-5.918875e-03,3.204176e-01,1.269359e-01
2.36000,-4.142318e-03,-5.908665e-03,3.209168e-01,1.269370e-01
2.36250,-4.154533e-03,-5.898282e-03,3.214159e-01,1.269381e-01
2.36500,-4.166818e-03,-5.887589e-03,3.219151e-01,1.269392e-01
2.36750,-4.179149e-03,-5.876694e-03,3.224149e-01,1.269403e-01
2.37000,-4.191483e-03,-5.865774e-03,3.229152e-01,1.269414e-01
2.37250,-4.203905e-03,-5.854959e-03,3.234157e-01,1.269425e-01
2.37500,-4.216477e-03,-5.844302e-03,3.239161e-01,1.269436e-01
2.37750,-4.229233e-03,-5.833863e-03,3.244166e-01,1.269447e-01
2.38000,-4.242075e-03,-5.823626e-03,3.249171e-01,1.269458e-01
2.38250,-4.254998e-03,-5.813475e-03,3.254184e-01,1.269468e-01
2.38500,-4.268051e-03,-5.803399e-03,3.259202e-01,1.269479e-01
2.38750,-4.281197e-03,-5.793289e-03,3.264221e-01,1.269490e-01
2.39000,-4.294402e-03,-5.783050e-03,3.269241e-01,1.269501e-01
2.39250,-4.307646e-03,-5.772680e-03,3.274260e-01,1.269512e-01
2.39500,-4.320952e-03,-5.762225e-03,3.279281e-01,1.269523e-01
2.39750,-4.334343e-03,-5.751707e-03,3.284301e-01,1.269534e-01
2.40000,-4.347703e-03,-5.741235e-03,3.289322e-01,1.269544e-01
2.40250,-4.361059e-03,-5.730889e-03,3.294343e-01,1.269555e-01
2.40500,-4.374325e-03,-5.720746e-03,3.299364e-01,1.269566e-01
2.40750,-4.387412e-03,-5.710814e-03,3.304386e-01,1.269577e-01
2.41000,-4.400503e-03,-5.700877e-03,3.309407e-01,1.269588e-01
2.41250,-4.413772e-03,-5.690754e-03,3.314429e-01,1.269598e-01
2.41500,-4.427108e-03,-5.680355e-03,3.319451e-01,1.269609e-01
2.41750,-4.440337e-03,-5.669748e-03,3.324474e-01,1.269620e-01
2.42000,-4.453286e-03,-5.659070e-03,3.329496e-01,1.269631e-01
2.42250,-4.466073e-03,-5.648330e-03,3.334519e-01,1.269642e-01
2.42500,-4.478750e-03,-5.637512e-03,3.339542e-01,1.269652e-01
2.42750,-4.491256e-03,-5.626552e-03,3.344566e-01,1.269663e-01
2.43000,-4.503610e-03,-5.615487e-03,3.349590e-01,1.269674e-01
2.43250,-4.515741e-03,-5.604373e-03,3.354614e-01,1.269685e-01
2.43500,-4.527675e-03,-5.593283e-03,3.359638e-01,1.269695e-01
2.43750,-4.539522e-03,-5.582256e-03,3.364663e-01,1.269706e-01
2.44000,-4.551366e-03,-5.571263e-03,3.369688e-01,1.269717e-01
2.44250,-4.563204e-03,-5.560183e-03,3.374713e-01,1.269728e-01
2.44500,-4.575067e-03,-5.548832e-03,3.379738e-01,1.269738e-01
2.44750,-4.587012e-03,-5.537158e-03,3.384764e-01,1.269749e-01
2.45000,-4.599042e-03,-5.525256e-03,3.389789e-01,1.269760e-01
2.45250,-4.611184e-03,-5.513134e-03,3.394815e-01,1.269770e-01
2.45500,-4.623388e-03,-5.500911e-03,3.399841e-01,1.269781e-01
2.45750,-4.635812e-03,-5.488645e-03,3.404867e-01,1.269792e-01
2.46000,-4.648470e-03,-5.476463e-03,3.409893e-01,1.269802e-01
2.46250,-4.661288e-03,-5.464327e-03,3.414919e-01,1.269813e-01
2.46500,-4.674438e-03,-5.452156e-03,3.419946e-01,1.269823e-01
2.46750,-4.688004e-03,-5.439887e-03,3.424972e-01,1.269834e-01
2.47000,-4.701848e-03,-5.427403e-03,3.430005e-01,1.269845e-01
2.47250,-4.715779e-03,-5.414770e-03,3.435044e-01,1.269855e-01
2.47500,-4.729755e-03,-5.401946e-03,3.440083e-01,1.269866e-01
2.47750,-4.743819e-03,-5.388844e-03,3.445122e-01,1.269876e-01
2.48000,-4.757959e-03,-5.375540e-03,3.450162e-01,1.269887e-01
2.48250,-4.772199e-03,-5.362102e-03,3.455203e-01,1.269898e-01
2.48500,-4.786515e-03,-5.348620e-03,3.460255e-01,1.269908e-01
2.48750,-4.801055e-03,-5.335059e-03,3.465307e-01,1.269919e-01
2.49000,-4.815857e-03,-5.321369e-03,3.470359e-01,1.269929e-01
2.49250,-4.830818e-03,-5.307624e-03,3.475412e-01,1.269940e-01
2.49500,-4.845714e-03,-5.293979e-03,3.480465e-01,1.269950e-01
2.49750,-4.860407e-03,-5.280481e-03,3.485518e-01,1.269961e-01
2.50000,-4.875168e-03,-5.266980e-03,3.490571e-01,1.269972e-01
2.50250,-4.890091e-03,-5.253213e-03,3.495625e-01,1.269982e-01
2.50500,-4.905115e-03,-5.239144e-03,3.500679e-01,1.269993e-01
2.50750,-4.919977e-03,-5.225077e-03,3.505733e-01,1.270003e-01
2.51000,-4.934698e-03,-5.211119e-03,3.510788e-01,1.270014e-01
2.51250,-4.949294e-03,-5.197221e-03,3.515843e-01,1.270024e-01
2.51500,-4.963935e-03,-5.183296e-03,3.520898e-01,1.270035e-01
2.51750,-4.978687e-03,-5.169339e-03,3.525954e-01,1.270045e-01
2.52000,-4.993544e-03,-5.155453e-03,3.531010e-01,1.270055e-01
2.52250,-5.008373e-03,-5.141605e-03,3.536066e-01,1.270066e-01
2.52500,-5.022973e-03,-5.127749e-03,3.541122e-01,1.270076e-01
2.52750,-5.037208e-03,-5.113931e-03,3.546179e-01,1.270087e-01
2.53000,-5.051226e-03,-5.100108e-03,3.551236e-01,1.270097e-01
2.53250,-5.065169e-03,-5.086198e-03,3.556294e-01,1.270108e-01
2.53500,-5.079005e-03,-5.072314e-03,3.561351e-01,1.270118e-01
2.53750,-5.092761e-03,-5.058469e-03,3.566409e-01,1.270129e-01
2.54000,-5.106420e-03,-5.044626e-03,3.571467e-01,1.270139e-01
2.54250,-5.119935e-03,-5.030819e-03,3.576525e-01,1.270149e-01
2.54500,-5.133404e-03,-5.017001e-03,3.581583e-01,1.270160e-01
2.54750,-5.146985e-03,-5.003092e-03,3.586642e-01,1.270170e-01
2.55000,-5.160765e-03,-4.989031e-03,3.591701e-01,1.270181e-01
2.55250,-5.174734e-03,-4.974756e-03,3.596760e-01,1.270191e-01
2.55500,-5.188969e-03,-4.960194e-03,3.601819e-01,1.270201e-01
2.55750,-5.203453e-03,-4.945411e-03,3.606879e-01,1.270212e-01
2.56000,-5.218070e-03,-4.930534e-03,3.611939e-01,1.270222e-01
2.56250,-5.232889e-03,-4.915509e-03,3.617000e-01,1.270233e-01
2.56500,-5.247874e-03,-4.900428e-03,3.622060e-01,1.270243e-01
2.56750,-5.262978e-03,-4.885365e-03,3.627121e-01,1.270253e-01
2.57000,-5.278151e-03,-4.870292e-03,3.632182e-01,1.270264e-01
2.57250,-5.293533e-03,-4.855146e-03,3.637243e-01,1.270274e-01
2.57500,-5.309109e-03,-4.839930e-03,3.642305e-01,1.270284e-01
2.57750,-5.325028e-03,-4.824589e-03,3.647367e-01,1.270295e-01
2.58000,-5.341214e-03,-4.809056e-03,3.652429e-01,1.270305e-01
2.58250,-5.357396e-03,-4.793435e-03,3.657491e-01,1.270316e-01
2.58500,-5.373419e-03,-4.777790e-03,3.662554e-01,1.270326e-01
2.58750,-5.389488e-03,-4.762013e-03,3.667616e-01,1.270336e-01
2.59000,-5.405811e-03,-4.746262e-03,3.672679e-01,1.270347e-01
2.59250,-5.422439e-03,-4.730527e-03,3.677753e-01,1.270357e-01
2.59500,-5.439529e-03,-4.714570e-03,3.682828e-01,1.270367e-01
2.59750,-5.457049e-03,-4.698369e-03,3.687903e-01,1.270378e-01
2.60000,-5.474613e-03,-4.682167e-03,3.692979e-01,1.270388e-01
2.60250,-5.492170e-03,-4.665860e-03,3.698064e-01,1.270398e-01
2.60500,-5.509635e-03,-4.649456e-03,3.703152e-01,1.270409e-01
2.60750,-5.526904e-03,-4.633030e-03,3.708241e-01,1.270419e-01
2.61000,-5.544002e-03,-4.616548e-03,3.713330e-01,1.270429e-01
2.61250,-5.561053e-03,-4.599845e-03,3.718419e-01,1.270439e-01
2.61500,-5.577930e-03,-4.583038e-03,3.723509e-01,1.270450e-01
2.61750,-5.594527e-03,-4.566191e-03,3.728599e-01,1.270460e-01
2.62000,-5.610958e-03,-4.549199e-03,3.733690e-01,1.270470e-01
2.62250,-5.627254e-03,-4.532165e-03,3.738781e-01,1.270481e-01
2.62500,-5.643662e-03,-4.514992e-03,3.743873e-01,1.270491e-01
2.62750,-5.660268e-03,-4.497506e-03,3.748965e-01,1.270501e-01
2.63000,-5.676810e-03,-4.479782e-03,3.754057e-01,1.270511e-01
2.63250,-5.693100e-03,-4.462130e-03,3.759150e-01,1.270522e-01
2.63500,-5.709143e-03,-4.444642e-03,3.764244e-01,1.270532e-01
2.63750,-5.725076e-03,-4.427135e-03,3.769337e-01,1.270542e-01
2.64000,-5.740942e-03,-4.409450e-03,3.774431e-01,1.270552e-01
2.64250,-5.756834e-03,-4.391607e-03,3.779526e-01,1.270563e-01
2.64500,-5.772748e-03,-4.373598e-03,3.784620e-01,1.270573e-01
2.64750,-5.788755e-03,-4.355476e-03,3.789716e-01,1.270583e-01
2.65000,-5.804997e-03,-4.337175e-03,3.794811e-01,1.270593e-01
2.65250,-5.821639e-03,-4.318549e-03,3.799907e-01,1.270603e-01
2.65500,-5.838608e-03,-4.299681e-03,3.805004e-01,1.270614e-01
2.65750,-5.855718e-03,-4.280702e-03,3.810100e-01,1.270624e-01
2.66000,-5.872947e-03,-4.261623e-03,3.815197e-01,1.270634e-01
2.66250,-5.890350e-03,-4.242507e-03,3.820295e-01,1.270644e-01
2.66500,-5.907808e-03,-4.223439e-03,3.825393e-01,1.270654e-01
2.66750,-5.925195e-03,-4.204570e-03,3.830491e-01,1.270665e-01
2.67000,-5.942558e-03,-4.185797e-03,3.835590e-01,1.270675e-01
2.67250,-5.959990e-03,-4.167074e-03,3.840689e-01,1.270685e-01
2.67500,-5.977820e-03,-4.148203e-03,3.845789e-01,1.270695e-01
2.67750,-5.996154e-03,-4.129108e-03,3.850889e-01,1.270705e-01
2.68000,-6.015044e-03,-4.109666e-03,3.855989e-01,1.270716e-01
2.68250,-6.034387e-03,-4.089893e-03,3.861090e-01,1.270726e-01
2.68500,-6.053633e-03,-4.070092e-03,3.866192e-01,1.270736e-01
2.68750,-6.072683e-03,-4.050266e-03,3.871294e-01,1.270746e-01
2.69000,-6.091717e-03,-4.030160e-03,3.876396e-01,1.270756e-01
2.69250,-6.111079e-03,-4.009807e-03,3.881499e-01,1.270767e-01
2.69500,-6.130921e-03,-3.989384e-03,3.886603e-01,1.270777e-01
2.69750,-6.150978e-03,-3.968989e-03,3.891706e-01,1.270787e-01
2.70000,-6.171026e-03,-3.948689e-03,3.896811e-01,1.270797e-01
2.70250,-6.191167e-03,-3.928366e-03,3.901916e-01,1.270807e-01
2.70500,-6.211431e-03,-3.907835e-03,3.907021e-01,1.270818e-01
2.70750,-6.231648e-03,-3.887179e-03,3.912127e-01,1.270828e-01
2.71000,-6.251561e-03,-3.866441e-03,3.917234e-01,1.270838e-01
2.71250,-6.271119e-03,-3.845646e-03,3.922342e-01,1.270848e-01
2.71500,-6.290449e-03,-3.824858e-03,3.927469e-01,1.270858e-01
2.71750,-6.309573e-03,-3.804032e-03,3.932601e-01,1.270869e-01
2.72000,-6.328608e-03,-3.783171e-03,3.937735e-01,1.270879e-01
2.72250,-6.347592e-03,-3.762266e-03,3.942869e-01,1.270889e-01
2.72500,-6.366670e-03,-3.741235e-03,3.948003e-01,1.270899e-01
2.72750,-6.385792e-03,-3.719982e-03,3.953139e-01,1.270910e-01
2.73000,-6.404985e-03,-3.698531e-03,3.958275e-01,1.270920e-01
2.73250,-6.424424e-03,-3.676794e-03,3.963411e-01,1.270930e-01
2.73500,-6.443960e-03,-3.654946e-03,3.968549e-01,1.270940e-01
2.73750,-6.463561e-03,-3.632957e-03,3.973687e-01,1.270950e-01
2.74000,-6.483142e-03,-3.610728e-03,3.978825e-01,1.270961e-01
2.74250,-6.502686e-03,-3.588381e-03,3.983965e-01,1.270971e-01
2.74500,-6.522194e-03,-3.566082e-03,3.989105e-01,1.270981e-01
2.74750,-6.541811e-03,-3.543818e-03,3.994246e-01,1.270991e-01
2.75000,-6.561342e-03,-3.521641e-03,3.999388e-01,1.271002e-01
2.75250,-6.580923e-03,-3.499408e-03,4.004530e-01,1.271012e-01
2.75500,-6.600713e-03,-3.476990e-03,4.009673e-01,1.271022e-01
2.75750,-6.620933e-03,-3.454268e-03,4.014817e-01,1.271032e-01
2.76000,-6.641464e-03,-3.431219e-03,4.019962e-01,1.271043e-01
2.76250,-6.662096e-03,-3.407966e-03,4.025107e-01,1.271053e-01
2.76500,-6.682539e-03,-3.384789e-03,4.030253e-01,1.271063e-01
2.76750,-6.702944e-03,-3.361594e-03,4.035400e-01,1.271074e-01
2.77000,-6.723474e-03,-3.338260e-03,4.040548e-01,1.271084e-01
2.77250,-6.744154e-03,-3.314752e-03,4.045696e-01,1.271094e-01
2.77500,-6.765120e-03,-3.290956e-03,4.050845e-01,1.271105e-01
2.77750,-6.786386e-03,-3.266857e-03,4.055995e-01,1.271115e-01
2.78000,-6.807976e-03,-3.242554e-03,4.061146e-01,1.271125e-01
2.78250,-6.829936e-03,-3.217994e-03,4.066298e-01,1.271136e-01
2.78500,-6.852314e-03,-3.193188e-03,4.071450e-01,1.271146e-01
2.78750,-6.874906e-03,-3.168205e-03,4.076604e-01,1.271157e-01
2.79000,-6.897545e-03,-3.143226e-03,4.081758e-01,1.271167e-01
2.79250,-6.920071e-03,-3.118234e-03,4.086913e-01,1.271177e-01
2.79500,-6.942471e-03,-3.093384e-03,4.092069e-01,1.271188e-01
2.79750,-6.964940e-03,-3.068585e-03,4.097226e-01,1.271198e-01
2.80000,-6.987446e-03,-3.043667e-03,4.102384e-01,1.271209e-01
2.80250,-7.010082e-03,-3.018434e-03,4.107543e-01,1.271219e-01
2.80500,-7.032868e-03,-2.993031e-03,4.112702e-01,1.271230e-01
2.80750,-7.055664e-03,-2.967548e-03,4.117863e-01,1.271240e-01
2.81000,-7.078838e-03,-2.941897e-03,4.123024e-01,1.271251e-01
2.81250,-7.102322e-03,-2.916066e-03,4.128186e-01,1.271261e-01
2.81500,-7.125879e-03,-2.890062e-03,4.133349e-01,1.271272e-01
2.81750,-7.149324e-03,-2.863876e-03,4.138514e-01,1.271282e-01
2.82000,-7.172686e-03,-2.837600e-03,4.143679e-01,1.271293e-01
2.82250,-7.196029e-03,-2.811219e-03,4.148845e-01,1.271303e-01
2.82500,-7.219385e-03,-2.784892e-03,4.154012e-01,1.271314e-01
2.82750,-7.242748e-03,-2.758451e-03,4.159180e-01,1.271325e-01
2.83000,-7.266072e-03,-2.731877e-03,4.164349e-01,1.271335e-01
2.83250,-7.289343e-03,-2.705204e-03,4.169519e-01,1.271346e-01
2.83500,-7.312817e-03,-2.678194e-03,4.174690e-01,1.271356e-01
2.83750,-7.336657e-03,-2.650718e-03,4.179862e-01,1.271367e-01
2.84000,-7.360638e-03,-2.622900e-03,4.185035e-01,1.271378e-01
2.84250,-7.384703e-03,-2.594836e-03,4.190209e-01,1.271388e-01
2.84500,-7.408628e-03,-2.566638e-03,4.195384e-01,1.271399e-01
2.84750,-7.432314e-03,-2.538297e-03,4.200560e-01,1.271410e-01
2.85000,-7.455881e-03,-2.509810e-03,4.205737e-01,1.271420e-01
2.85250,-7.479527e-03,-2.481129e-03,4.210915e-01,1.271431e-01
2.85500,-7.503109e-03,-2.452365e-03,4.216095e-01,1.271442e-01
2.85750,-7.526427e-03,-2.423618e-03,4.221275e-01,1.271453e-01
2.86000,-7.549648e-03,-2.394798e-03,4.226456e-01,1.271464e-01
2.86250,-7.573142e-03,-2.365793e-03,4.231639e-01,1.271475e-01
2.86500,-7.597054e-03,-2.336731e-03,4.236822e-01,1.271486e-01
2.86750,-7.620847e-03,-2.307747e-03,4.242007e-01,1.271496e-01
2.87000,-7.644532e-03,-2.278653e-03,4.247193e-01,1.271507e-01
2.87250,-7.668340e-03,-2.249342e-03,4.252380e-01,1.271518e-01
2.87500,-7.692236e-03,-2.219820e-03,4.257568e-01,1.271529e-01
