t,cx,cy,theta,Vc_x,Vc_y,omega
0.00250,0.600000,0.500000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00
0.00500,0.599987,0.499997,-0.000000,-5.005316e-03,-1.378123e-03,-7.961245e-05
0.00750,0.599963,0.499990,0.000000,-9.984326e-03,-2.752020e-03,1.787354e-04
0.01000,0.599937,0.499983,0.000001,-1.010189e-02,-2.809852e-03,1.832967e-04
0.01250,0.599908,0.499975,0.000001,-1.179853e-02,-3.243715e-03,3.154824e-04
0.01500,0.599877,0.499966,0.000002,-1.220817e-02,-3.331966e-03,2.742153e-04
0.01750,0.599844,0.499957,0.000003,-1.338756e-02,-3.604313e-03,3.436277e-04
0.02000,0.599809,0.499948,0.000004,-1.406737e-02,-3.745121e-03,3.048784e-04
0.02250,0.599771,0.499938,0.000005,-1.505441e-02,-3.963928e-03,3.553432e-04
0.02500,0.599731,0.499928,0.000006,-1.582620e-02,-4.132354e-03,3.310238e-04
0.02750,0.599690,0.499917,0.000006,-1.671151e-02,-4.334510e-03,3.731360e-04
0.03000,0.599646,0.499905,0.000007,-1.749926e-02,-4.517393e-03,3.600155e-04
0.03250,0.599600,0.499894,0.000008,-1.832462e-02,-4.714120e-03,3.955946e-04
0.03500,0.599552,0.499881,0.000009,-1.910254e-02,-4.902495e-03,3.901405e-04
0.03750,0.599503,0.499869,0.000010,-1.988860e-02,-5.095623e-03,4.209202e-04
0.04000,0.599451,0.499855,0.000011,-2.064854e-02,-5.284368e-03,4.214550e-04
0.04250,0.599397,0.499842,0.000013,-2.140528e-02,-5.474119e-03,4.491467e-04
0.04500,0.599342,0.499828,0.000014,-2.214517e-02,-5.661210e-03,4.544652e-04
0.04750,0.599285,0.499813,0.000015,-2.287783e-02,-5.847912e-03,4.800307e-04
0.05000,0.599226,0.499798,0.000016,-2.359802e-02,-6.032722e-03,4.888910e-04
0.05250,0.599165,0.499782,0.000017,-2.430992e-02,-6.216569e-03,5.127581e-04
0.05500,0.599103,0.499766,0.000019,-2.501167e-02,-6.398782e-03,5.240992e-04
0.05750,0.599038,0.499750,0.000020,-2.570524e-02,-6.579720e-03,5.465603e-04
0.06000,0.598972,0.499733,0.000021,-2.639009e-02,-6.759065e-03,5.596430e-04
0.06250,0.598905,0.499716,0.000023,-2.706724e-02,-6.936965e-03,5.809923e-04
0.06500,0.598835,0.499698,0.000024,-2.773669e-02,-7.113272e-03,5.953348e-04
0.06750,0.598764,0.499680,0.000026,-2.839904e-02,-7.288072e-03,6.158274e-04
0.07000,0.598692,0.499661,0.000028,-2.905448e-02,-7.461312e-03,6.310872e-04
0.07250,0.598617,0.499642,0.000029,-2.970345e-02,-7.633057e-03,6.509258e-04
0.07500,0.598542,0.499622,0.000031,-3.034619e-02,-7.803297e-03,6.668362e-04
0.07750,0.598464,0.499603,0.000033,-3.098306e-02,-7.972094e-03,6.861368e-04
0.08000,0.598385,0.499582,0.000034,-3.161432e-02,-8.139460e-03,7.024833e-04
0.08250,0.598305,0.499561,0.000036,-3.224026e-02,-8.305453e-03,7.213274e-04
0.08500,0.598222,0.499540,0.000038,-3.286114e-02,-8.470096e-03,7.379269e-04
0.08750,0.598139,0.499519,0.000040,-3.347721e-02,-8.633439e-03,7.563337e-04
0.09000,0.598053,0.499497,0.000042,-3.408870e-02,-8.795512e-03,7.729977e-04
0.09250,0.597967,0.499474,0.000044,-3.469585e-02,-8.956361e-03,7.909244e-04
0.09500,0.597878,0.499451,0.000046,-3.529885e-02,-9.116016e-03,8.074566e-04
0.09750,0.597789,0.499428,0.000048,-3.589792e-02,-9.274522e-03,8.248309e-04
0.10000,0.597697,0.499405,0.000050,-3.649323e-02,-9.431908e-03,8.410566e-04
0.10250,0.597605,0.499381,0.000052,-3.708497e-02,-9.588214e-03,8.577899e-04
0.10500,0.597511,0.499356,0.000054,-3.767330e-02,-9.743471e-03,8.735245e-04
0.10750,0.597415,0.499332,0.000056,-3.825838e-02,-9.897717e-03,8.894753e-04
0.11000,0.597318,0.499307,0.000059,-3.884036e-02,-1.005098e-02,9.044957e-04
0.11250,0.597219,0.499281,0.000061,-3.941938e-02,-1.020329e-02,9.194806e-04
0.11500,0.597119,0.499255,0.000063,-3.999556e-02,-1.035469e-02,9.335748e-04
0.11750,0.597018,0.499229,0.000066,-4.056902e-02,-1.050519e-02,9.474363e-04
0.12000,0.596915,0.499202,0.000068,-4.113988e-02,-1.065484e-02,9.604133e-04
0.12250,0.596811,0.499175,0.000071,-4.170825e-02,-1.080366e-02,9.729843e-04
0.12500,0.596705,0.499148,0.000073,-4.227421e-02,-1.095168e-02,9.846538e-04
0.12750,0.596598,0.499120,0.000076,-4.283786e-02,-1.109892e-02,9.957760e-04
0.13000,0.596489,0.499092,0.000078,-4.339928e-02,-1.124541e-02,1.005970e-03
0.13250,0.596380,0.499063,0.000081,-4.395853e-02,-1.139120e-02,1.015453e-03
0.13500,0.596268,0.499035,0.000083,-4.451569e-02,-1.153632e-02,1.023922e-03
0.13750,0.596156,0.499005,0.000086,-4.507081e-02,-1.168079e-02,1.031536e-03
0.14000,0.596042,0.498976,0.000088,-4.562394e-02,-1.182465e-02,1.038092e-03
0.14250,0.595926,0.498946,0.000091,-4.617512e-02,-1.196793e-02,1.043718e-03
0.14500,0.595809,0.498916,0.000094,-4.672439e-02,-1.211064e-02,1.048271e-03
0.14750,0.595691,0.498885,0.000096,-4.727177e-02,-1.225281e-02,1.051860e-03
0.15000,0.595572,0.498854,0.000099,-4.781729e-02,-1.239446e-02,1.054385e-03
0.15250,0.595451,0.498823,0.000101,-4.836095e-02,-1.253562e-02,1.055914e-03
0.15500,0.595328,0.498791,0.000104,-4.890276e-02,-1.267628e-02,1.056369e-03
0.15750,0.595205,0.498759,0.000107,-4.944272e-02,-1.281647e-02,1.055800e-03
0.16000,0.595080,0.498727,0.000109,-4.998083e-02,-1.295619e-02,1.054115e-03
0.16250,0.594954,0.498694,0.000112,-5.051707e-02,-1.309545e-02,1.051370e-03
0.16500,0.594826,0.498661,0.000115,-5.105142e-02,-1.323425e-02,1.047504e-03
0.16750,0.594697,0.498627,0.000117,-5.158386e-02,-1.337260e-02,1.042573e-03
0.17000,0.594567,0.498594,0.000120,-5.211436e-02,-1.351048e-02,1.036522e-03
0.17250,0.594435,0.498559,0.000122,-5.264288e-02,-1.364791e-02,1.029371e-03
0.17500,0.594302,0.498525,0.000125,-5.316940e-02,-1.378485e-02,1.021073e-03
0.17750,0.594168,0.498490,0.000127,-5.369386e-02,-1.392131e-02,1.011649e-03
0.18000,0.594032,0.498455,0.000130,-5.421622e-02,-1.405725e-02,1.001055e-03
0.18250,0.593896,0.498420,0.000132,-5.473644e-02,-1.419266e-02,9.893143e-04
0.18500,0.593757,0.498384,0.000135,-5.525444e-02,-1.432748e-02,9.764039e-04
0.18750,0.593618,0.498348,0.000137,-5.577019e-02,-1.446170e-02,9.623306e-04
0.19000,0.593477,0.498311,0.000140,-5.628361e-02,-1.459528e-02,9.470756e-04
0.19250,0.593335,0.498274,0.000142,-5.679464e-02,-1.472816e-02,9.306510e-04
0.19500,0.593192,0.498237,0.000144,-5.730322e-02,-1.486031e-02,9.130405e-04
0.19750,0.593048,0.498200,0.000146,-5.780928e-02,-1.499166e-02,8.942511e-04
0.20000,0.592902,0.498162,0.000149,-5.831276e-02,-1.512219e-02,8.742587e-04
0.20250,0.592755,0.498124,0.000151,-5.881359e-02,-1.525182e-02,8.530675e-04
0.20500,0.592606,0.498085,0.000153,-5.931171e-02,-1.538050e-02,8.306645e-04
0.20750,0.592457,0.498047,0.000155,-5.980707e-02,-1.550818e-02,8.070860e-04
0.21000,0.592306,0.498007,0.000157,-6.029961e-02,-1.563480e-02,7.822811e-04
0.21250,0.592154,0.497968,0.000159,-6.078929e-02,-1.576029e-02,7.562862e-04
0.21500,0.592001,0.497928,0.000161,-6.127604e-02,-1.588459e-02,7.290418e-04
0.21750,0.591847,0.497888,0.000162,-6.175984e-02,-1.600765e-02,7.005326e-04
0.22000,0.591691,0.497848,0.000164,-6.224061e-02,-1.612941e-02,6.707100e-04
0.22250,0.591534,0.497807,0.000166,-6.271834e-02,-1.624982e-02,6.395958e-04
0.22500,0.591376,0.497766,0.000167,-6.319297e-02,-1.636884e-02,6.071651e-04
0.22750,0.591217,0.497725,0.000169,-6.366448e-02,-1.648641e-02,5.734452e-04
0.23000,0.591057,0.497684,0.000170,-6.413285e-02,-1.660250e-02,5.384269e-04
0.23250,0.590895,0.497642,0.000171,-6.459805e-02,-1.671707e-02,5.020853e-04
0.23500,0.590733,0.497600,0.000172,-6.506007e-02,-1.683009e-02,4.644056e-04
0.23750,0.590569,0.497557,0.000173,-6.551892e-02,-1.694153e-02,4.252988e-04
0.24000,0.590404,0.497515,0.000174,-6.597458e-02,-1.705138e-02,3.847594e-04
0.24250,0.590238,0.497472,0.000175,-6.642703e-02,-1.715964e-02,3.427432e-04
0.24500,0.590071,0.497429,0.000176,-6.687631e-02,-1.726630e-02,2.991590e-04
0.24750,0.589902,0.497385,0.000177,-6.732241e-02,-1.737132e-02,2.537638e-04
0.25000,0.589733,0.497342,0.000177,-6.776533e-02,-1.747470e-02,2.063879e-04
0.25250,0.589562,0.497298,0.000177,-6.820510e-02,-1.757641e-02,1.567401e-04
0.25500,0.589391,0.497254,0.000178,-6.864172e-02,-1.767644e-02,1.045806e-04
0.25750,0.589218,0.497209,0.000178,-6.907521e-02,-1.777477e-02,4.969059e-05
0.26000,0.589044,0.497164,0.000178,-6.950560e-02,-1.787141e-02,-8.107629e-06
0.26250,0.588869,0.497120,0.000178,-6.993289e-02,-1.796633e-02,-6.906777e-05
0.26500,0.588694,0.497074,0.000177,-7.035714e-02,-1.805952e-02,-1.333547e-04
0.26750,0.588517,0.497029,0.000177,-7.077834e-02,-1.815097e-02,-2.012237e-04
0.27000,0.588339,0.496983,0.000176,-7.119653e-02,-1.824071e-02,-2.730008e-04
0.27250,0.588160,0.496938,0.000175,-7.161172e-02,-1.832874e-02,-3.488197e-04
0.27500,0.587980,0.496892,0.000174,-7.202395e-02,-1.841507e-02,-4.287931e-04
0.27750,0.587798,0.496845,0.000173,-7.243323e-02,-1.849969e-02,-5.129656e-04
0.28000,0.587616,0.496799,0.000171,-7.283959e-02,-1.858262e-02,-6.013580e-04
0.28250,0.587433,0.496752,0.000170,-7.324303e-02,-1.866384e-02,-6.939932e-04
0.28500,0.587249,0.496705,0.000168,-7.364358e-02,-1.874332e-02,-7.908915e-04
0.28750,0.587064,0.496658,0.000165,-7.404123e-02,-1.882106e-02,-8.920738e-04
0.29000,0.586878,0.496611,0.000163,-7.443602e-02,-1.889707e-02,-9.974807e-04
0.29250,0.586691,0.496564,0.000160,-7.482793e-02,-1.897133e-02,-1.107121e-03
0.29500,0.586503,0.496516,0.000157,-7.521699e-02,-1.904382e-02,-1.220865e-03
0.29750,0.586314,0.496468,0.000154,-7.560319e-02,-1.911452e-02,-1.338747e-03
0.30000,0.586124,0.496420,0.000150,-7.598655e-02,-1.918343e-02,-1.460670e-03
0.30250,0.585933,0.496372,0.000146,-7.636708e-02,-1.925053e-02,-1.586694e-03
0.30500,0.585741,0.496324,0.000142,-7.674479e-02,-1.931586e-02,-1.716662e-03
0.30750,0.585548,0.496275,0.000137,-7.711968e-02,-1.937942e-02,-1.850654e-03
0.31000,0.585355,0.496227,0.000132,-7.749176e-02,-1.944125e-02,-1.988494e-03
0.31250,0.585160,0.496178,0.000127,-7.786106e-02,-1.950136e-02,-2.130190e-03
0.31500,0.584964,0.496129,0.000121,-7.822758e-02,-1.955979e-02,-2.275607e-03
0.31750,0.584768,0.496080,0.000115,-7.859134e-02,-1.961656e-02,-2.424786e-03
0.32000,0.584570,0.496031,0.000109,-7.895236e-02,-1.967170e-02,-2.577626e-03
0.32250,0.584372,0.495982,0.000102,-7.931063e-02,-1.972522e-02,-2.734112e-03
0.32500,0.584173,0.495932,0.000095,-7.966618e-02,-1.977716e-02,-2.894030e-03
0.32750,0.583973,0.495883,0.000087,-8.001903e-02,-1.982755e-02,-3.057350e-03
0.33000,0.583772,0.495833,0.000079,-8.036918e-02,-1.987645e-02,-3.224050e-03
0.33250,0.583570,0.495783,0.000071,-8.071666e-02,-1.992392e-02,-3.394142e-03
0.33500,0.583368,0.495733,0.000062,-8.106148e-02,-1.997002e-02,-3.567657e-03
0.33750,0.583164,0.495683,0.000052,-8.140368e-02,-2.001481e-02,-3.744679e-03
0.34000,0.582960,0.495633,0.000042,-8.174326e-02,-2.005834e-02,-3.925324e-03
0.34250,0.582755,0.495583,0.000032,-8.208027e-02,-2.010068e-02,-4.109682e-03
0.34500,0.582549,0.495532,0.000021,-8.241476e-02,-2.014186e-02,-4.298000e-03
0.34750,0.582342,0.495482,0.000010,-8.274676e-02,-2.018195e-02,-4.490517e-03
0.35000,0.582134,0.495431,-0.000002,-8.307633e-02,-2.022098e-02,-4.687560e-03
0.35250,0.581925,0.495381,-0.000014,-8.340352e-02,-2.025897e-02,-4.889580e-03
0.35500,0.581716,0.495330,-0.000026,-8.372839e-02,-2.029595e-02,-5.096914e-03
0.35750,0.581506,0.495279,-0.000040,-8.405100e-02,-2.033194e-02,-5.309974e-03
0.36000,0.581295,0.495228,-0.000054,-8.437146e-02,-2.036696e-02,-5.528972e-03
0.36250,0.581083,0.495177,-0.000068,-8.468981e-02,-2.040105e-02,-5.754072e-03
0.36500,0.580871,0.495126,-0.000083,-8.500615e-02,-2.043422e-02,-5.985328e-03
0.36750,0.580658,0.495075,-0.000098,-8.532056e-02,-2.046648e-02,-6.222759e-03
0.37000,0.580443,0.495024,-0.000115,-8.563314e-02,-2.049794e-02,-6.466481e-03
0.37250,0.580229,0.494972,-0.000131,-8.594400e-02,-2.052866e-02,-6.716558e-03
0.37500,0.580013,0.494921,-0.000149,-8.625323e-02,-2.055868e-02,-6.972819e-03
0.37750,0.579797,0.494870,-0.000167,-8.656090e-02,-2.058805e-02,-7.235095e-03
0.38000,0.579579,0.494818,-0.000186,-8.686710e-02,-2.061679e-02,-7.503143e-03
0.38250,0.579361,0.494766,-0.000205,-8.717191e-02,-2.064492e-02,-7.776793e-03
0.38500,0.579143,0.494715,-0.000225,-8.747539e-02,-2.067247e-02,-8.055810e-03
0.38750,0.578923,0.494663,-0.000246,-8.777763e-02,-2.069949e-02,-8.339827e-03
0.39000,0.578703,0.494611,-0.000268,-8.807869e-02,-2.072598e-02,-8.628588e-03
0.39250,0.578482,0.494559,-0.000290,-8.837861e-02,-2.075196e-02,-8.921735e-03
0.39500,0.578260,0.494507,-0.000313,-8.867742e-02,-2.077741e-02,-9.219054e-03
0.39750,0.578038,0.494455,-0.000337,-8.897514e-02,-2.080232e-02,-9.520176e-03
0.40000,0.577815,0.494403,-0.000361,-8.927180e-02,-2.082670e-02,-9.824870e-03
0.40250,0.577591,0.494351,-0.000387,-8.956741e-02,-2.085053e-02,-1.013281e-02
0.40500,0.577366,0.494299,-0.000413,-8.986196e-02,-2.087382e-02,-1.044376e-02
0.40750,0.577141,0.494247,-0.000440,-9.015545e-02,-2.089655e-02,-1.075748e-02
0.41000,0.576915,0.494194,-0.000467,-9.044787e-02,-2.091873e-02,-1.107375e-02
0.41250,0.576688,0.494142,-0.000496,-9.073921e-02,-2.094033e-02,-1.139226e-02
0.41500,0.576460,0.494090,-0.000525,-9.102947e-02,-2.096135e-02,-1.171285e-02
0.41750,0.576232,0.494037,-0.000555,-9.131864e-02,-2.098179e-02,-1.203515e-02
0.42000,0.576003,0.493985,-0.000586,-9.160666e-02,-2.100164e-02,-1.235910e-02
0.42250,0.575773,0.493932,-0.000618,-9.189351e-02,-2.102090e-02,-1.268440e-02
0.42500,0.575543,0.493879,-0.000650,-9.217916e-02,-2.103961e-02,-1.301095e-02
0.42750,0.575312,0.493827,-0.000684,-9.246359e-02,-2.105776e-02,-1.333844e-02
0.43000,0.575080,0.493774,-0.000718,-9.274676e-02,-2.107537e-02,-1.366682e-02
0.43250,0.574847,0.493721,-0.000753,-9.302866e-02,-2.109246e-02,-1.399593e-02
0.43500,0.574614,0.493669,-0.000789,-9.330920e-02,-2.110905e-02,-1.432582e-02
0.43750,0.574380,0.493616,-0.000825,-9.358835e-02,-2.112526e-02,-1.465623e-02
0.44000,0.574145,0.493563,-0.000863,-9.386603e-02,-2.114101e-02,-1.498752e-02
0.44250,0.573910,0.493510,-0.000901,-9.414218e-02,-2.115632e-02,-1.531998e-02
0.44500,0.573674,0.493457,-0.000940,-9.441676e-02,-2.117115e-02,-1.565415e-02
0.44750,0.573437,0.493404,-0.000980,-9.468967e-02,-2.118549e-02,-1.599035e-02
0.45000,0.573200,0.493351,-0.001021,-9.496091e-02,-2.119935e-02,-1.632893e-02
0.45250,0.572962,0.493298,-0.001063,-9.523041e-02,-2.121266e-02,-1.667020e-02
0.45500,0.572723,0.493245,-0.001105,-9.549814e-02,-2.122540e-02,-1.701448e-02
0.45750,0.572484,0.493192,-0.001149,-9.576404e-02,-2.123761e-02,-1.736230e-02
0.46000,0.572244,0.493139,-0.001193,-9.602810e-02,-2.124924e-02,-1.771356e-02
0.46250,0.572003,0.493086,-0.001238,-9.629028e-02,-2.126032e-02,-1.806850e-02
0.46500,0.571761,0.493033,-0.001284,-9.655057e-02,-2.127079e-02,-1.842693e-02
0.46750,0.571519,0.492979,-0.001331,-9.680893e-02,-2.128064e-02,-1.878906e-02
0.47000,0.571277,0.492926,-0.001379,-9.706534e-02,-2.128983e-02,-1.915467e-02
0.47250,0.571033,0.492873,-0.001428,-9.731979e-02,-2.129836e-02,-1.952377e-02
0.47500,0.570790,0.492820,-0.001478,-9.757223e-02,-2.130617e-02,-1.989621e-02
0.47750,0.570545,0.492766,-0.001528,-9.782271e-02,-2.131326e-02,-2.027188e-02
0.48000,0.570300,0.492713,-0.001580,-9.807121e-02,-2.131956e-02,-2.065068e-02
0.48250,0.570054,0.492660,-0.001633,-9.831773e-02,-2.132508e-02,-2.103249e-02
0.48500,0.569808,0.492606,-0.001686,-9.856226e-02,-2.132983e-02,-2.141710e-02
0.48750,0.569561,0.492553,-0.001741,-9.880476e-02,-2.133380e-02,-2.180432e-02
0.49000,0.569313,0.492500,-0.001796,-9.904523e-02,-2.133699e-02,-2.219397e-02
0.49250,0.569065,0.492446,-0.001853,-9.928366e-02,-2.133939e-02,-2.258593e-02
0.49500,0.568816,0.492393,-0.001910,-9.951996e-02,-2.134096e-02,-2.298005e-02
0.49750,0.568567,0.492340,-0.001968,-9.975413e-02,-2.134169e-02,-2.337618e-02
0.50000,0.568317,0.492286,-0.002028,-9.998617e-02,-2.134158e-02,-2.377419e-02
0.50250,0.568066,0.492233,-0.002088,-1.002161e-01,-2.134063e-02,-2.417390e-02
0.50500,0.567815,0.492180,-0.002150,-1.004438e-01,-2.133885e-02,-2.457531e-02
0.50750,0.567563,0.492126,-0.002212,-1.006693e-01,-2.133625e-02,-2.497849e-02
0.51000,0.567311,0.492073,-0.002276,-1.008925e-01,-2.133283e-02,-2.538353e-02
0.51250,0.567058,0.492020,-0.002340,-1.011136e-01,-2.132857e-02,-2.579066e-02
0.51500,0.566805,0.491966,-0.002406,-1.013323e-01,-2.132342e-02,-2.620037e-02
0.51750,0.566551,0.491913,-0.002472,-1.015488e-01,-2.131738e-02,-2.661306e-02
0.52000,0.566297,0.491860,-0.002540,-1.017630e-01,-2.131036e-02,-2.702936e-02
0.52250,0.566042,0.491807,-0.002608,-1.019751e-01,-2.130228e-02,-2.744997e-02
0.52500,0.565786,0.491753,-0.002678,-1.021849e-01,-2.129306e-02,-2.787562e-02
0.52750,0.565530,0.491700,-0.002749,-1.023925e-01,-2.128262e-02,-2.830666e-02
0.53000,0.565274,0.491647,-0.002821,-1.025980e-01,-2.127087e-02,-2.874342e-02
0.53250,0.565017,0.491594,-0.002894,-1.028014e-01,-2.125770e-02,-2.918584e-02
0.53500,0.564759,0.491541,-0.002968,-1.030028e-01,-2.124308e-02,-2.963412e-02
0.53750,0.564501,0.491488,-0.003043,-1.032023e-01,-2.122705e-02,-3.008826e-02
0.54000,0.564243,0.491435,-0.003119,-1.033998e-01,-2.120954e-02,-3.054828e-02
0.54250,0.563984,0.491382,-0.003197,-1.035954e-01,-2.119050e-02,-3.101386e-02
0.54500,0.563724,0.491329,-0.003276,-1.037890e-01,-2.116989e-02,-3.148493e-02
0.54750,0.563464,0.491276,-0.003355,-1.039808e-01,-2.114767e-02,-3.196096e-02
0.55000,0.563204,0.491223,-0.003437,-1.041708e-01,-2.112379e-02,-3.244168e-02
0.55250,0.562943,0.491170,-0.003519,-1.043590e-01,-2.109827e-02,-3.292657e-02
0.55500,0.562682,0.491118,-0.003602,-1.045454e-01,-2.107102e-02,-3.341526e-02
0.55750,0.562420,0.491065,-0.003687,-1.047300e-01,-2.104201e-02,-3.390721e-02
0.56000,0.562158,0.491012,-0.003773,-1.049128e-01,-2.101118e-02,-3.440210e-02
0.56250,0.561895,0.490960,-0.003860,-1.050940e-01,-2.097855e-02,-3.489936e-02
0.56500,0.561632,0.490908,-0.003949,-1.052736e-01,-2.094413e-02,-3.539843e-02
0.56750,0.561368,0.490855,-0.004039,-1.054515e-01,-2.090793e-02,-3.589887e-02
0.57000,0.561104,0.490803,-0.004130,-1.056280e-01,-2.086999e-02,-3.640031e-02
0.57250,0.560839,0.490751,-0.004222,-1.058030e-01,-2.083039e-02,-3.690225e-02
0.57500,0.560574,0.490699,-0.004315,-1.059765e-01,-2.078914e-02,-3.740445e-02
0.57750,0.560309,0.490647,-0.004410,-1.061488e-01,-2.074637e-02,-3.790659e-02
0.58000,0.560043,0.490595,-0.004506,-1.063199e-01,-2.070217e-02,-3.840828e-02
0.58250,0.559777,0.490544,-0.004604,-1.064897e-01,-2.065666e-02,-3.890917e-02
0.58500,0.559510,0.490492,-0.004702,-1.066585e-01,-2.060997e-02,-3.940907e-02
0.58750,0.559243,0.490441,-0.004802,-1.068264e-01,-2.056218e-02,-3.990785e-02
0.59000,0.558976,0.490390,-0.004903,-1.069933e-01,-2.051353e-02,-4.040530e-02
0.59250,0.558708,0.490338,-0.005005,-1.071593e-01,-2.046417e-02,-4.090131e-02
0.59500,0.558440,0.490287,-0.005109,-1.073245e-01,-2.041426e-02,-4.139579e-02
0.59750,0.558171,0.490237,-0.005213,-1.074888e-01,-2.036381e-02,-4.188941e-02
0.60000,0.557902,0.490186,-0.005319,-1.076523e-01,-2.031300e-02,-4.238254e-02
0.60250,0.557632,0.490135,-0.005426,-1.078150e-01,-2.026186e-02,-4.287596e-02
0.60500,0.557362,0.490085,-0.005535,-1.079769e-01,-2.021046e-02,-4.336997e-02
0.60750,0.557092,0.490034,-0.005645,-1.081380e-01,-2.015884e-02,-4.386509e-02
0.61000,0.556821,0.489984,-0.005755,-1.082985e-01,-2.010706e-02,-4.436156e-02
0.61250,0.556550,0.489934,-0.005868,-1.084582e-01,-2.005516e-02,-4.485975e-02
0.61500,0.556279,0.489884,-0.005981,-1.086172e-01,-2.000316e-02,-4.535961e-02
0.61750,0.556007,0.489834,-0.006096,-1.087755e-01,-1.995109e-02,-4.586140e-02
0.62000,0.555734,0.489784,-0.006212,-1.089330e-01,-1.989893e-02,-4.636500e-02
0.62250,0.555462,0.489735,-0.006329,-1.090897e-01,-1.984674e-02,-4.687057e-02
0.62500,0.555188,0.489685,-0.006447,-1.092456e-01,-1.979447e-02,-4.737795e-02
0.62750,0.554915,0.489636,-0.006567,-1.094008e-01,-1.974214e-02,-4.788715e-02
0.63000,0.554641,0.489586,-0.006688,-1.095550e-01,-1.968975e-02,-4.839790e-02
0.63250,0.554367,0.489537,-0.006810,-1.097083e-01,-1.963726e-02,-4.890991e-02
0.63500,0.554092,0.489488,-0.006934,-1.098607e-01,-1.958467e-02,-4.942282e-02
0.63750,0.553817,0.489440,-0.007059,-1.100119e-01,-1.953194e-02,-4.993648e-02
0.64000,0.553542,0.489391,-0.007185,-1.101620e-01,-1.947907e-02,-5.045049e-02
0.64250,0.553266,0.489342,-0.007312,-1.103108e-01,-1.942605e-02,-5.096475e-02
0.64500,0.552990,0.489294,-0.007441,-1.104583e-01,-1.937287e-02,-5.147907e-02
0.64750,0.552713,0.489246,-0.007571,-1.106044e-01,-1.931947e-02,-5.199335e-02
0.65000,0.552436,0.489197,-0.007702,-1.107490e-01,-1.926585e-02,-5.250744e-02
0.65250,0.552159,0.489149,-0.007835,-1.108920e-01,-1.921201e-02,-5.302148e-02
0.65500,0.551882,0.489101,-0.007968,-1.110334e-01,-1.915785e-02,-5.353546e-02
0.65750,0.551604,0.489054,-0.008104,-1.111730e-01,-1.910335e-02,-5.404957e-02
0.66000,0.551325,0.489006,-0.008240,-1.113109e-01,-1.904845e-02,-5.456416e-02
0.66250,0.551047,0.488959,-0.008378,-1.114469e-01,-1.899305e-02,-5.508010e-02
0.66500,0.550768,0.488911,-0.008517,-1.115811e-01,-1.893707e-02,-5.559823e-02
0.66750,0.550489,0.488864,-0.008657,-1.117134e-01,-1.888044e-02,-5.611889e-02
0.67000,0.550209,0.488817,-0.008799,-1.118438e-01,-1.882303e-02,-5.664270e-02
0.67250,0.549929,0.488770,-0.008941,-1.119724e-01,-1.876471e-02,-5.717013e-02
0.67500,0.549649,0.488723,-0.009086,-1.120991e-01,-1.870538e-02,-5.770156e-02
0.67750,0.549368,0.488677,-0.009231,-1.122241e-01,-1.864492e-02,-5.823715e-02
0.68000,0.549087,0.488630,-0.009378,-1.123473e-01,-1.858324e-02,-5.877684e-02
0.68250,0.548806,0.488584,-0.009527,-1.124688e-01,-1.852028e-02,-5.932050e-02
0.68500,0.548525,0.488538,-0.009676,-1.125887e-01,-1.845598e-02,-5.986801e-02
0.68750,0.548243,0.488492,-0.009827,-1.127070e-01,-1.839026e-02,-6.041925e-02
0.69000,0.547961,0.488446,-0.009980,-1.128236e-01,-1.832305e-02,-6.097388e-02
0.69250,0.547678,0.488400,-0.010134,-1.129387e-01,-1.825430e-02,-6.153176e-02
0.69500,0.547396,0.488355,-0.010289,-1.130522e-01,-1.818391e-02,-6.209233e-02
0.69750,0.547113,0.488310,-0.010445,-1.131640e-01,-1.811188e-02,-6.265519e-02
0.70000,0.546830,0.488265,-0.010603,-1.132744e-01,-1.803816e-02,-6.321971e-02
0.70250,0.546546,0.488220,-0.010763,-1.133832e-01,-1.796274e-02,-6.378557e-02
0.70500,0.546263,0.488175,-0.010924,-1.134907e-01,-1.788562e-02,-6.435228e-02
0.70750,0.545979,0.488130,-0.011086,-1.135968e-01,-1.780679e-02,-6.491946e-02
0.71000,0.545694,0.488086,-0.011250,-1.137018e-01,-1.772629e-02,-6.548640e-02
0.71250,0.545410,0.488042,-0.011415,-1.138056e-01,-1.764420e-02,-6.605274e-02
0.71500,0.545125,0.487998,-0.011582,-1.139084e-01,-1.756060e-02,-6.661788e-02
0.71750,0.544840,0.487954,-0.011749,-1.140104e-01,-1.747557e-02,-6.718130e-02
0.72000,0.544555,0.487911,-0.011919,-1.141116e-01,-1.738925e-02,-6.774267e-02
0.72250,0.544269,0.487868,-0.012090,-1.142122e-01,-1.730173e-02,-6.830169e-02
0.72500,0.543983,0.487825,-0.012262,-1.143123e-01,-1.721319e-02,-6.885812e-02
0.72750,0.543697,0.487782,-0.012435,-1.144121e-01,-1.712377e-02,-6.941170e-02
0.73000,0.543411,0.487739,-0.012610,-1.145115e-01,-1.703363e-02,-6.996215e-02
0.73250,0.543125,0.487697,-0.012786,-1.146108e-01,-1.694292e-02,-7.050944e-02
0.73500,0.542838,0.487655,-0.012964,-1.147098e-01,-1.685181e-02,-7.105338e-02
0.73750,0.542551,0.487613,-0.013143,-1.148087e-01,-1.676049e-02,-7.159427e-02
0.74000,0.542264,0.487571,-0.013323,-1.149075e-01,-1.666904e-02,-7.213239e-02
