t,cx,cy,theta,Vc_x,Vc_y,omega
5.20000,0.401382,0.768750,-0.778977,1.580056e-01,7.226288e-02,-1.715439e-01
5.20250,0.401777,0.768750,-0.779405,1.582779e-01,7.201910e-02,-1.713669e-01
5.20500,0.402174,0.768750,-0.779833,1.585514e-01,7.177481e-02,-1.711857e-01
5.20750,0.402571,0.768750,-0.780261,1.588265e-01,7.152944e-02,-1.709964e-01
5.21000,0.402969,0.768750,-0.780688,1.591031e-01,7.128221e-02,-1.707922e-01
5.21250,0.403367,0.768750,-0.781114,1.593813e-01,7.103291e-02,-1.705687e-01
5.21500,0.403766,0.768750,-0.781540,1.596605e-01,7.078232e-02,-1.703298e-01
5.21750,0.404166,0.768750,-0.781965,1.599409e-01,7.053050e-02,-1.700815e-01
5.22000,0.404567,0.768750,-0.782390,1.602225e-01,7.027789e-02,-1.698317e-01
5.22250,0.404968,0.768750,-0.782814,1.605053e-01,7.002401e-02,-1.695832e-01
5.22500,0.405370,0.768750,-0.783237,1.607873e-01,6.976923e-02,-1.693416e-01
5.22750,0.405773,0.768750,-0.783660,1.610728e-01,6.951429e-02,-1.691065e-01
5.23000,0.406176,0.768750,-0.784082,1.613613e-01,6.925870e-02,-1.688816e-01
5.23250,0.406580,0.768750,-0.784504,1.616534e-01,6.900176e-02,-1.686624e-01
5.23500,0.406985,0.768750,-0.784925,1.619468e-01,6.874188e-02,-1.684519e-01
5.23750,0.407391,0.768750,-0.785345,1.622377e-01,6.847896e-02,-1.682490e-01
5.24000,0.407797,0.768750,-0.785766,1.625297e-01,6.821383e-02,-1.680617e-01
5.24250,0.408204,0.768750,-0.786185,1.628218e-01,6.794579e-02,-1.678847e-01
5.24500,0.408612,0.768750,-0.786605,1.631128e-01,6.767537e-02,-1.677232e-01
5.24750,0.409020,0.768750,-0.787023,1.634038e-01,6.740295e-02,-1.675744e-01
5.25000,0.409429,0.768750,-0.787442,1.636951e-01,6.712836e-02,-1.674409e-01
5.25250,0.409839,0.768750,-0.787860,1.639855e-01,6.685155e-02,-1.673199e-01
5.25500,0.410250,0.768750,-0.788278,1.642766e-01,6.657275e-02,-1.672103e-01
5.25750,0.410662,0.768750,-0.788696,1.645668e-01,6.629283e-02,-1.671139e-01
5.26000,0.411074,0.768750,-0.789114,1.648574e-01,6.601198e-02,-1.670261e-01
5.26250,0.411487,0.768750,-0.789531,1.651494e-01,6.573129e-02,-1.669448e-01
5.26500,0.411900,0.768750,-0.789948,1.654438e-01,6.545101e-02,-1.668678e-01
5.26750,0.412314,0.768750,-0.790365,1.657392e-01,6.516960e-02,-1.667879e-01
5.27000,0.412730,0.768750,-0.790782,1.660348e-01,6.488678e-02,-1.667002e-01
5.27250,0.413145,0.768750,-0.791199,1.663298e-01,6.460318e-02,-1.666032e-01
5.27500,0.413562,0.768750,-0.791615,1.666220e-01,6.431957e-02,-1.665020e-01
5.27750,0.413979,0.768750,-0.792031,1.669109e-01,6.403612e-02,-1.664069e-01
5.28000,0.414397,0.768750,-0.792447,1.671979e-01,6.375335e-02,-1.663226e-01
5.28250,0.414816,0.768750,-0.792862,1.674837e-01,6.347115e-02,-1.662415e-01
5.28500,0.415235,0.768750,-0.793278,1.677709e-01,6.319053e-02,-1.661650e-01
5.28750,0.415656,0.768750,-0.793693,1.680587e-01,6.291088e-02,-1.660869e-01
5.29000,0.416076,0.768750,-0.794108,1.683466e-01,6.263217e-02,-1.660003e-01
5.29250,0.416498,0.768750,-0.794523,1.686376e-01,6.235435e-02,-1.658961e-01
5.29500,0.416920,0.768750,-0.794937,1.689292e-01,6.207605e-02,-1.657684e-01
5.29750,0.417343,0.768750,-0.795351,1.692230e-01,6.179703e-02,-1.656101e-01
5.30000,0.417767,0.768750,-0.795765,1.695219e-01,6.151785e-02,-1.654158e-01
5.30250,0.418192,0.768750,-0.796178,1.698214e-01,6.123753e-02,-1.651929e-01
5.30500,0.418617,0.768750,-0.796590,1.701218e-01,6.095677e-02,-1.649476e-01
5.30750,0.419043,0.768750,-0.797002,1.704223e-01,6.067547e-02,-1.646959e-01
5.31000,0.419470,0.768750,-0.797413,1.707239e-01,6.039383e-02,-1.644506e-01
5.31250,0.419897,0.768750,-0.797823,1.710283e-01,6.011155e-02,-1.642180e-01
5.31500,0.420326,0.768750,-0.798233,1.713337e-01,5.982806e-02,-1.640017e-01
5.31750,0.420755,0.768750,-0.798643,1.716423e-01,5.954309e-02,-1.637949e-01
5.32000,0.421185,0.768750,-0.799052,1.719529e-01,5.925560e-02,-1.635912e-01
5.32250,0.421615,0.768750,-0.799460,1.722669e-01,5.896556e-02,-1.633783e-01
5.32500,0.422047,0.768750,-0.799868,1.725824e-01,5.867316e-02,-1.631499e-01
5.32750,0.422479,0.768750,-0.800275,1.728999e-01,5.837914e-02,-1.629090e-01
5.33000,0.422912,0.768750,-0.800682,1.732188e-01,5.808311e-02,-1.626644e-01
5.33250,0.423346,0.768750,-0.801088,1.735374e-01,5.778438e-02,-1.624240e-01
5.33500,0.423781,0.768750,-0.801494,1.738552e-01,5.748262e-02,-1.621969e-01
5.33750,0.424216,0.768750,-0.801899,1.741725e-01,5.717814e-02,-1.619945e-01
5.34000,0.424652,0.768750,-0.802303,1.744877e-01,5.687053e-02,-1.618279e-01
5.34250,0.425089,0.768750,-0.802707,1.747991e-01,5.655912e-02,-1.617031e-01
5.34500,0.425527,0.768750,-0.803111,1.751109e-01,5.624561e-02,-1.616172e-01
5.34750,0.425966,0.768750,-0.803515,1.754217e-01,5.593042e-02,-1.615667e-01
5.35000,0.426405,0.768750,-0.803919,1.757310e-01,5.561306e-02,-1.615380e-01
5.35250,0.426845,0.768750,-0.804323,1.760381e-01,5.529469e-02,-1.615230e-01
5.35500,0.427286,0.768750,-0.804727,1.763450e-01,5.497553e-02,-1.615102e-01
5.35750,0.427728,0.768750,-0.805131,1.766508e-01,5.465604e-02,-1.614889e-01
5.36000,0.428170,0.768750,-0.805534,1.769545e-01,5.433684e-02,-1.614587e-01
5.36250,0.428613,0.768750,-0.805938,1.772581e-01,5.401881e-02,-1.614199e-01
5.36500,0.429057,0.768750,-0.806341,1.775608e-01,5.370157e-02,-1.613799e-01
5.36750,0.429502,0.768750,-0.806745,1.778620e-01,5.338541e-02,-1.613403e-01
5.37000,0.429947,0.768750,-0.807148,1.781645e-01,5.307010e-02,-1.613051e-01
5.37250,0.430393,0.768750,-0.807551,1.784664e-01,5.275522e-02,-1.612694e-01
5.37500,0.430840,0.768750,-0.807954,1.787687e-01,5.244091e-02,-1.612301e-01
5.37750,0.431288,0.768750,-0.808357,1.790716e-01,5.212717e-02,-1.611702e-01
5.38000,0.431736,0.768750,-0.808760,1.793783e-01,5.181470e-02,-1.610772e-01
5.38250,0.432185,0.768750,-0.809162,1.796879e-01,5.150219e-02,-1.609400e-01
5.38500,0.432635,0.768750,-0.809564,1.800024e-01,5.118991e-02,-1.607546e-01
5.38750,0.433086,0.768750,-0.809965,1.803181e-01,5.087821e-02,-1.605282e-01
5.39000,0.433538,0.768750,-0.810366,1.806372e-01,5.056783e-02,-1.602802e-01
5.39250,0.433990,0.768750,-0.810766,1.809581e-01,5.025815e-02,-1.600215e-01
5.39500,0.434443,0.768750,-0.811165,1.812837e-01,4.994852e-02,-1.597598e-01
5.39750,0.434898,0.768750,-0.811564,1.816145e-01,4.963724e-02,-1.594948e-01
5.40000,0.435352,0.768750,-0.811962,1.819472e-01,4.932403e-02,-1.592297e-01
5.40250,0.435808,0.768750,-0.812360,1.822814e-01,4.900871e-02,-1.589643e-01
5.40500,0.436265,0.768750,-0.812756,1.826169e-01,4.869104e-02,-1.586998e-01
5.40750,0.436722,0.768750,-0.813152,1.829562e-01,4.837224e-02,-1.584360e-01
5.41000,0.437180,0.768750,-0.813548,1.832948e-01,4.805061e-02,-1.581797e-01
5.41250,0.437639,0.768750,-0.813943,1.836323e-01,4.772601e-02,-1.579331e-01
5.41500,0.438099,0.768750,-0.814337,1.839712e-01,4.739916e-02,-1.577036e-01
5.41750,0.438560,0.768750,-0.814731,1.843152e-01,4.706963e-02,-1.574781e-01
5.42000,0.439022,0.768750,-0.815124,1.846610e-01,4.673674e-02,-1.572645e-01
5.42250,0.439484,0.768750,-0.815516,1.850057e-01,4.640021e-02,-1.570621e-01
5.42500,0.439948,0.768750,-0.815909,1.853491e-01,4.606097e-02,-1.568846e-01
5.42750,0.440412,0.768750,-0.816301,1.856893e-01,4.571895e-02,-1.567390e-01
5.43000,0.440877,0.768750,-0.816692,1.860259e-01,4.537398e-02,-1.566368e-01
5.43250,0.441343,0.768750,-0.817084,1.863581e-01,4.502631e-02,-1.565753e-01
5.43500,0.441809,0.768750,-0.817475,1.866844e-01,4.467581e-02,-1.565593e-01
5.43750,0.442277,0.768750,-0.817866,1.870074e-01,4.432319e-02,-1.565789e-01
5.44000,0.442745,0.768750,-0.818258,1.873260e-01,4.396899e-02,-1.566314e-01
5.44250,0.443214,0.768750,-0.818650,1.876442e-01,4.361471e-02,-1.566999e-01
5.44500,0.443684,0.768750,-0.819042,1.879610e-01,4.326033e-02,-1.567731e-01
5.44750,0.444155,0.768750,-0.819434,1.882791e-01,4.290712e-02,-1.568362e-01
5.45000,0.444627,0.768750,-0.819826,1.885999e-01,4.255406e-02,-1.568823e-01
5.45250,0.445099,0.768750,-0.820218,1.889221e-01,4.220126e-02,-1.568945e-01
5.45500,0.445572,0.768750,-0.820610,1.892445e-01,4.184908e-02,-1.568668e-01
5.45750,0.446046,0.768750,-0.821002,1.895683e-01,4.149833e-02,-1.568021e-01
5.46000,0.446521,0.768750,-0.821394,1.898931e-01,4.114804e-02,-1.566986e-01
5.46250,0.446996,0.768750,-0.821786,1.902211e-01,4.079918e-02,-1.565672e-01
5.46500,0.447473,0.768750,-0.822177,1.905503e-01,4.045069e-02,-1.564100e-01
5.46750,0.447950,0.768750,-0.822567,1.908828e-01,4.010367e-02,-1.562368e-01
5.47000,0.448428,0.768750,-0.822957,1.912207e-01,3.975809e-02,-1.560500e-01
5.47250,0.448907,0.768750,-0.823347,1.915637e-01,3.941335e-02,-1.558493e-01
5.47500,0.449386,0.768750,-0.823736,1.919125e-01,3.906861e-02,-1.556305e-01
5.47750,0.449867,0.768750,-0.824124,1.922663e-01,3.872311e-02,-1.553849e-01
5.48000,0.450349,0.768750,-0.824512,1.926233e-01,3.837744e-02,-1.551193e-01
5.48250,0.450831,0.768750,-0.824899,1.929847e-01,3.803153e-02,-1.548317e-01
5.48500,0.451315,0.768750,-0.825286,1.933482e-01,3.768471e-02,-1.545342e-01
5.48750,0.451799,0.768750,-0.825671,1.937139e-01,3.733571e-02,-1.542263e-01
5.49000,0.452284,0.768750,-0.826056,1.940796e-01,3.698423e-02,-1.539328e-01
5.49250,0.452770,0.768750,-0.826440,1.944502e-01,3.663061e-02,-1.536547e-01
5.49500,0.453257,0.768750,-0.826824,1.948242e-01,3.627357e-02,-1.533956e-01
5.49750,0.453745,0.768750,-0.827207,1.951991e-01,3.591176e-02,-1.531530e-01
5.50000,0.454234,0.768750,-0.827589,1.955696e-01,3.554540e-02,-1.529399e-01
5.50250,0.454724,0.768750,-0.827971,1.959403e-01,3.517638e-02,-1.527572e-01
5.50500,0.455215,0.768750,-0.828352,1.963063e-01,3.480365e-02,-1.526064e-01
5.50750,0.455706,0.768750,-0.828734,1.966697e-01,3.442852e-02,-1.524860e-01
5.51000,0.456199,0.768750,-0.829115,1.970303e-01,3.405019e-02,-1.523953e-01
5.51250,0.456692,0.768750,-0.829495,1.973861e-01,3.366845e-02,-1.523379e-01
5.51500,0.457187,0.768750,-0.829876,1.977357e-01,3.328309e-02,-1.523250e-01
5.51750,0.457682,0.768750,-0.830257,1.980779e-01,3.289549e-02,-1.523651e-01
5.52000,0.458178,0.768750,-0.830638,1.984132e-01,3.250667e-02,-1.524663e-01
5.52250,0.458675,0.768750,-0.831020,1.987462e-01,3.211783e-02,-1.526215e-01
5.52500,0.459173,0.768750,-0.831402,1.990779e-01,3.172784e-02,-1.527992e-01
5.52750,0.459671,0.768750,-0.831784,1.994092e-01,3.133698e-02,-1.529719e-01
5.53000,0.460170,0.768750,-0.832167,1.997396e-01,3.094658e-02,-1.531147e-01
5.53250,0.460671,0.768750,-0.832550,2.000700e-01,3.055746e-02,-1.532125e-01
5.53500,0.461172,0.768750,-0.832933,2.004007e-01,3.017034e-02,-1.532648e-01
5.53750,0.461673,0.768750,-0.833316,2.007327e-01,2.978525e-02,-1.532685e-01
5.54000,0.462176,0.768750,-0.833699,2.010704e-01,2.940280e-02,-1.532281e-01
5.54250,0.462680,0.768750,-0.834082,2.014109e-01,2.902190e-02,-1.531505e-01
5.54500,0.463184,0.768750,-0.834465,2.017564e-01,2.864313e-02,-1.530422e-01
5.54750,0.463689,0.768750,-0.834847,2.021064e-01,2.826559e-02,-1.529072e-01
5.55000,0.464195,0.768750,-0.835229,2.024586e-01,2.788814e-02,-1.527495e-01
5.55250,0.464703,0.768750,-0.835610,2.028197e-01,2.751136e-02,-1.525552e-01
5.55500,0.465210,0.768750,-0.835991,2.031848e-01,2.713423e-02,-1.523249e-01
5.55750,0.465719,0.768750,-0.836371,2.035547e-01,2.675680e-02,-1.520564e-01
5.56000,0.466229,0.768750,-0.836751,2.039295e-01,2.637892e-02,-1.517582e-01
5.56250,0.466740,0.768750,-0.837129,2.043101e-01,2.599988e-02,-1.514394e-01
5.56500,0.467252,0.768750,-0.837507,2.046954e-01,2.561912e-02,-1.511108e-01
5.56750,0.467764,0.768750,-0.837884,2.050849e-01,2.523546e-02,-1.507805e-01
5.57000,0.468278,0.768750,-0.838260,2.054771e-01,2.484738e-02,-1.504563e-01
5.57250,0.468793,0.768750,-0.838636,2.058699e-01,2.445513e-02,-1.501441e-01
5.57500,0.469308,0.768750,-0.839010,2.062612e-01,2.405927e-02,-1.498514e-01
5.57750,0.469825,0.768750,-0.839384,2.066506e-01,2.366028e-02,-1.495947e-01
5.58000,0.470343,0.768750,-0.839758,2.070358e-01,2.325737e-02,-1.493808e-01
5.58250,0.470861,0.768750,-0.840131,2.074174e-01,2.285017e-02,-1.492116e-01
5.58500,0.471381,0.768750,-0.840503,2.077958e-01,2.243932e-02,-1.490950e-01
5.58750,0.471901,0.768750,-0.840876,2.081688e-01,2.202395e-02,-1.490364e-01
5.59000,0.472422,0.768750,-0.841249,2.085359e-01,2.160549e-02,-1.490364e-01
5.59250,0.472945,0.768750,-0.841621,2.088958e-01,2.118552e-02,-1.491096e-01
5.59500,0.473468,0.768750,-0.841995,2.092461e-01,2.076311e-02,-1.492563e-01
5.59750,0.473992,0.768750,-0.842368,2.095858e-01,2.033924e-02,-1.494711e-01
5.60000,0.474517,0.768750,-0.842743,2.099215e-01,1.991478e-02,-1.497277e-01
5.60250,0.475042,0.768750,-0.843118,2.102508e-01,1.948945e-02,-1.499999e-01
5.60500,0.475569,0.768750,-0.843493,2.105789e-01,1.906497e-02,-1.502597e-01
5.60750,0.476096,0.768750,-0.843869,2.109077e-01,1.864140e-02,-1.504862e-01
5.61000,0.476624,0.768750,-0.844246,2.112388e-01,1.821976e-02,-1.506617e-01
5.61250,0.477153,0.768750,-0.844623,2.115747e-01,1.780011e-02,-1.507774e-01
5.61500,0.477683,0.768750,-0.845000,2.119140e-01,1.738174e-02,-1.508308e-01
5.61750,0.478213,0.768750,-0.845377,2.122587e-01,1.696579e-02,-1.508163e-01
5.62000,0.478745,0.768750,-0.845754,2.126085e-01,1.655203e-02,-1.507312e-01
5.62250,0.479277,0.768750,-0.846130,2.129645e-01,1.614002e-02,-1.505806e-01
5.62500,0.479811,0.768750,-0.846506,2.133280e-01,1.572874e-02,-1.503629e-01
5.62750,0.480345,0.768750,-0.846882,2.136945e-01,1.531776e-02,-1.500965e-01
5.63000,0.480880,0.768750,-0.847256,2.140689e-01,1.490721e-02,-1.497965e-01
5.63250,0.481416,0.768750,-0.847630,2.144509e-01,1.449544e-02,-1.494662e-01
5.63500,0.481953,0.768750,-0.848003,2.148412e-01,1.408159e-02,-1.491104e-01
5.63750,0.482491,0.768750,-0.848374,2.152371e-01,1.366432e-02,-1.487389e-01
5.64000,0.483030,0.768750,-0.848745,2.156366e-01,1.324395e-02,-1.483541e-01
5.64250,0.483571,0.768750,-0.849115,2.160399e-01,1.282040e-02,-1.479574e-01
5.64500,0.484112,0.768750,-0.849484,2.164444e-01,1.239434e-02,-1.475732e-01
5.64750,0.484654,0.768750,-0.849852,2.168460e-01,1.196474e-02,-1.472206e-01
5.65000,0.485197,0.768750,-0.850219,2.172474e-01,1.153171e-02,-1.469056e-01
5.65250,0.485741,0.768750,-0.850586,2.176494e-01,1.109540e-02,-1.466382e-01
5.65500,0.486286,0.768750,-0.850952,2.180492e-01,1.065450e-02,-1.464290e-01
5.65750,0.486832,0.768750,-0.851318,2.184435e-01,1.020898e-02,-1.462835e-01
5.66000,0.487379,0.768750,-0.851683,2.188317e-01,9.760143e-03,-1.462165e-01
5.66250,0.487927,0.768750,-0.852049,2.192102e-01,9.308486e-03,-1.462391e-01
5.66500,0.488476,0.768750,-0.852415,2.195788e-01,8.854723e-03,-1.463554e-01
5.66750,0.489026,0.768750,-0.852781,2.199345e-01,8.398549e-03,-1.465626e-01
5.67000,0.489577,0.768750,-0.853148,2.202766e-01,7.940362e-03,-1.468542e-01
5.67250,0.490128,0.768750,-0.853516,2.206120e-01,7.481039e-03,-1.472041e-01
5.67500,0.490681,0.768750,-0.853885,2.209436e-01,7.022147e-03,-1.475786e-01
5.67750,0.491234,0.768750,-0.854255,2.212727e-01,6.563757e-03,-1.479457e-01
5.68000,0.491788,0.768750,-0.854626,2.216052e-01,6.106777e-03,-1.482698e-01
5.68250,0.492343,0.768750,-0.854997,2.219440e-01,5.650715e-03,-1.485122e-01
5.68500,0.492899,0.768750,-0.855369,2.222845e-01,5.195929e-03,-1.486559e-01
5.68750,0.493455,0.768750,-0.855741,2.226288e-01,4.743335e-03,-1.487048e-01
5.69000,0.494013,0.768750,-0.856112,2.229782e-01,4.291908e-03,-1.486598e-01
5.69250,0.494571,0.768750,-0.856483,2.233359e-01,3.842493e-03,-1.485222e-01
5.69500,0.495130,0.768750,-0.856854,2.237019e-01,3.393644e-03,-1.483032e-01
5.69750,0.495690,0.768750,-0.857224,2.240769e-01,2.946290e-03,-1.480166e-01
5.70000,0.496251,0.768750,-0.857593,2.244614e-01,2.498438e-03,-1.476787e-01
5.70250,0.496814,0.768750,-0.857962,2.248549e-01,2.049339e-03,-1.472981e-01
5.70500,0.497377,0.768750,-0.858329,2.252565e-01,1.597319e-03,-1.468766e-01
5.70750,0.497941,0.768750,-0.858695,2.256639e-01,1.142795e-03,-1.464297e-01
5.71000,0.498506,0.768750,-0.859060,2.260755e-01,6.853754e-04,-1.459726e-01
5.71250,0.499072,0.768750,-0.859424,2.264898e-01,2.250455e-04,-1.455245e-01
5.71500,0.499640,0.768749,-0.859786,2.269065e-01,-2.385434e-04,-1.450928e-01
5.71750,0.500208,0.768748,-0.860148,2.273260e-01,-7.047265e-04,-1.446971e-01
5.72000,0.500777,0.768745,-0.860509,2.277449e-01,-1.175324e-03,-1.443469e-01
5.72250,0.501348,0.768741,-0.860869,2.281613e-01,-1.651206e-03,-1.440569e-01
5.72500,0.501919,0.768735,-0.861229,2.285692e-01,-2.131256e-03,-1.438361e-01
5.72750,0.502492,0.768729,-0.861588,2.289684e-01,-2.614680e-03,-1.437082e-01
5.73000,0.503065,0.768721,-0.861947,2.293556e-01,-3.100995e-03,-1.436747e-01
5.73250,0.503639,0.768712,-0.862307,2.297275e-01,-3.591177e-03,-1.437520e-01
5.73500,0.504214,0.768702,-0.862666,2.300840e-01,-4.085195e-03,-1.439382e-01
5.73750,0.504790,0.768690,-0.863027,2.304208e-01,-4.582252e-03,-1.442448e-01
5.74000,0.505367,0.768678,-0.863389,2.307418e-01,-5.080329e-03,-1.446579e-01
5.74250,0.505945,0.768664,-0.863752,2.310535e-01,-5.578133e-03,-1.451355e-01
5.74500,0.506523,0.768648,-0.864116,2.313605e-01,-6.076465e-03,-1.456271e-01
5.74750,0.507103,0.768632,-0.864481,2.316653e-01,-6.575419e-03,-1.460670e-01
5.75000,0.507682,0.768614,-0.864847,2.319675e-01,-7.073769e-03,-1.464218e-01
5.75250,0.508263,0.768595,-0.865214,2.322693e-01,-7.570779e-03,-1.466630e-01
5.75500,0.508845,0.768575,-0.865580,2.325758e-01,-8.066826e-03,-1.467749e-01
5.75750,0.509427,0.768554,-0.865947,2.328855e-01,-8.561366e-03,-1.467564e-01
5.76000,0.510010,0.768531,-0.866314,2.331995e-01,-9.055647e-03,-1.466244e-01
5.76250,0.510594,0.768507,-0.866680,2.335186e-01,-9.550021e-03,-1.464031e-01
5.76500,0.511178,0.768482,-0.867045,2.338458e-01,-1.004466e-02,-1.460983e-01
5.76750,0.511764,0.768456,-0.867409,2.341810e-01,-1.054084e-02,-1.457125e-01
5.77000,0.512350,0.768428,-0.867773,2.345236e-01,-1.103918e-02,-1.452545e-01
5.77250,0.512937,0.768399,-0.868134,2.348716e-01,-1.153901e-02,-1.447412e-01
5.77500,0.513525,0.768369,-0.868495,2.352230e-01,-1.204174e-02,-1.441963e-01
5.77750,0.514114,0.768338,-0.868854,2.355764e-01,-1.254776e-02,-1.436464e-01
5.78000,0.514704,0.768305,-0.869212,2.359314e-01,-1.305832e-02,-1.431233e-01
5.78250,0.515295,0.768271,-0.869568,2.362890e-01,-1.357374e-02,-1.426395e-01
5.78500,0.515886,0.768236,-0.869924,2.366474e-01,-1.409489e-02,-1.421922e-01
5.78750,0.516479,0.768200,-0.870278,2.369992e-01,-1.462139e-02,-1.417994e-01
5.79000,0.517072,0.768162,-0.870632,2.373417e-01,-1.515234e-02,-1.414874e-01
5.79250,0.517666,0.768122,-0.870985,2.376738e-01,-1.568754e-02,-1.412694e-01
5.79500,0.518261,0.768082,-0.871338,2.379915e-01,-1.622724e-02,-1.411689e-01
5.79750,0.518857,0.768040,-0.871691,2.382940e-01,-1.677198e-02,-1.411891e-01
5.80000,0.519453,0.767997,-0.872045,2.385779e-01,-1.732093e-02,-1.413532e-01
5.80250,0.520051,0.767952,-0.872399,2.388390e-01,-1.787392e-02,-1.416661e-01
5.80500,0.520648,0.767906,-0.872754,2.390764e-01,-1.842905e-02,-1.421299e-01
5.80750,0.521247,0.767858,-0.873111,2.392956e-01,-1.898536e-02,-1.427080e-01
5.81000,0.521845,0.767810,-0.873469,2.395041e-01,-1.954334e-02,-1.433296e-01
5.81250,0.522445,0.767759,-0.873829,2.397033e-01,-2.010297e-02,-1.439289e-01
5.81500,0.523044,0.767708,-0.874190,2.398984e-01,-2.066255e-02,-1.444452e-01
5.81750,0.523645,0.767655,-0.874552,2.400934e-01,-2.122234e-02,-1.448318e-01
5.82000,0.524245,0.767600,-0.874915,2.402901e-01,-2.178235e-02,-1.450622e-01
5.82250,0.524846,0.767544,-0.875278,2.404928e-01,-2.234199e-02,-1.451238e-01
5.82500,0.525448,0.767487,-0.875640,2.406983e-01,-2.290240e-02,-1.450335e-01
5.82750,0.526050,0.767428,-0.876002,2.409091e-01,-2.346290e-02,-1.448034e-01
5.83000,0.526653,0.767368,-0.876363,2.411219e-01,-2.402450e-02,-1.444538e-01
5.83250,0.527257,0.767307,-0.876723,2.413416e-01,-2.458708e-02,-1.440034e-01
5.83500,0.527861,0.767244,-0.877082,2.415664e-01,-2.515275e-02,-1.434689e-01
5.83750,0.528465,0.767180,-0.877439,2.417973e-01,-2.572020e-02,-1.428766e-01
5.84000,0.529070,0.767114,-0.877795,2.420336e-01,-2.629087e-02,-1.422525e-01
5.84250,0.529676,0.767047,-0.878149,2.422732e-01,-2.686559e-02,-1.416277e-01
5.84500,0.530282,0.766978,-0.878501,2.425147e-01,-2.744513e-02,-1.410155e-01
5.84750,0.530889,0.766908,-0.878853,2.427528e-01,-2.803032e-02,-1.404404e-01
5.85000,0.531496,0.766837,-0.879202,2.429848e-01,-2.862038e-02,-1.399228e-01
5.85250,0.532104,0.766764,-0.879551,2.432113e-01,-2.921536e-02,-1.394808e-01
5.85500,0.532713,0.766689,-0.879899,2.434268e-01,-2.981517e-02,-1.391309e-01
5.85750,0.533322,0.766613,-0.880246,2.436281e-01,-3.041942e-02,-1.388914e-01
5.86000,0.533932,0.766535,-0.880593,2.438149e-01,-3.102743e-02,-1.387830e-01
5.86250,0.534542,0.766456,-0.880940,2.439790e-01,-3.163970e-02,-1.388319e-01
5.86500,0.535152,0.766376,-0.881288,2.441216e-01,-3.225439e-02,-1.390409e-01
5.86750,0.535762,0.766293,-0.881636,2.442355e-01,-3.287215e-02,-1.394260e-01
5.87000,0.536373,0.766210,-0.881986,2.443196e-01,-3.349262e-02,-1.399673e-01
5.87250,0.536984,0.766124,-0.882338,2.443819e-01,-3.411440e-02,-1.406192e-01
5.87500,0.537595,0.766038,-0.882691,2.444308e-01,-3.473796e-02,-1.413029e-01
5.87750,0.538206,0.765949,-0.883046,2.444696e-01,-3.536192e-02,-1.419515e-01
5.88000,0.538818,0.765859,-0.883402,2.445053e-01,-3.598717e-02,-1.424873e-01
5.88250,0.539429,0.765768,-0.883759,2.445406e-01,-3.661177e-02,-1.428611e-01
5.88500,0.540041,0.765675,-0.884117,2.445780e-01,-3.723667e-02,-1.430412e-01
5.88750,0.540652,0.765580,-0.884474,2.446179e-01,-3.786114e-02,-1.430184e-01
5.89000,0.541264,0.765484,-0.884831,2.446610e-01,-3.848501e-02,-1.427975e-01
5.89250,0.541876,0.765386,-0.885187,2.447077e-01,-3.910955e-02,-1.424094e-01
5.89500,0.542487,0.765287,-0.885542,2.447582e-01,-3.973446e-02,-1.418833e-01
5.89750,0.543099,0.765186,-0.885895,2.448114e-01,-4.036055e-02,-1.412618e-01
5.90000,0.543712,0.765083,-0.886247,2.448722e-01,-4.098853e-02,-1.405739e-01
5.90250,0.544324,0.764979,-0.886596,2.449398e-01,-4.161948e-02,-1.398433e-01
5.90500,0.544937,0.764874,-0.886944,2.450111e-01,-4.225410e-02,-1.390949e-01
5.90750,0.545549,0.764766,-0.887290,2.450820e-01,-4.289243e-02,-1.383509e-01
5.91000,0.546162,0.764658,-0.887634,2.451525e-01,-4.353393e-02,-1.376233e-01
5.91250,0.546775,0.764547,-0.887976,2.452186e-01,-4.417947e-02,-1.369414e-01
5.91500,0.547388,0.764435,-0.888317,2.452776e-01,-4.482889e-02,-1.363255e-01
5.91750,0.548002,0.764321,-0.888657,2.453282e-01,-4.548272e-02,-1.357882e-01
5.92000,0.548615,0.764206,-0.888995,2.453673e-01,-4.614096e-02,-1.353536e-01
5.92250,0.549229,0.764089,-0.889333,2.453894e-01,-4.680383e-02,-1.350427e-01
5.92500,0.549842,0.763970,-0.889670,2.453900e-01,-4.747048e-02,-1.348727e-01
5.92750,0.550455,0.763850,-0.890007,2.453641e-01,-4.814009e-02,-1.348724e-01
5.93000,0.551069,0.763728,-0.890345,2.453092e-01,-4.881223e-02,-1.350463e-01
5.93250,0.551682,0.763604,-0.890683,2.452232e-01,-4.948634e-02,-1.353996e-01
5.93500,0.552295,0.763479,-0.891023,2.451082e-01,-5.016228e-02,-1.359068e-01
5.93750,0.552907,0.763352,-0.891364,2.449782e-01,-5.083885e-02,-1.364848e-01
5.94000,0.553519,0.763223,-0.891707,2.448362e-01,-5.151476e-02,-1.370619e-01
5.94250,0.554131,0.763092,-0.892051,2.446867e-01,-5.218906e-02,-1.375626e-01
5.94500,0.554742,0.762960,-0.892396,2.445354e-01,-5.286282e-02,-1.379220e-01
5.94750,0.555353,0.762826,-0.892741,2.443835e-01,-5.353474e-02,-1.380937e-01
5.95000,0.555964,0.762691,-0.893086,2.442330e-01,-5.420618e-02,-1.380628e-01
