t,cx,cy,theta,Fx,Fy,Mz,Cx,Cy,Cm
2.16750,0.377882,0.525305,-0.248850,3.946409e-02,-3.836291e-02,9.512652e-03,-0.1973,0.1918,-0.1189
2.17000,0.377632,0.525496,-0.249259,3.962164e-02,-3.843065e-02,9.525949e-03,-0.1981,0.1922,-0.1191
2.17250,0.377383,0.525687,-0.249667,3.977867e-02,-3.848884e-02,9.537257e-03,-0.1989,0.1924,-0.1192
2.17500,0.377134,0.525879,-0.250075,3.993406e-02,-3.853675e-02,9.546395e-03,-0.1997,0.1927,-0.1193
2.17750,0.376885,0.526071,-0.250482,4.008772e-02,-3.857187e-02,9.553335e-03,-0.2004,0.1929,-0.1194
2.18000,0.376637,0.526264,-0.250888,4.023255e-02,-3.860168e-02,9.559517e-03,-0.2012,0.1930,-0.1195
2.18250,0.376389,0.526457,-0.251294,4.036588e-02,-3.862723e-02,9.565506e-03,-0.2018,0.1931,-0.1196
2.18500,0.376141,0.526650,-0.251700,4.048481e-02,-3.865188e-02,9.571659e-03,-0.2024,0.1933,-0.1196
2.18750,0.375893,0.526844,-0.252104,4.059037e-02,-3.867736e-02,9.578862e-03,-0.2030,0.1934,-0.1197
2.19000,0.375645,0.527039,-0.252508,4.068307e-02,-3.870566e-02,9.587216e-03,-0.2034,0.1935,-0.1198
2.19250,0.375398,0.527233,-0.252912,4.076018e-02,-3.873724e-02,9.597179e-03,-0.2038,0.1937,-0.1200
2.19500,0.375150,0.527428,-0.253315,4.082251e-02,-3.877156e-02,9.608497e-03,-0.2041,0.1939,-0.1201
2.19750,0.374903,0.527624,-0.253717,4.087307e-02,-3.881000e-02,9.621682e-03,-0.2044,0.1941,-0.1203
2.20000,0.374657,0.527820,-0.254118,4.091714e-02,-3.885021e-02,9.635934e-03,-0.2046,0.1943,-0.1204
2.20250,0.374410,0.528016,-0.254519,4.095754e-02,-3.889277e-02,9.651364e-03,-0.2048,0.1945,-0.1206
2.20500,0.374164,0.528213,-0.254920,4.099555e-02,-3.893544e-02,9.666872e-03,-0.2050,0.1947,-0.1208
2.20750,0.373918,0.528410,-0.255320,4.103474e-02,-3.897735e-02,9.682355e-03,-0.2052,0.1949,-0.1210
2.21000,0.373672,0.528608,-0.255719,4.107060e-02,-3.901972e-02,9.698051e-03,-0.2054,0.1951,-0.1212
2.21250,0.373427,0.528806,-0.256117,4.110167e-02,-3.906222e-02,9.714052e-03,-0.2055,0.1953,-0.1214
2.21500,0.373181,0.529004,-0.256515,4.112713e-02,-3.910750e-02,9.730785e-03,-0.2056,0.1955,-0.1216
2.21750,0.372936,0.529203,-0.256913,4.114257e-02,-3.915692e-02,9.748972e-03,-0.2057,0.1958,-0.1219
2.22000,0.372691,0.529402,-0.257309,4.114757e-02,-3.921241e-02,9.768775e-03,-0.2057,0.1961,-0.1221
2.22250,0.372447,0.529602,-0.257706,4.114145e-02,-3.927177e-02,9.789736e-03,-0.2057,0.1964,-0.1224
2.22500,0.372202,0.529802,-0.258101,4.112544e-02,-3.933348e-02,9.811665e-03,-0.2056,0.1967,-0.1226
2.22750,0.371958,0.530003,-0.258496,4.109772e-02,-3.939716e-02,9.834295e-03,-0.2055,0.1970,-0.1229
2.23000,0.371714,0.530204,-0.258890,4.105956e-02,-3.946407e-02,9.857966e-03,-0.2053,0.1973,-0.1232
2.23250,0.371471,0.530405,-0.259284,4.100712e-02,-3.953549e-02,9.882955e-03,-0.2050,0.1977,-0.1235
2.23500,0.371227,0.530607,-0.259676,4.094374e-02,-3.961237e-02,9.909397e-03,-0.2047,0.1981,-0.1239
2.23750,0.370984,0.530809,-0.260069,4.087203e-02,-3.969496e-02,9.937197e-03,-0.2044,0.1985,-0.1242
2.24000,0.370741,0.531011,-0.260460,4.079567e-02,-3.978093e-02,9.965637e-03,-0.2040,0.1989,-0.1246
2.24250,0.370498,0.531214,-0.260851,4.071857e-02,-3.987211e-02,9.995208e-03,-0.2036,0.1994,-0.1249
2.24500,0.370255,0.531418,-0.261242,4.063997e-02,-3.996459e-02,1.002492e-02,-0.2032,0.1998,-0.1253
2.24750,0.370013,0.531622,-0.261632,4.056332e-02,-4.005735e-02,1.005456e-02,-0.2028,0.2003,-0.1257
2.25000,0.369771,0.531826,-0.262021,4.048611e-02,-4.014991e-02,1.008384e-02,-0.2024,0.2007,-0.1260
2.25250,0.369529,0.532031,-0.262409,4.040998e-02,-4.024070e-02,1.011271e-02,-0.2020,0.2012,-0.1264
2.25500,0.369287,0.532236,-0.262797,4.033459e-02,-4.032851e-02,1.014052e-02,-0.2017,0.2016,-0.1268
2.25750,0.369046,0.532441,-0.263184,4.025773e-02,-4.041598e-02,1.016823e-02,-0.2013,0.2021,-0.1271
2.26000,0.368804,0.532647,-0.263571,4.017574e-02,-4.050078e-02,1.019520e-02,-0.2009,0.2025,-0.1274
2.26250,0.368563,0.532853,-0.263957,4.008896e-02,-4.058444e-02,1.022223e-02,-0.2004,0.2029,-0.1278
2.26500,0.368322,0.533060,-0.264342,3.999775e-02,-4.066596e-02,1.024891e-02,-0.2000,0.2033,-0.1281
2.26750,0.368082,0.533267,-0.264727,3.990446e-02,-4.074596e-02,1.027519e-02,-0.1995,0.2037,-0.1284
2.27000,0.367841,0.533474,-0.265111,3.981411e-02,-4.082394e-02,1.030076e-02,-0.1991,0.2041,-0.1288
2.27250,0.367601,0.533682,-0.265495,3.972643e-02,-4.089938e-02,1.032555e-02,-0.1986,0.2045,-0.1291
2.27500,0.367361,0.533891,-0.265878,3.964467e-02,-4.097106e-02,1.034917e-02,-0.1982,0.2049,-0.1294
2.27750,0.367121,0.534099,-0.266260,3.957023e-02,-4.103530e-02,1.037072e-02,-0.1979,0.2052,-0.1296
2.28000,0.366881,0.534308,-0.266641,3.950553e-02,-4.108789e-02,1.038913e-02,-0.1975,0.2054,-0.1299
2.28250,0.366642,0.534518,-0.267022,3.945314e-02,-4.113078e-02,1.040486e-02,-0.1973,0.2057,-0.1301
2.28500,0.366403,0.534728,-0.267402,3.941617e-02,-4.116256e-02,1.041765e-02,-0.1971,0.2058,-0.1302
2.28750,0.366164,0.534938,-0.267782,3.939260e-02,-4.118311e-02,1.042743e-02,-0.1970,0.2059,-0.1303
2.29000,0.365925,0.535149,-0.268161,3.938428e-02,-4.119275e-02,1.043463e-02,-0.1969,0.2060,-0.1304
2.29250,0.365686,0.535360,-0.268539,3.939090e-02,-4.119508e-02,1.043963e-02,-0.1970,0.2060,-0.1305
2.29500,0.365448,0.535571,-0.268917,3.941249e-02,-4.118994e-02,1.044256e-02,-0.1971,0.2059,-0.1305
2.29750,0.365209,0.535783,-0.269293,3.945052e-02,-4.117846e-02,1.044344e-02,-0.1973,0.2059,-0.1305
2.30000,0.364971,0.535996,-0.269670,3.950383e-02,-4.116659e-02,1.044387e-02,-0.1975,0.2058,-0.1305
2.30250,0.364733,0.536208,-0.270045,3.957728e-02,-4.115216e-02,1.044276e-02,-0.1979,0.2058,-0.1305
2.30500,0.364496,0.536421,-0.270420,3.967066e-02,-4.114056e-02,1.044139e-02,-0.1984,0.2057,-0.1305
2.30750,0.364258,0.536635,-0.270794,3.978277e-02,-4.113211e-02,1.043963e-02,-0.1989,0.2057,-0.1305
2.31000,0.364021,0.536849,-0.271167,3.991313e-02,-4.112604e-02,1.043750e-02,-0.1996,0.2056,-0.1305
2.31250,0.363784,0.537063,-0.271540,4.006026e-02,-4.112391e-02,1.043504e-02,-0.2003,0.2056,-0.1304
2.31500,0.363547,0.537278,-0.271912,4.022122e-02,-4.112581e-02,1.043249e-02,-0.2011,0.2056,-0.1304
2.31750,0.363311,0.537493,-0.272283,4.039087e-02,-4.112980e-02,1.042902e-02,-0.2020,0.2056,-0.1304
2.32000,0.363074,0.537709,-0.272654,4.056680e-02,-4.114020e-02,1.042619e-02,-0.2028,0.2057,-0.1303
2.32250,0.362838,0.537925,-0.273024,4.074996e-02,-4.116123e-02,1.042475e-02,-0.2037,0.2058,-0.1303
2.32500,0.362602,0.538141,-0.273393,4.093183e-02,-4.119048e-02,1.042483e-02,-0.2047,0.2060,-0.1303
2.32750,0.362367,0.538358,-0.273761,4.111172e-02,-4.122823e-02,1.042667e-02,-0.2056,0.2061,-0.1303
2.33000,0.362131,0.538575,-0.274129,4.128846e-02,-4.127173e-02,1.042978e-02,-0.2064,0.2064,-0.1304
2.33250,0.361896,0.538793,-0.274496,4.146224e-02,-4.132156e-02,1.043449e-02,-0.2073,0.2066,-0.1304
2.33500,0.361661,0.539011,-0.274863,4.162830e-02,-4.137542e-02,1.044049e-02,-0.2081,0.2069,-0.1305
2.33750,0.361426,0.539230,-0.275229,4.178403e-02,-4.142974e-02,1.044687e-02,-0.2089,0.2071,-0.1306
2.34000,0.361192,0.539449,-0.275594,4.192800e-02,-4.148619e-02,1.045436e-02,-0.2096,0.2074,-0.1307
2.34250,0.360957,0.539668,-0.275959,4.206025e-02,-4.154249e-02,1.046211e-02,-0.2103,0.2077,-0.1308
2.34500,0.360723,0.539888,-0.276323,4.217986e-02,-4.159799e-02,1.047025e-02,-0.2109,0.2080,-0.1309
2.34750,0.360490,0.540108,-0.276686,4.228776e-02,-4.165213e-02,1.047827e-02,-0.2114,0.2083,-0.1310
2.35000,0.360256,0.540328,-0.277049,4.238365e-02,-4.170749e-02,1.048740e-02,-0.2119,0.2085,-0.1311
2.35250,0.360023,0.540549,-0.277411,4.247013e-02,-4.176202e-02,1.049674e-02,-0.2124,0.2088,-0.1312
2.35500,0.359790,0.540771,-0.277772,4.254662e-02,-4.181587e-02,1.050665e-02,-0.2127,0.2091,-0.1313
2.35750,0.359557,0.540992,-0.278133,4.261204e-02,-4.187060e-02,1.051726e-02,-0.2131,0.2094,-0.1315
2.36000,0.359325,0.541215,-0.278493,4.267007e-02,-4.192686e-02,1.052891e-02,-0.2134,0.2096,-0.1316
2.36250,0.359092,0.541437,-0.278853,4.271849e-02,-4.198858e-02,1.054224e-02,-0.2136,0.2099,-0.1318
2.36500,0.358860,0.541660,-0.279212,4.275511e-02,-4.205514e-02,1.055761e-02,-0.2138,0.2103,-0.1320
2.36750,0.358628,0.541883,-0.279571,4.277652e-02,-4.212900e-02,1.057572e-02,-0.2139,0.2106,-0.1322
2.37000,0.358397,0.542107,-0.279929,4.278310e-02,-4.220920e-02,1.059646e-02,-0.2139,0.2110,-0.1325
2.37250,0.358166,0.542331,-0.280286,4.277694e-02,-4.229634e-02,1.062007e-02,-0.2139,0.2115,-0.1328
2.37500,0.357935,0.542556,-0.280643,4.275931e-02,-4.239381e-02,1.064727e-02,-0.2138,0.2120,-0.1331
2.37750,0.357704,0.542781,-0.280999,4.272993e-02,-4.250455e-02,1.067887e-02,-0.2136,0.2125,-0.1335
2.38000,0.357473,0.543007,-0.281355,4.268628e-02,-4.262829e-02,1.071475e-02,-0.2134,0.2131,-0.1339
2.38250,0.357243,0.543232,-0.281710,4.263296e-02,-4.276511e-02,1.075462e-02,-0.2132,0.2138,-0.1344
2.38500,0.357013,0.543459,-0.282065,4.257129e-02,-4.291468e-02,1.079818e-02,-0.2129,0.2146,-0.1350
2.38750,0.356783,0.543685,-0.282419,4.250209e-02,-4.307421e-02,1.084477e-02,-0.2125,0.2154,-0.1356
2.39000,0.356554,0.543912,-0.282772,4.242080e-02,-4.324252e-02,1.089419e-02,-0.2121,0.2162,-0.1362
2.39250,0.356325,0.544140,-0.283125,4.233071e-02,-4.341498e-02,1.094549e-02,-0.2117,0.2171,-0.1368
2.39500,0.356095,0.544367,-0.283478,4.223052e-02,-4.358889e-02,1.099789e-02,-0.2112,0.2179,-0.1375
2.39750,0.355867,0.544596,-0.283829,4.212020e-02,-4.376364e-02,1.105118e-02,-0.2106,0.2188,-0.1381
2.40000,0.355638,0.544824,-0.284181,4.200281e-02,-4.393899e-02,1.110495e-02,-0.2100,0.2197,-0.1388
2.40250,0.355410,0.545053,-0.284531,4.188178e-02,-4.411371e-02,1.115898e-02,-0.2094,0.2206,-0.1395
2.40500,0.355181,0.545282,-0.284881,4.175906e-02,-4.428635e-02,1.121233e-02,-0.2088,0.2214,-0.1402
2.40750,0.354954,0.545512,-0.285231,4.163696e-02,-4.445836e-02,1.126532e-02,-0.2082,0.2223,-0.1408
2.41000,0.354726,0.545742,-0.285580,4.151809e-02,-4.462798e-02,1.131704e-02,-0.2076,0.2231,-0.1415
2.41250,0.354498,0.545973,-0.285928,4.140604e-02,-4.479671e-02,1.136768e-02,-0.2070,0.2240,-0.1421
2.41500,0.354271,0.546204,-0.286276,4.129748e-02,-4.496091e-02,1.141683e-02,-0.2065,0.2248,-0.1427
2.41750,0.354044,0.546435,-0.286623,4.119578e-02,-4.512031e-02,1.146414e-02,-0.2060,0.2256,-0.1433
2.42000,0.353817,0.546666,-0.286970,4.109590e-02,-4.527551e-02,1.151009e-02,-0.2055,0.2264,-0.1439
2.42250,0.353591,0.546898,-0.287316,4.100010e-02,-4.542600e-02,1.155422e-02,-0.2050,0.2271,-0.1444
2.42500,0.353364,0.547131,-0.287661,4.090588e-02,-4.557386e-02,1.159747e-02,-0.2045,0.2279,-0.1450
2.42750,0.353138,0.547363,-0.288006,4.081612e-02,-4.571674e-02,1.163901e-02,-0.2041,0.2286,-0.1455
2.43000,0.352912,0.547596,-0.288351,4.073264e-02,-4.585368e-02,1.167873e-02,-0.2037,0.2293,-0.1460
2.43250,0.352686,0.547830,-0.288694,4.065841e-02,-4.598024e-02,1.171531e-02,-0.2033,0.2299,-0.1464
2.43500,0.352461,0.548064,-0.289038,4.059143e-02,-4.609486e-02,1.174864e-02,-0.2030,0.2305,-0.1469
2.43750,0.352235,0.548298,-0.289380,4.053576e-02,-4.619425e-02,1.177769e-02,-0.2027,0.2310,-0.1472
2.44000,0.352010,0.548532,-0.289722,4.049191e-02,-4.627858e-02,1.180252e-02,-0.2025,0.2314,-0.1475
2.44250,0.351785,0.548767,-0.290064,4.046267e-02,-4.634477e-02,1.182253e-02,-0.2023,0.2317,-0.1478
2.44500,0.351561,0.549003,-0.290405,4.044672e-02,-4.639495e-02,1.183803e-02,-0.2022,0.2320,-0.1480
2.44750,0.351336,0.549238,-0.290745,4.044441e-02,-4.642976e-02,1.184950e-02,-0.2022,0.2321,-0.1481
2.45000,0.351112,0.549474,-0.291085,4.045184e-02,-4.645400e-02,1.185771e-02,-0.2023,0.2323,-0.1482
2.45250,0.350888,0.549710,-0.291424,4.046877e-02,-4.646556e-02,1.186246e-02,-0.2023,0.2323,-0.1483
2.45500,0.350664,0.549947,-0.291763,4.049451e-02,-4.646669e-02,1.186391e-02,-0.2025,0.2323,-0.1483
2.45750,0.350440,0.550184,-0.292101,4.052918e-02,-4.645606e-02,1.186229e-02,-0.2026,0.2323,-0.1483
2.46000,0.350217,0.550422,-0.292438,4.057326e-02,-4.643421e-02,1.185738e-02,-0.2029,0.2322,-0.1482
2.46250,0.349993,0.550660,-0.292775,4.062666e-02,-4.640069e-02,1.184959e-02,-0.2031,0.2320,-0.1481
2.46500,0.349770,0.550898,-0.293111,4.069177e-02,-4.635692e-02,1.183871e-02,-0.2035,0.2318,-0.1480
2.46750,0.349547,0.551136,-0.293447,4.076850e-02,-4.630345e-02,1.182508e-02,-0.2038,0.2315,-0.1478
2.47000,0.349325,0.551375,-0.293782,4.086110e-02,-4.624013e-02,1.180827e-02,-0.2043,0.2312,-0.1476
2.47250,0.349102,0.551615,-0.294117,4.096961e-02,-4.616698e-02,1.178805e-02,-0.2048,0.2308,-0.1474
2.47500,0.348880,0.551854,-0.294450,4.109606e-02,-4.609030e-02,1.176570e-02,-0.2055,0.2305,-0.1471
2.47750,0.348658,0.552094,-0.294784,4.123723e-02,-4.601691e-02,1.174274e-02,-0.2062,0.2301,-0.1468
2.48000,0.348436,0.552335,-0.295116,4.139229e-02,-4.594978e-02,1.171999e-02,-0.2070,0.2297,-0.1465
2.48250,0.348215,0.552576,-0.295448,4.156125e-02,-4.589102e-02,1.169782e-02,-0.2078,0.2295,-0.1462
2.48500,0.347994,0.552817,-0.295780,4.174262e-02,-4.584383e-02,1.167728e-02,-0.2087,0.2292,-0.1460
2.48750,0.347772,0.553059,-0.296110,4.193105e-02,-4.581119e-02,1.165918e-02,-0.2097,0.2291,-0.1457
2.49000,0.347552,0.553301,-0.296440,4.212563e-02,-4.579398e-02,1.164380e-02,-0.2106,0.2290,-0.1455
2.49250,0.347331,0.553543,-0.296770,4.232171e-02,-4.579149e-02,1.163106e-02,-0.2116,0.2290,-0.1454
2.49500,0.347111,0.553786,-0.297099,4.251822e-02,-4.579991e-02,1.162032e-02,-0.2126,0.2290,-0.1453
2.49750,0.346891,0.554029,-0.297427,4.271390e-02,-4.581844e-02,1.161142e-02,-0.2136,0.2291,-0.1451
2.50000,0.346671,0.554273,-0.297755,4.290909e-02,-4.584313e-02,1.160356e-02,-0.2145,0.2292,-0.1450
2.50250,0.346451,0.554517,-0.298082,4.309921e-02,-4.587565e-02,1.159761e-02,-0.2155,0.2294,-0.1450
2.50500,0.346232,0.554761,-0.298408,4.328291e-02,-4.591594e-02,1.159381e-02,-0.2164,0.2296,-0.1449
2.50750,0.346013,0.555006,-0.298734,4.345869e-02,-4.596419e-02,1.159241e-02,-0.2173,0.2298,-0.1449
2.51000,0.345794,0.555251,-0.299060,4.362467e-02,-4.601908e-02,1.159318e-02,-0.2181,0.2301,-0.1449
2.51250,0.345575,0.555496,-0.299385,4.378070e-02,-4.608142e-02,1.159636e-02,-0.2189,0.2304,-0.1450
2.51500,0.345357,0.555742,-0.299709,4.392653e-02,-4.615251e-02,1.160238e-02,-0.2196,0.2308,-0.1450
2.51750,0.345139,0.555989,-0.300033,4.406042e-02,-4.623083e-02,1.161105e-02,-0.2203,0.2312,-0.1451
2.52000,0.344921,0.556235,-0.300356,4.418313e-02,-4.631447e-02,1.162217e-02,-0.2209,0.2316,-0.1453
2.52250,0.344703,0.556482,-0.300679,4.429165e-02,-4.640296e-02,1.163578e-02,-0.2215,0.2320,-0.1454
2.52500,0.344486,0.556730,-0.301001,4.438520e-02,-4.649321e-02,1.165112e-02,-0.2219,0.2325,-0.1456
2.52750,0.344269,0.556978,-0.301323,4.446384e-02,-4.658761e-02,1.166903e-02,-0.2223,0.2329,-0.1459
2.53000,0.344052,0.557226,-0.301644,4.452568e-02,-4.668264e-02,1.168862e-02,-0.2226,0.2334,-0.1461
2.53250,0.343836,0.557474,-0.301965,4.456648e-02,-4.677980e-02,1.171064e-02,-0.2228,0.2339,-0.1464
2.53500,0.343620,0.557723,-0.302286,4.458619e-02,-4.688105e-02,1.173548e-02,-0.2229,0.2344,-0.1467
2.53750,0.343404,0.557973,-0.302605,4.458512e-02,-4.698651e-02,1.176285e-02,-0.2229,0.2349,-0.1470
2.54000,0.343188,0.558222,-0.302925,4.456472e-02,-4.709756e-02,1.179367e-02,-0.2228,0.2355,-0.1474
2.54250,0.342973,0.558472,-0.303244,4.452748e-02,-4.721376e-02,1.182691e-02,-0.2226,0.2361,-0.1478
2.54500,0.342758,0.558723,-0.303562,4.447580e-02,-4.733636e-02,1.186317e-02,-0.2224,0.2367,-0.1483
2.54750,0.342543,0.558974,-0.303880,4.441236e-02,-4.746469e-02,1.190175e-02,-0.2221,0.2373,-0.1488
2.55000,0.342328,0.559225,-0.304198,4.433883e-02,-4.760169e-02,1.194357e-02,-0.2217,0.2380,-0.1493
2.55250,0.342114,0.559477,-0.304515,4.425738e-02,-4.774650e-02,1.198796e-02,-0.2213,0.2387,-0.1498
2.55500,0.341900,0.559728,-0.304832,4.416744e-02,-4.789728e-02,1.203486e-02,-0.2208,0.2395,-0.1504
2.55750,0.341686,0.559981,-0.305148,4.407119e-02,-4.805106e-02,1.208307e-02,-0.2204,0.2403,-0.1510
2.56000,0.341472,0.560233,-0.305463,4.397003e-02,-4.820673e-02,1.213262e-02,-0.2199,0.2410,-0.1517
2.56250,0.341259,0.560487,-0.305779,4.386481e-02,-4.836150e-02,1.218229e-02,-0.2193,0.2418,-0.1523
2.56500,0.341046,0.560740,-0.306093,4.375595e-02,-4.851483e-02,1.223231e-02,-0.2188,0.2426,-0.1529
2.56750,0.340833,0.560994,-0.306408,4.364731e-02,-4.866471e-02,1.228145e-02,-0.2182,0.2433,-0.1535
2.57000,0.340620,0.561248,-0.306721,4.353835e-02,-4.881311e-02,1.233049e-02,-0.2177,0.2441,-0.1541
2.57250,0.340408,0.561502,-0.307035,4.342973e-02,-4.895794e-02,1.237854e-02,-0.2171,0.2448,-0.1547
2.57500,0.340196,0.561757,-0.307347,4.332243e-02,-4.910129e-02,1.242604e-02,-0.2166,0.2455,-0.1553
2.57750,0.339984,0.562012,-0.307660,4.321991e-02,-4.923950e-02,1.247181e-02,-0.2161,0.2462,-0.1559
2.58000,0.339772,0.562268,-0.307971,4.312160e-02,-4.936957e-02,1.251505e-02,-0.2156,0.2468,-0.1564
2.58250,0.339560,0.562524,-0.308283,4.302898e-02,-4.948723e-02,1.255468e-02,-0.2151,0.2474,-0.1569
2.58500,0.339349,0.562780,-0.308594,4.294216e-02,-4.959057e-02,1.259024e-02,-0.2147,0.2480,-0.1574
2.58750,0.339138,0.563037,-0.308904,4.286015e-02,-4.968285e-02,1.262265e-02,-0.2143,0.2484,-0.1578
2.59000,0.338927,0.563294,-0.309214,4.278188e-02,-4.976503e-02,1.265237e-02,-0.2139,0.2488,-0.1582
2.59250,0.338717,0.563551,-0.309523,4.270602e-02,-4.983781e-02,1.267895e-02,-0.2135,0.2492,-0.1585
2.59500,0.338507,0.563809,-0.309832,4.263303e-02,-4.990297e-02,1.270330e-02,-0.2132,0.2495,-0.1588
2.59750,0.338296,0.564067,-0.310140,4.256546e-02,-4.996109e-02,1.272520e-02,-0.2128,0.2498,-0.1591
2.60000,0.338087,0.564325,-0.310448,4.250513e-02,-5.001143e-02,1.274446e-02,-0.2125,0.2501,-0.1593
2.60250,0.337877,0.564584,-0.310756,4.245286e-02,-5.005592e-02,1.276132e-02,-0.2123,0.2503,-0.1595
2.60500,0.337667,0.564843,-0.311063,4.240895e-02,-5.009165e-02,1.277527e-02,-0.2120,0.2505,-0.1597
2.60750,0.337458,0.565102,-0.311369,4.237259e-02,-5.011843e-02,1.278618e-02,-0.2119,0.2506,-0.1598
2.61000,0.337249,0.565362,-0.311675,4.234603e-02,-5.012998e-02,1.279232e-02,-0.2117,0.2506,-0.1599
2.61250,0.337040,0.565622,-0.311980,4.232750e-02,-5.012654e-02,1.279368e-02,-0.2116,0.2506,-0.1599
2.61500,0.336832,0.565883,-0.312285,4.231924e-02,-5.010569e-02,1.278950e-02,-0.2116,0.2505,-0.1599
2.61750,0.336623,0.566143,-0.312590,4.232085e-02,-5.007038e-02,1.278040e-02,-0.2116,0.2504,-0.1598
2.62000,0.336415,0.566405,-0.312894,4.233168e-02,-5.002031e-02,1.276659e-02,-0.2117,0.2501,-0.1596
2.62250,0.336207,0.566666,-0.313197,4.234865e-02,-4.996409e-02,1.275066e-02,-0.2117,0.2498,-0.1594
2.62500,0.336000,0.566928,-0.313500,4.237151e-02,-4.990204e-02,1.273267e-02,-0.2119,0.2495,-0.1592
2.62750,0.335792,0.567190,-0.313803,4.240122e-02,-4.983776e-02,1.271328e-02,-0.2120,0.2492,-0.1589
2.63000,0.335585,0.567453,-0.314105,4.243987e-02,-4.977822e-02,1.269426e-02,-0.2122,0.2489,-0.1587
2.63250,0.335378,0.567716,-0.314406,4.248822e-02,-4.973329e-02,1.267797e-02,-0.2124,0.2487,-0.1585
2.63500,0.335171,0.567979,-0.314707,4.254613e-02,-4.970744e-02,1.266581e-02,-0.2127,0.2485,-0.1583
2.63750,0.334965,0.568243,-0.315008,4.261526e-02,-4.970329e-02,1.265825e-02,-0.2131,0.2485,-0.1582
2.64000,0.334758,0.568507,-0.315308,4.269607e-02,-4.972421e-02,1.265631e-02,-0.2135,0.2486,-0.1582
2.64250,0.334552,0.568772,-0.315607,4.278748e-02,-4.977013e-02,1.265978e-02,-0.2139,0.2489,-0.1582
2.64500,0.334346,0.569037,-0.315906,4.289017e-02,-4.984172e-02,1.266917e-02,-0.2145,0.2492,-0.1584
2.64750,0.334140,0.569302,-0.316205,4.299909e-02,-4.993713e-02,1.268408e-02,-0.2150,0.2497,-0.1586
2.65000,0.333935,0.569567,-0.316503,4.311324e-02,-5.005668e-02,1.270512e-02,-0.2156,0.2503,-0.1588
2.65250,0.333730,0.569833,-0.316801,4.323049e-02,-5.019684e-02,1.273125e-02,-0.2162,0.2510,-0.1591
2.65500,0.333525,0.570100,-0.317098,4.335203e-02,-5.035305e-02,1.276138e-02,-0.2168,0.2518,-0.1595
2.65750,0.333320,0.570366,-0.317395,4.347689e-02,-5.052175e-02,1.279482e-02,-0.2174,0.2526,-0.1599
2.66000,0.333116,0.570633,-0.317691,4.360680e-02,-5.069910e-02,1.283014e-02,-0.2180,0.2535,-0.1604
2.66250,0.332911,0.570901,-0.317987,4.374010e-02,-5.087919e-02,1.286569e-02,-0.2187,0.2544,-0.1608
2.66500,0.332707,0.571168,-0.318282,4.387996e-02,-5.106064e-02,1.290090e-02,-0.2194,0.2553,-0.1613
2.66750,0.332504,0.571436,-0.318577,4.402840e-02,-5.124144e-02,1.293516e-02,-0.2201,0.2562,-0.1617
2.67000,0.332300,0.571705,-0.318872,4.418552e-02,-5.141816e-02,1.296729e-02,-0.2209,0.2571,-0.1621
2.67250,0.332097,0.571974,-0.319166,4.434909e-02,-5.158931e-02,1.299749e-02,-0.2217,0.2579,-0.1625
2.67500,0.331894,0.572243,-0.319460,4.451611e-02,-5.175341e-02,1.302540e-02,-0.2226,0.2588,-0.1628
2.67750,0.331691,0.572512,-0.319753,4.468512e-02,-5.191269e-02,1.305212e-02,-0.2234,0.2596,-0.1632
2.68000,0.331489,0.572782,-0.320046,4.485321e-02,-5.206898e-02,1.307838e-02,-0.2243,0.2603,-0.1635
2.68250,0.331286,0.573052,-0.320339,4.501960e-02,-5.222196e-02,1.310427e-02,-0.2251,0.2611,-0.1638
2.68500,0.331085,0.573322,-0.320631,4.518084e-02,-5.237014e-02,1.312949e-02,-0.2259,0.2619,-0.1641
2.68750,0.330883,0.573593,-0.320923,4.533563e-02,-5.251488e-02,1.315485e-02,-0.2267,0.2626,-0.1644
2.69000,0.330681,0.573864,-0.321214,4.547826e-02,-5.265932e-02,1.318107e-02,-0.2274,0.2633,-0.1648
2.69250,0.330480,0.574136,-0.321505,4.560661e-02,-5.280477e-02,1.320898e-02,-0.2280,0.2640,-0.1651
2.69500,0.330279,0.574407,-0.321796,4.572197e-02,-5.294930e-02,1.323749e-02,-0.2286,0.2647,-0.1655
2.69750,0.330079,0.574679,-0.322086,4.582236e-02,-5.309824e-02,1.326879e-02,-0.2291,0.2655,-0.1659
2.70000,0.329878,0.574952,-0.322376,4.591131e-02,-5.324527e-02,1.330037e-02,-0.2296,0.2662,-0.1663
2.70250,0.329678,0.575225,-0.322666,4.598786e-02,-5.339039e-02,1.333282e-02,-0.2299,0.2670,-0.1667
2.70500,0.329479,0.575498,-0.322955,4.605473e-02,-5.352674e-02,1.336381e-02,-0.2303,0.2676,-0.1670
2.70750,0.329279,0.575771,-0.323244,4.611143e-02,-5.365300e-02,1.339341e-02,-0.2306,0.2683,-0.1674
2.71000,0.329080,0.576045,-0.323533,4.615733e-02,-5.377025e-02,1.342134e-02,-0.2308,0.2689,-0.1678
2.71250,0.328881,0.576319,-0.323821,4.619064e-02,-5.387499e-02,1.344703e-02,-0.2310,0.2694,-0.1681
2.71500,0.328682,0.576593,-0.324109,4.621097e-02,-5.396652e-02,1.347020e-02,-0.2311,0.2698,-0.1684
2.71750,0.328484,0.576868,-0.324396,4.621909e-02,-5.404467e-02,1.349086e-02,-0.2311,0.2702,-0.1686
