t,cx,cy,theta,Fx,Fy,Mz,Cx,Cy,Cm
5.61000,0.476624,0.768750,-0.844246,1.154513e-01,5.461187e-02,-1.008824e-02,-0.5773,-0.2731,0.1261
5.61250,0.477153,0.768750,-0.844623,1.161437e-01,5.349291e-02,-1.002496e-02,-0.5807,-0.2675,0.1253
5.61500,0.477683,0.768750,-0.845000,1.172247e-01,5.239270e-02,-1.006152e-02,-0.5861,-0.2620,0.1258
5.61750,0.478213,0.768750,-0.845377,1.186161e-01,5.134182e-02,-1.018050e-02,-0.5931,-0.2567,0.1273
5.62000,0.478745,0.768750,-0.845754,1.201825e-01,5.032350e-02,-1.034573e-02,-0.6009,-0.2516,0.1293
5.62250,0.479277,0.768750,-0.846130,1.219060e-01,4.931936e-02,-1.056032e-02,-0.6095,-0.2466,0.1320
5.62500,0.479811,0.768750,-0.846506,1.238268e-01,4.827708e-02,-1.082228e-02,-0.6191,-0.2414,0.1353
5.62750,0.480345,0.768750,-0.846882,1.256704e-01,4.716582e-02,-1.107372e-02,-0.6284,-0.2358,0.1384
5.63000,0.480880,0.768750,-0.847256,1.276476e-01,4.601193e-02,-1.137503e-02,-0.6382,-0.2301,0.1422
5.63250,0.481416,0.768750,-0.847630,1.297657e-01,4.475719e-02,-1.170860e-02,-0.6488,-0.2238,0.1464
5.63500,0.481953,0.768750,-0.848003,1.320876e-01,4.338368e-02,-1.208890e-02,-0.6604,-0.2169,0.1511
5.63750,0.482491,0.768750,-0.848374,1.344716e-01,4.184481e-02,-1.248030e-02,-0.6724,-0.2092,0.1560
5.64000,0.483030,0.768750,-0.848745,1.367760e-01,4.017876e-02,-1.284305e-02,-0.6839,-0.2009,0.1605
5.64250,0.483571,0.768750,-0.849115,1.389652e-01,3.841494e-02,-1.316186e-02,-0.6948,-0.1921,0.1645
5.64500,0.484112,0.768750,-0.849484,1.409030e-01,3.662240e-02,-1.343863e-02,-0.7045,-0.1831,0.1680
5.64750,0.484654,0.768750,-0.849852,1.423321e-01,3.477735e-02,-1.359829e-02,-0.7117,-0.1739,0.1700
5.65000,0.485197,0.768750,-0.850219,1.433930e-01,3.290233e-02,-1.366571e-02,-0.7170,-0.1645,0.1708
5.65250,0.485741,0.768750,-0.850586,1.442167e-01,3.102190e-02,-1.368408e-02,-0.7211,-0.1551,0.1711
5.65500,0.486286,0.768750,-0.850952,1.447587e-01,2.908621e-02,-1.364095e-02,-0.7238,-0.1454,0.1705
5.65750,0.486832,0.768750,-0.851318,1.449249e-01,2.709241e-02,-1.350427e-02,-0.7246,-0.1355,0.1688
5.66000,0.487379,0.768750,-0.851683,1.447533e-01,2.511078e-02,-1.330022e-02,-0.7238,-0.1256,0.1663
5.66250,0.487927,0.768750,-0.852049,1.441246e-01,2.317281e-02,-1.299665e-02,-0.7206,-0.1159,0.1625
5.66500,0.488476,0.768750,-0.852415,1.431065e-01,2.131216e-02,-1.260806e-02,-0.7155,-0.1066,0.1576
5.66750,0.489026,0.768750,-0.852781,1.416379e-01,1.949745e-02,-1.210659e-02,-0.7082,-0.0975,0.1513
5.67000,0.489577,0.768750,-0.853148,1.397465e-01,1.772466e-02,-1.149310e-02,-0.6987,-0.0886,0.1437
5.67250,0.490128,0.768750,-0.853516,1.378623e-01,1.600969e-02,-1.086062e-02,-0.6893,-0.0800,0.1358
5.67500,0.490681,0.768750,-0.853885,1.362825e-01,1.440539e-02,-1.028257e-02,-0.6814,-0.0720,0.1285
5.67750,0.491234,0.768750,-0.854255,1.351054e-01,1.287725e-02,-9.780307e-03,-0.6755,-0.0644,0.1223
5.68000,0.491788,0.768750,-0.854626,1.345982e-01,1.144948e-02,-9.424606e-03,-0.6730,-0.0572,0.1178
5.68250,0.492343,0.768750,-0.854997,1.348856e-01,1.007774e-02,-9.245665e-03,-0.6744,-0.0504,0.1156
5.68500,0.492899,0.768750,-0.855369,1.356203e-01,8.757229e-03,-9.167521e-03,-0.6781,-0.0438,0.1146
5.68750,0.493455,0.768750,-0.855741,1.367549e-01,7.535769e-03,-9.208065e-03,-0.6838,-0.0377,0.1151
5.69000,0.494013,0.768750,-0.856112,1.382288e-01,6.345367e-03,-9.343606e-03,-0.6911,-0.0317,0.1168
5.69250,0.494571,0.768750,-0.856483,1.401153e-01,5.208800e-03,-9.596993e-03,-0.7006,-0.0260,0.1200
5.69500,0.495130,0.768750,-0.856854,1.423504e-01,4.032205e-03,-9.953493e-03,-0.7118,-0.0202,0.1244
5.69750,0.495690,0.768750,-0.857224,1.448993e-01,2.862019e-03,-1.040988e-02,-0.7245,-0.0143,0.1301
5.70000,0.496251,0.768750,-0.857593,1.477059e-01,1.604727e-03,-1.094381e-02,-0.7385,-0.0080,0.1368
5.70250,0.496814,0.768750,-0.857962,1.506757e-01,2.358518e-04,-1.152181e-02,-0.7534,-0.0012,0.1440
5.70500,0.497377,0.768750,-0.858329,1.537055e-01,-1.308534e-03,-1.209924e-02,-0.7685,0.0065,0.1512
5.70750,0.497941,0.768750,-0.858695,1.566112e-01,-2.978189e-03,-1.264619e-02,-0.7831,0.0149,0.1581
5.71000,0.498506,0.768750,-0.859060,1.592538e-01,-4.755265e-03,-1.312619e-02,-0.7963,0.0238,0.1641
5.71250,0.499072,0.768750,-0.859424,1.615452e-01,-6.596555e-03,-1.353190e-02,-0.8077,0.0330,0.1691
5.71500,0.499640,0.768749,-0.859786,1.635040e-01,-8.476571e-03,-1.385507e-02,-0.8175,0.0424,0.1732
5.71750,0.500208,0.768748,-0.860148,1.652553e-01,-1.032950e-02,-1.415282e-02,-0.8263,0.0516,0.1769
5.72000,0.500777,0.768745,-0.860509,1.667418e-01,-1.223515e-02,-1.439445e-02,-0.8337,0.0612,0.1799
5.72250,0.501348,0.768741,-0.860869,1.679415e-01,-1.425130e-02,-1.457574e-02,-0.8397,0.0713,0.1822
5.72500,0.501919,0.768735,-0.861229,1.686173e-01,-1.631988e-02,-1.462571e-02,-0.8431,0.0816,0.1828
5.72750,0.502492,0.768729,-0.861588,1.687985e-01,-1.837929e-02,-1.457872e-02,-0.8440,0.0919,0.1822
5.73000,0.503065,0.768721,-0.861947,1.684354e-01,-2.039123e-02,-1.439816e-02,-0.8422,0.1020,0.1800
5.73250,0.503639,0.768712,-0.862307,1.674583e-01,-2.240689e-02,-1.407651e-02,-0.8373,0.1120,0.1760
5.73500,0.504214,0.768702,-0.862666,1.659638e-01,-2.445127e-02,-1.361624e-02,-0.8298,0.1223,0.1702
5.73750,0.504790,0.768690,-0.863027,1.638153e-01,-2.650146e-02,-1.299784e-02,-0.8191,0.1325,0.1625
5.74000,0.505367,0.768678,-0.863389,1.612654e-01,-2.846565e-02,-1.226681e-02,-0.8063,0.1423,0.1533
5.74250,0.505945,0.768664,-0.863752,1.587688e-01,-3.028499e-02,-1.151730e-02,-0.7938,0.1514,0.1440
5.74500,0.506523,0.768648,-0.864116,1.567387e-01,-3.201029e-02,-1.084525e-02,-0.7837,0.1601,0.1356
5.74750,0.507103,0.768632,-0.864481,1.554203e-01,-3.368836e-02,-1.029462e-02,-0.7771,0.1684,0.1287
5.75000,0.507682,0.768614,-0.864847,1.548019e-01,-3.528816e-02,-9.898438e-03,-0.7740,0.1764,0.1237
5.75250,0.508263,0.768595,-0.865214,1.548982e-01,-3.677564e-02,-9.668650e-03,-0.7745,0.1839,0.1209
5.75500,0.508845,0.768575,-0.865580,1.558618e-01,-3.818420e-02,-9.660959e-03,-0.7793,0.1909,0.1208
5.75750,0.509427,0.768554,-0.865947,1.574866e-01,-3.951659e-02,-9.833519e-03,-0.7874,0.1976,0.1229
5.76000,0.510010,0.768531,-0.866314,1.596287e-01,-4.085365e-02,-1.015838e-02,-0.7981,0.2043,0.1270
5.76250,0.510594,0.768507,-0.866680,1.621340e-01,-4.223108e-02,-1.059941e-02,-0.8107,0.2112,0.1325
5.76500,0.511178,0.768482,-0.867045,1.650070e-01,-4.365107e-02,-1.114154e-02,-0.8250,0.2183,0.1393
5.76750,0.511764,0.768456,-0.867409,1.681333e-01,-4.516098e-02,-1.174400e-02,-0.8407,0.2258,0.1468
5.77000,0.512350,0.768428,-0.867773,1.714016e-01,-4.678913e-02,-1.238212e-02,-0.8570,0.2339,0.1548
5.77250,0.512937,0.768399,-0.868134,1.746210e-01,-4.846600e-02,-1.302296e-02,-0.8731,0.2423,0.1628
5.77500,0.513525,0.768369,-0.868495,1.776407e-01,-5.022398e-02,-1.363327e-02,-0.8882,0.2511,0.1704
5.77750,0.514114,0.768338,-0.868854,1.803877e-01,-5.204570e-02,-1.419599e-02,-0.9019,0.2602,0.1774
5.78000,0.514704,0.768305,-0.869212,1.828628e-01,-5.395590e-02,-1.471804e-02,-0.9143,0.2698,0.1840
5.78250,0.515295,0.768271,-0.869568,1.851797e-01,-5.594542e-02,-1.521430e-02,-0.9259,0.2797,0.1902
5.78500,0.515886,0.768236,-0.869924,1.873618e-01,-5.802538e-02,-1.567081e-02,-0.9368,0.2901,0.1959
5.78750,0.516479,0.768200,-0.870278,1.890906e-01,-6.015519e-02,-1.602523e-02,-0.9455,0.3008,0.2003
5.79000,0.517072,0.768162,-0.870632,1.902342e-01,-6.227737e-02,-1.626197e-02,-0.9512,0.3114,0.2033
5.79250,0.517666,0.768122,-0.870985,1.907806e-01,-6.439483e-02,-1.636140e-02,-0.9539,0.3220,0.2045
5.79500,0.518261,0.768082,-0.871338,1.906045e-01,-6.653468e-02,-1.629804e-02,-0.9530,0.3327,0.2037
5.79750,0.518857,0.768040,-0.871691,1.897584e-01,-6.873377e-02,-1.605568e-02,-0.9488,0.3437,0.2007
5.80000,0.519453,0.767997,-0.872045,1.881876e-01,-7.094771e-02,-1.565099e-02,-0.9409,0.3547,0.1956
5.80250,0.520051,0.767952,-0.872399,1.858012e-01,-7.316004e-02,-1.504383e-02,-0.9290,0.3658,0.1880
5.80500,0.520648,0.767906,-0.872754,1.826543e-01,-7.527474e-02,-1.425450e-02,-0.9133,0.3764,0.1782
5.80750,0.521247,0.767858,-0.873111,1.791638e-01,-7.724673e-02,-1.335339e-02,-0.8958,0.3862,0.1669
5.81000,0.521845,0.767810,-0.873469,1.759595e-01,-7.912726e-02,-1.245998e-02,-0.8798,0.3956,0.1557
5.81250,0.522445,0.767759,-0.873829,1.733334e-01,-8.095874e-02,-1.164758e-02,-0.8667,0.4048,0.1456
5.81500,0.523044,0.767708,-0.874190,1.716389e-01,-8.267743e-02,-1.101818e-02,-0.8582,0.4134,0.1377
5.81750,0.523645,0.767655,-0.874552,1.710644e-01,-8.430864e-02,-1.063849e-02,-0.8553,0.4215,0.1330
5.82000,0.524245,0.767600,-0.874915,1.715662e-01,-8.589672e-02,-1.051560e-02,-0.8578,0.4295,0.1314
5.82250,0.524846,0.767544,-0.875278,1.731453e-01,-8.742244e-02,-1.066085e-02,-0.8657,0.4371,0.1333
5.82500,0.525448,0.767487,-0.875640,1.753661e-01,-8.894344e-02,-1.098886e-02,-0.8768,0.4447,0.1374
5.82750,0.526050,0.767428,-0.876002,1.780535e-01,-9.043628e-02,-1.145323e-02,-0.8903,0.4522,0.1432
5.83000,0.526653,0.767368,-0.876363,1.807956e-01,-9.196275e-02,-1.195187e-02,-0.9040,0.4598,0.1494
5.83250,0.527257,0.767307,-0.876723,1.836953e-01,-9.349874e-02,-1.251500e-02,-0.9185,0.4675,0.1564
5.83500,0.527861,0.767244,-0.877082,1.866359e-01,-9.512220e-02,-1.310439e-02,-0.9332,0.4756,0.1638
5.83750,0.528465,0.767180,-0.877439,1.896491e-01,-9.674434e-02,-1.374398e-02,-0.9482,0.4837,0.1718
5.84000,0.529070,0.767114,-0.877795,1.926947e-01,-9.840412e-02,-1.441989e-02,-0.9635,0.4920,0.1802
5.84250,0.529676,0.767047,-0.878149,1.956742e-01,-1.001306e-01,-1.511090e-02,-0.9784,0.5007,0.1889
5.84500,0.530282,0.766978,-0.878501,1.985178e-01,-1.019412e-01,-1.577783e-02,-0.9926,0.5097,0.1972
5.84750,0.530889,0.766908,-0.878853,2.009758e-01,-1.038586e-01,-1.636658e-02,-1.0049,0.5193,0.2046
5.85000,0.531496,0.766837,-0.879202,2.028902e-01,-1.058179e-01,-1.683574e-02,-1.0145,0.5291,0.2104
5.85250,0.532104,0.766764,-0.879551,2.043373e-01,-1.077958e-01,-1.720396e-02,-1.0217,0.5390,0.2150
5.85500,0.532713,0.766689,-0.879899,2.051263e-01,-1.097868e-01,-1.741965e-02,-1.0256,0.5489,0.2177
5.85750,0.533322,0.766613,-0.880246,2.051509e-01,-1.117829e-01,-1.745547e-02,-1.0258,0.5589,0.2182
5.86000,0.533932,0.766535,-0.880593,2.045110e-01,-1.137533e-01,-1.734968e-02,-1.0226,0.5688,0.2169
5.86250,0.534542,0.766456,-0.880940,2.029232e-01,-1.157414e-01,-1.703412e-02,-1.0146,0.5787,0.2129
5.86500,0.535152,0.766376,-0.881288,2.005887e-01,-1.176552e-01,-1.653836e-02,-1.0029,0.5883,0.2067
5.86750,0.535762,0.766293,-0.881636,1.973393e-01,-1.195210e-01,-1.583090e-02,-0.9867,0.5976,0.1979
5.87000,0.536373,0.766210,-0.881986,1.932419e-01,-1.213420e-01,-1.488691e-02,-0.9662,0.6067,0.1861
5.87250,0.536984,0.766124,-0.882338,1.888636e-01,-1.230680e-01,-1.383216e-02,-0.9443,0.6153,0.1729
5.87500,0.537595,0.766038,-0.882691,1.849182e-01,-1.247576e-01,-1.281098e-02,-0.9246,0.6238,0.1601
5.87750,0.538206,0.765949,-0.883046,1.817798e-01,-1.263737e-01,-1.193200e-02,-0.9089,0.6319,0.1492
5.88000,0.538818,0.765859,-0.883402,1.798613e-01,-1.279899e-01,-1.127890e-02,-0.8993,0.6399,0.1410
5.88250,0.539429,0.765768,-0.883759,1.792143e-01,-1.295075e-01,-1.089753e-02,-0.8961,0.6475,0.1362
5.88500,0.540041,0.765675,-0.884117,1.797548e-01,-1.309461e-01,-1.078635e-02,-0.8988,0.6547,0.1348
5.88750,0.540652,0.765580,-0.884474,1.811975e-01,-1.322848e-01,-1.090903e-02,-0.9060,0.6614,0.1364
5.89000,0.541264,0.765484,-0.884831,1.832771e-01,-1.335207e-01,-1.121182e-02,-0.9164,0.6676,0.1401
5.89250,0.541876,0.765386,-0.885187,1.857610e-01,-1.347267e-01,-1.165606e-02,-0.9288,0.6736,0.1457
5.89500,0.542487,0.765287,-0.885542,1.884666e-01,-1.359082e-01,-1.219553e-02,-0.9423,0.6795,0.1524
5.89750,0.543099,0.765186,-0.885895,1.911893e-01,-1.371098e-01,-1.278307e-02,-0.9559,0.6855,0.1598
5.90000,0.543712,0.765083,-0.886247,1.941007e-01,-1.383451e-01,-1.344904e-02,-0.9705,0.6917,0.1681
5.90250,0.544324,0.764979,-0.886596,1.971560e-01,-1.396280e-01,-1.417522e-02,-0.9858,0.6981,0.1772
5.90500,0.544937,0.764874,-0.886944,2.001922e-01,-1.409616e-01,-1.492284e-02,-1.0010,0.7048,0.1865
5.90750,0.545549,0.764766,-0.887290,2.029601e-01,-1.423367e-01,-1.562725e-02,-1.0148,0.7117,0.1953
5.91000,0.546162,0.764658,-0.887634,2.054329e-01,-1.437075e-01,-1.626295e-02,-1.0272,0.7185,0.2033
5.91250,0.546775,0.764547,-0.887976,2.074246e-01,-1.451141e-01,-1.679869e-02,-1.0371,0.7256,0.2100
5.91500,0.547388,0.764435,-0.888317,2.088235e-01,-1.465511e-01,-1.720394e-02,-1.0441,0.7328,0.2150
5.91750,0.548002,0.764321,-0.888657,2.096482e-01,-1.480258e-01,-1.747709e-02,-1.0482,0.7401,0.2185
5.92000,0.548615,0.764206,-0.888995,2.098542e-01,-1.495203e-01,-1.762209e-02,-1.0493,0.7476,0.2203
5.92250,0.549229,0.764089,-0.889333,2.093039e-01,-1.510407e-01,-1.760491e-02,-1.0465,0.7552,0.2201
5.92500,0.549842,0.763970,-0.889670,2.078903e-01,-1.525527e-01,-1.738748e-02,-1.0395,0.7628,0.2173
5.92750,0.550455,0.763850,-0.890007,2.054990e-01,-1.540200e-01,-1.695756e-02,-1.0275,0.7701,0.2120
5.93000,0.551069,0.763728,-0.890345,2.021568e-01,-1.554351e-01,-1.629430e-02,-1.0108,0.7772,0.2037
5.93250,0.551682,0.763604,-0.890683,1.979316e-01,-1.567939e-01,-1.541775e-02,-0.9897,0.7840,0.1927
5.93500,0.552295,0.763479,-0.891023,1.930839e-01,-1.581080e-01,-1.436341e-02,-0.9654,0.7905,0.1795
5.93750,0.552907,0.763352,-0.891364,1.885739e-01,-1.593505e-01,-1.330975e-02,-0.9429,0.7968,0.1664
5.94000,0.553519,0.763223,-0.891707,1.847967e-01,-1.604830e-01,-1.236749e-02,-0.9240,0.8024,0.1546
5.94250,0.554131,0.763092,-0.892051,1.820320e-01,-1.614660e-01,-1.160603e-02,-0.9102,0.8073,0.1451
5.94500,0.554742,0.762960,-0.892396,1.805150e-01,-1.623732e-01,-1.109511e-02,-0.9026,0.8119,0.1387
5.94750,0.555353,0.762826,-0.892741,1.801795e-01,-1.631444e-01,-1.084006e-02,-0.9009,0.8157,0.1355
5.95000,0.555964,0.762691,-0.893086,1.808916e-01,-1.638352e-01,-1.083541e-02,-0.9045,0.8192,0.1354
5.95250,0.556574,0.762554,-0.893431,1.824499e-01,-1.643929e-01,-1.106346e-02,-0.9122,0.8220,0.1383
5.95500,0.557184,0.762415,-0.893774,1.846869e-01,-1.648607e-01,-1.148761e-02,-0.9234,0.8243,0.1436
5.95750,0.557793,0.762274,-0.894116,1.873528e-01,-1.652043e-01,-1.206424e-02,-0.9368,0.8260,0.1508
5.96000,0.558402,0.762132,-0.894457,1.903126e-01,-1.655585e-01,-1.275561e-02,-0.9516,0.8278,0.1594
5.96250,0.559011,0.761988,-0.894795,1.933473e-01,-1.658960e-01,-1.349200e-02,-0.9667,0.8295,0.1687
5.96500,0.559620,0.761843,-0.895132,1.964366e-01,-1.663692e-01,-1.426329e-02,-0.9822,0.8318,0.1783
5.96750,0.560228,0.761696,-0.895466,1.994925e-01,-1.668692e-01,-1.503276e-02,-0.9975,0.8343,0.1879
5.97000,0.560836,0.761547,-0.895799,2.023149e-01,-1.674954e-01,-1.577128e-02,-1.0116,0.8375,0.1971
5.97250,0.561444,0.761396,-0.896129,2.047411e-01,-1.681510e-01,-1.642547e-02,-1.0237,0.8408,0.2053
5.97500,0.562051,0.761244,-0.896457,2.067613e-01,-1.688919e-01,-1.700841e-02,-1.0338,0.8445,0.2126
5.97750,0.562659,0.761090,-0.896783,2.083635e-01,-1.696414e-01,-1.749816e-02,-1.0418,0.8482,0.2187
5.98000,0.563266,0.760934,-0.897107,2.095252e-01,-1.704097e-01,-1.790743e-02,-1.0476,0.8520,0.2238
5.98250,0.563872,0.760777,-0.897430,2.103175e-01,-1.711477e-01,-1.823544e-02,-1.0516,0.8557,0.2279
5.98500,0.564478,0.760618,-0.897752,2.104960e-01,-1.718506e-01,-1.844720e-02,-1.0525,0.8593,0.2306
5.98750,0.565084,0.760457,-0.898073,2.099219e-01,-1.724969e-01,-1.850765e-02,-1.0496,0.8625,0.2313
5.99000,0.565690,0.760294,-0.898393,2.085096e-01,-1.730701e-01,-1.838901e-02,-1.0425,0.8654,0.2299
5.99250,0.566295,0.760130,-0.898713,2.061194e-01,-1.736205e-01,-1.806979e-02,-1.0306,0.8681,0.2259
5.99500,0.566899,0.759964,-0.899034,2.027977e-01,-1.741199e-01,-1.752061e-02,-1.0140,0.8706,0.2190
5.99750,0.567503,0.759796,-0.899356,1.986337e-01,-1.745683e-01,-1.675984e-02,-0.9932,0.8728,0.2095
6.00000,0.568106,0.759627,-0.899679,1.941690e-01,-1.749024e-01,-1.587500e-02,-0.9708,0.8745,0.1984
6.00250,0.568708,0.759455,-0.900004,1.901390e-01,-1.751631e-01,-1.501045e-02,-0.9507,0.8758,0.1876
6.00500,0.569309,0.759282,-0.900330,1.868380e-01,-1.753907e-01,-1.424308e-02,-0.9342,0.8770,0.1780
6.00750,0.569910,0.759108,-0.900657,1.846626e-01,-1.755556e-01,-1.367490e-02,-0.9233,0.8778,0.1709
6.01000,0.570510,0.758931,-0.900985,1.836727e-01,-1.757094e-01,-1.335537e-02,-0.9184,0.8785,0.1669
6.01250,0.571109,0.758753,-0.901314,1.839429e-01,-1.758006e-01,-1.332456e-02,-0.9197,0.8790,0.1666
6.01500,0.571707,0.758573,-0.901642,1.852787e-01,-1.758572e-01,-1.355783e-02,-0.9264,0.8793,0.1695
6.01750,0.572304,0.758391,-0.901970,1.873847e-01,-1.758569e-01,-1.399919e-02,-0.9369,0.8793,0.1750
6.02000,0.572901,0.758208,-0.902297,1.899660e-01,-1.758429e-01,-1.458161e-02,-0.9498,0.8792,0.1823
6.02250,0.573497,0.758023,-0.902623,1.928370e-01,-1.757632e-01,-1.526075e-02,-0.9642,0.8788,0.1908
6.02500,0.574092,0.757836,-0.902948,1.958839e-01,-1.756412e-01,-1.600833e-02,-0.9794,0.8782,0.2001
6.02750,0.574686,0.757648,-0.903271,1.988882e-01,-1.755112e-01,-1.676804e-02,-0.9944,0.8776,0.2096
6.03000,0.575280,0.757457,-0.903592,2.018934e-01,-1.753466e-01,-1.754961e-02,-1.0095,0.8767,0.2194
6.03250,0.575873,0.757265,-0.903911,2.047740e-01,-1.752002e-01,-1.832251e-02,-1.0239,0.8760,0.2290
6.03500,0.576466,0.757072,-0.904229,2.073320e-01,-1.751326e-01,-1.904543e-02,-1.0367,0.8757,0.2381
6.03750,0.577057,0.756876,-0.904545,2.094957e-01,-1.751094e-01,-1.969992e-02,-1.0475,0.8755,0.2462
6.04000,0.577648,0.756679,-0.904859,2.113445e-01,-1.751394e-01,-2.030601e-02,-1.0567,0.8757,0.2538
6.04250,0.578238,0.756480,-0.905172,2.128615e-01,-1.752122e-01,-2.084456e-02,-1.0643,0.8761,0.2606
6.04500,0.578828,0.756280,-0.905484,2.139050e-01,-1.753180e-01,-2.129305e-02,-1.0695,0.8766,0.2662
6.04750,0.579416,0.756077,-0.905795,2.144599e-01,-1.754089e-01,-2.163494e-02,-1.0723,0.8770,0.2704
6.05000,0.580004,0.755873,-0.906105,2.144764e-01,-1.754378e-01,-2.186211e-02,-1.0724,0.8772,0.2733
6.05250,0.580591,0.755667,-0.906415,2.138283e-01,-1.753866e-01,-2.195023e-02,-1.0691,0.8769,0.2744
6.05500,0.581178,0.755459,-0.906725,2.124067e-01,-1.753180e-01,-2.186398e-02,-1.0620,0.8766,0.2733
6.05750,0.581763,0.755250,-0.907035,2.101053e-01,-1.753216e-01,-2.157824e-02,-1.0505,0.8766,0.2697
6.06000,0.582347,0.755039,-0.907347,2.069119e-01,-1.754002e-01,-2.108970e-02,-1.0346,0.8770,0.2636
6.06250,0.582930,0.754826,-0.907660,2.028067e-01,-1.754868e-01,-2.038247e-02,-1.0140,0.8774,0.2548
6.06500,0.583512,0.754611,-0.907975,1.980934e-01,-1.755094e-01,-1.949984e-02,-0.9905,0.8775,0.2437
6.06750,0.584093,0.754394,-0.908292,1.936291e-01,-1.755084e-01,-1.859888e-02,-0.9681,0.8775,0.2325
6.07000,0.584672,0.754176,-0.908612,1.897593e-01,-1.754329e-01,-1.777257e-02,-0.9488,0.8772,0.2222
6.07250,0.585250,0.753955,-0.908933,1.868212e-01,-1.752912e-01,-1.710643e-02,-0.9341,0.8765,0.2138
6.07500,0.585827,0.753733,-0.909256,1.849362e-01,-1.750828e-01,-1.664106e-02,-0.9247,0.8754,0.2080
6.07750,0.586402,0.753510,-0.909580,1.841802e-01,-1.747977e-01,-1.640970e-02,-0.9209,0.8740,0.2051
6.08000,0.586976,0.753284,-0.909905,1.843609e-01,-1.744170e-01,-1.637998e-02,-0.9218,0.8721,0.2047
6.08250,0.587549,0.753057,-0.910231,1.852300e-01,-1.740063e-01,-1.651313e-02,-0.9262,0.8700,0.2064
6.08500,0.588121,0.752828,-0.910557,1.865749e-01,-1.735147e-01,-1.677915e-02,-0.9329,0.8676,0.2097
6.08750,0.588691,0.752597,-0.910883,1.881319e-01,-1.728999e-01,-1.711772e-02,-0.9407,0.8645,0.2140
6.09000,0.589260,0.752364,-0.911208,1.896945e-01,-1.722381e-01,-1.748564e-02,-0.9485,0.8612,0.2186
6.09250,0.589827,0.752130,-0.911533,1.911332e-01,-1.715743e-01,-1.784408e-02,-0.9557,0.8579,0.2231
6.09500,0.590393,0.751894,-0.911857,1.925372e-01,-1.709275e-01,-1.820993e-02,-0.9627,0.8546,0.2276
6.09750,0.590958,0.751656,-0.912180,1.938782e-01,-1.702719e-01,-1.856930e-02,-0.9694,0.8514,0.2321
6.10000,0.591522,0.751417,-0.912502,1.951000e-01,-1.696050e-01,-1.891336e-02,-0.9755,0.8480,0.2364
6.10250,0.592084,0.751176,-0.912824,1.961521e-01,-1.690206e-01,-1.922724e-02,-0.9808,0.8451,0.2403
6.10500,0.592645,0.750933,-0.913144,1.970263e-01,-1.685465e-01,-1.950412e-02,-0.9851,0.8427,0.2438
6.10750,0.593204,0.750688,-0.913463,1.975732e-01,-1.682127e-01,-1.971938e-02,-0.9879,0.8411,0.2465
6.11000,0.593763,0.750441,-0.913781,1.976854e-01,-1.680147e-01,-1.984788e-02,-0.9884,0.8401,0.2481
6.11250,0.594319,0.750193,-0.914099,1.974317e-01,-1.678773e-01,-1.989552e-02,-0.9872,0.8394,0.2487
6.11500,0.594875,0.749943,-0.914415,1.967162e-01,-1.677619e-01,-1.984732e-02,-0.9836,0.8388,0.2481
6.11750,0.595429,0.749691,-0.914732,1.954292e-01,-1.676869e-01,-1.966646e-02,-0.9771,0.8384,0.2458
6.12000,0.595981,0.749438,-0.915048,1.936406e-01,-1.676288e-01,-1.936783e-02,-0.9682,0.8381,0.2421
6.12250,0.596532,0.749182,-0.915364,1.912709e-01,-1.675054e-01,-1.894372e-02,-0.9564,0.8375,0.2368
6.12500,0.597081,0.748925,-0.915680,1.883021e-01,-1.672323e-01,-1.839121e-02,-0.9415,0.8362,0.2299
6.12750,0.597629,0.748666,-0.915996,1.847053e-01,-1.668092e-01,-1.770071e-02,-0.9235,0.8340,0.2213
6.13000,0.598175,0.748406,-0.916314,1.804681e-01,-1.662884e-01,-1.685967e-02,-0.9023,0.8314,0.2107
6.13250,0.598719,0.748143,-0.916632,1.756622e-01,-1.656532e-01,-1.587510e-02,-0.8783,0.8283,0.1984
6.13500,0.599261,0.747879,-0.916951,1.706697e-01,-1.649445e-01,-1.481107e-02,-0.8533,0.8247,0.1851
6.13750,0.599801,0.747613,-0.917272,1.660687e-01,-1.641374e-01,-1.377677e-02,-0.8303,0.8207,0.1722
6.14000,0.600339,0.747345,-0.917594,1.621081e-01,-1.632607e-01,-1.284079e-02,-0.8105,0.8163,0.1605
6.14250,0.600875,0.747076,-0.917917,1.591278e-01,-1.622861e-01,-1.208235e-02,-0.7956,0.8114,0.1510
6.14500,0.601410,0.746804,-0.918240,1.571226e-01,-1.612043e-01,-1.151437e-02,-0.7856,0.8060,0.1439
6.14750,0.601942,0.746532,-0.918564,1.560492e-01,-1.600397e-01,-1.113175e-02,-0.7802,0.8002,0.1391
6.15000,0.602472,0.746257,-0.918887,1.558590e-01,-1.588027e-01,-1.095220e-02,-0.7793,0.7940,0.1369
6.15250,0.603001,0.745981,-0.919209,1.563975e-01,-1.574627e-01,-1.093774e-02,-0.7820,0.7873,0.1367
6.15500,0.603527,0.745703,-0.919531,1.574612e-01,-1.561100e-01,-1.105774e-02,-0.7873,0.7805,0.1382
6.15750,0.604051,0.745423,-0.919851,1.588276e-01,-1.547839e-01,-1.127094e-02,-0.7941,0.7739,0.1409
6.16000,0.604574,0.745142,-0.920169,1.603719e-01,-1.535147e-01,-1.155524e-02,-0.8019,0.7676,0.1444
