t,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101,x102,y102,x103,y103,x104,y104,x105,y105,x106,y106,x107,y107,x108,y108,x109,y109,x110,y110,x111,y111,x112,y112,x113,y113,x114,y114,x115,y115,x116,y116,x117,y117,x118,y118,x119,y119,x120,y120,x121,y121,x122,y122,x123,y123,x124,y124,x125,y125,x126,y126,x127,y127,x128,y128,x129,y129,x130,y130,x131,y131,x132,y132,x133,y133,x134,y134,x135,y135,x136,y136,x137,y137,x138,y138,x139,y139,x140,y140,x141,y141,x142,y142,x143,y143,x144,y144,x145,y145,x146,y146,x147,y147,x148,y148,x149,y149,x150,y150,x151,y151,x152,y152,x153,y153,x154,y154,x155,y155,x156,y156,x157,y157,x158,y158,x159,y159,x160,y160,x161,y161,x162,y162,x163,y163,x164,y164,x165,y165,x166,y166,x167,y167,x168,y168,x169,y169,x170,y170,x171,y171,x172,y172,x173,y173,x174,y174,x175,y175,x176,y176,x177,y177,x178,y178,x179,y179,x180,y180,x181,y181,x182,y182,x183,y183,x184,y184,x185,y185,x186,y186,x187,y187,x188,y188,x189,y189,x190,y190,x191,y191,x192,y192,x193,y193,x194,y194,x195,y195,x196,y196,x197,y197,x198,y198,x199,y199,x200,y200,x201,y201,x202,y202,x203,y203,x204,y204,x205,y205,x206,y206,x207,y207,x208,y208,x209,y209,x210,y210,x211,y211,x212,y212,x213,y213,x214,y214,x215,y215,x216,y216,x217,y217,x218,y218,x219,y219,x220,y220,x221,y221,x222,y222,x223,y223,x224,y224,x225,y225,x226,y226,x227,y227,x228,y228,x229,y229,x230,y230,x231,y231,x232,y232,x233,y233,x234,y234,x235,y235,x236,y236,x237,y237,x238,y238,x239,y239
0.00100,1.000835,0.699633,0.999208,0.699633,1.002047,0.698800,0.998162,0.698800,1.002671,0.697967,0.997689,0.697966,1.003162,0.697134,0.997337,0.697133,1.003575,0.696301,0.997051,0.696300,1.003934,0.695467,0.996808,0.695466,1.004250,0.694634,0.996596,0.694633,1.004532,0.693801,0.996407,0.693799,1.004785,0.692967,0.996237,0.692966,1.005014,0.692134,0.996081,0.692133,1.005222,0.691301,0.995939,0.691299,1.005410,0.690468,0.995808,0.690466,1.005582,0.689634,0.995686,0.689633,1.005739,0.688801,0.995573,0.688799,1.005881,0.687968,0.995468,0.687966,1.006012,0.687134,0.995370,0.687133,1.006131,0.686301,0.995280,0.686299,1.006239,0.685468,0.995196,0.685466,1.006338,0.684634,0.995118,0.684633,1.006429,0.683801,0.995046,0.683799,1.006512,0.682968,0.994981,0.682966,1.006587,0.682134,0.994921,0.682132,1.006656,0.681301,0.994867,0.681299,1.006718,0.680468,0.994818,0.680466,1.006775,0.679634,0.994775,0.679632,1.006827,0.678801,0.994737,0.678799,1.006874,0.677968,0.994704,0.677966,1.006916,0.677134,0.994676,0.677132,1.006954,0.676301,0.994653,0.676299,1.006988,0.675468,0.994634,0.675466,1.007018,0.674635,0.994620,0.674632,1.007044,0.673801,0.994610,0.673799,1.007066,0.672968,0.994605,0.672966,1.007084,0.672135,0.994602,0.672132,1.007099,0.671301,0.994604,0.671299,1.007110,0.670468,0.994608,0.670466,1.007117,0.669635,0.994615,0.669632,1.007120,0.668801,0.994624,0.668799,1.007118,0.667968,0.994636,0.667966,1.007113,0.667135,0.994649,0.667132,1.007102,0.666301,0.994663,0.666299,1.007087,0.665468,0.994678,0.665466,1.007067,0.664635,0.994693,0.664632,1.007041,0.663801,0.994708,0.663799,1.007009,0.662968,0.994722,0.662966,1.006972,0.662134,0.994735,0.662132,1.006927,0.661301,0.994747,0.661299,1.006877,0.660468,0.994756,0.660466,1.006819,0.659634,0.994763,0.659632,1.006754,0.658801,0.994766,0.658799,1.006681,0.657968,0.994767,0.657966,1.006600,0.657134,0.994763,0.657132,1.006510,0.656301,0.994755,0.656299,1.006412,0.655468,0.994742,0.655466,1.006305,0.654634,0.994724,0.654632,1.006189,0.653801,0.994701,0.653799,1.006064,0.652968,0.994671,0.652966,1.005929,0.652134,0.994636,0.652132,1.005784,0.651301,0.994594,0.651299,1.005629,0.650468,0.994546,0.650466,1.005465,0.649634,0.994491,0.649632,1.005290,0.648801,0.994429,0.648799,1.005106,0.647968,0.994361,0.647966,1.004912,0.647134,0.994285,0.647132,1.004708,0.646301,0.994203,0.646299,1.004494,0.645467,0.994114,0.645466,1.004271,0.644634,0.994018,0.644632,1.004039,0.643801,0.993916,0.643799,1.003799,0.642967,0.993808,0.642966,1.003550,0.642134,0.993694,0.642132,1.003293,0.641301,0.993575,0.641299,1.003028,0.640467,0.993450,0.640466,1.002757,0.639634,0.993322,0.639632,1.002479,0.638800,0.993189,0.638799,1.002196,0.637967,0.993054,0.637966,1.001909,0.637134,0.992916,0.637132,1.001617,0.636300,0.992776,0.636299,1.001322,0.635467,0.992635,0.635465,1.001025,0.634634,0.992494,0.634632,1.000726,0.633800,0.992354,0.633799,1.000427,0.632967,0.992216,0.632965,1.000129,0.632133,0.992080,0.632132,0.999833,0.631300,0.991949,0.631299,0.999539,0.630467,0.991822,0.630465,0.999250,0.629633,0.991702,0.629632,0.998966,0.628800,0.991588,0.628799,0.998688,0.627966,0.991483,0.627965,0.998417,0.627133,0.991388,0.627132,0.998156,0.626300,0.991303,0.626299,0.997904,0.625466,0.991231,0.625465,0.997664,0.624633,0.991171,0.624632,0.997437,0.623800,0.991126,0.623799,0.997222,0.622966,0.991097,0.622965,0.997023,0.622133,0.991084,0.622132,0.996840,0.621299,0.991089,0.621299,0.996674,0.620466,0.991114,0.620465,0.996527,0.619633,0.991159,0.619632,0.996399,0.618799,0.991225,0.618799,0.996291,0.617966,0.991313,0.617965,0.996205,0.617133,0.991425,0.617132,0.996141,0.616299,0.991561,0.616299,0.996100,0.615466,0.991723,0.615465,0.996084,0.614633,0.991910,0.614632,0.996092,0.613799,0.992124,0.613799,0.996125,0.612966,0.992365,0.612965,0.996184,0.612133,0.992635,0.612132,0.996270,0.611299,0.992932,0.611299,0.996382,0.610466,0.993259,0.610466,0.996522,0.609633,0.993614,0.609632,0.996688,0.608799,0.993999,0.608799,0.996882,0.607966,0.994413,0.607966,0.997102,0.607133,0.994856,0.607132,0.997350,0.606300,0.995328,0.606299,0.997624,0.605466,0.995829,0.605466,0.997924,0.604633,0.996359,0.604633,0.998250,0.603800,0.996917,0.603799,0.998601,0.602966,0.997502,0.602966,0.998977,0.602133,0.998113,0.602133,0.999375,0.601300,0.998750,0.601300,0.999796,0.600467,0.999412,0.600467
0.02100,1.000423,0.700635,0.998796,0.700629,1.001651,0.699806,0.997766,0.699792,1.002293,0.698975,0.997311,0.698957,1.002802,0.698143,0.996976,0.698123,1.003233,0.697311,0.996708,0.697288,1.003609,0.696479,0.996484,0.696454,1.003944,0.695647,0.996290,0.695620,1.004244,0.694815,0.996119,0.694786,1.004516,0.693982,0.995967,0.693952,1.004763,0.693150,0.995831,0.693119,1.004989,0.692317,0.995706,0.692285,1.005195,0.691485,0.995593,0.691451,1.005385,0.690652,0.995488,0.690617,1.005558,0.689819,0.995393,0.689784,1.005718,0.688987,0.995304,0.688950,1.005864,0.688154,0.995223,0.688117,1.005999,0.687321,0.995149,0.687283,1.006123,0.686488,0.995080,0.686449,1.006238,0.685655,0.995017,0.685616,1.006343,0.684822,0.994960,0.684782,1.006440,0.683989,0.994909,0.683949,1.006529,0.683156,0.994863,0.683115,1.006612,0.682323,0.994823,0.682282,1.006688,0.681490,0.994787,0.681448,1.006758,0.680657,0.994757,0.680615,1.006822,0.679824,0.994732,0.679781,1.006882,0.678991,0.994712,0.678948,1.006937,0.678157,0.994697,0.678115,1.006988,0.677324,0.994687,0.677281,1.007035,0.676491,0.994681,0.676448,1.007078,0.675658,0.994680,0.675615,1.007117,0.674825,0.994684,0.674781,1.007153,0.673992,0.994691,0.673948,1.007185,0.673158,0.994703,0.673115,1.007214,0.672325,0.994719,0.672281,1.007240,0.671492,0.994738,0.671448,1.007262,0.670659,0.994760,0.670615,1.007281,0.669825,0.994786,0.669782,1.007296,0.668992,0.994814,0.668948,1.007308,0.668159,0.994844,0.668115,1.007315,0.667325,0.994876,0.667282,1.007319,0.666492,0.994910,0.666449,1.007318,0.665659,0.994944,0.665615,1.007312,0.664825,0.994979,0.664782,1.007302,0.663992,0.995015,0.663949,1.007286,0.663159,0.995050,0.663116,1.007265,0.662325,0.995084,0.662283,1.007237,0.661492,0.995117,0.661449,1.007204,0.660658,0.995147,0.660616,1.007163,0.659825,0.995176,0.659783,1.007115,0.658991,0.995202,0.658950,1.007060,0.658158,0.995224,0.658116,1.006997,0.657324,0.995242,0.657283,1.006926,0.656491,0.995256,0.656450,1.006846,0.655657,0.995265,0.655616,1.006758,0.654823,0.995269,0.654783,1.006660,0.653990,0.995267,0.653950,1.006552,0.653156,0.995259,0.653116,1.006434,0.652322,0.995245,0.652283,1.006306,0.651488,0.995223,0.651450,1.006168,0.650655,0.995195,0.650616,1.006019,0.649821,0.995158,0.649783,1.005860,0.648987,0.995115,0.648949,1.005689,0.648153,0.995063,0.648116,1.005508,0.647319,0.995003,0.647282,1.005316,0.646485,0.994935,0.646449,1.005113,0.645651,0.994859,0.645615,1.004899,0.644817,0.994775,0.644781,1.004674,0.643983,0.994683,0.643948,1.004439,0.643148,0.994583,0.643114,1.004193,0.642314,0.994476,0.642280,1.003938,0.641480,0.994361,0.641447,1.003673,0.640646,0.994238,0.640613,1.003399,0.639812,0.994109,0.639779,1.003117,0.638977,0.993974,0.638945,1.002826,0.638143,0.993833,0.638111,1.002529,0.637308,0.993687,0.637277,1.002224,0.636474,0.993537,0.636444,1.001913,0.635640,0.993383,0.635610,1.001598,0.634805,0.993226,0.634776,1.001278,0.633971,0.993066,0.633942,1.000954,0.633136,0.992906,0.633108,1.000629,0.632302,0.992745,0.632274,1.000302,0.631467,0.992585,0.631440,0.999974,0.630633,0.992426,0.630606,0.999648,0.629798,0.992271,0.629772,0.999323,0.628964,0.992119,0.628939,0.999002,0.628129,0.991973,0.628105,0.998685,0.627295,0.991833,0.627271,0.998374,0.626460,0.991700,0.626437,0.998070,0.625626,0.991577,0.625603,0.997774,0.624792,0.991464,0.624770,0.997488,0.623957,0.991362,0.623936,0.997213,0.623123,0.991273,0.623102,0.996949,0.622289,0.991198,0.622269,0.996700,0.621455,0.991139,0.621435,0.996465,0.620620,0.991097,0.620602,0.996246,0.619786,0.991072,0.619768,0.996044,0.618952,0.991067,0.618935,0.995862,0.618118,0.991082,0.618102,0.995699,0.617284,0.991119,0.617268,0.995556,0.616451,0.991179,0.616435,0.995436,0.615617,0.991263,0.615602,0.995339,0.614783,0.991372,0.614769,0.995266,0.613950,0.991507,0.613936,0.995219,0.613116,0.991669,0.613104,0.995196,0.612283,0.991859,0.612271,0.995201,0.611449,0.992077,0.611438,0.995233,0.610616,0.992325,0.610606,0.995292,0.609783,0.992603,0.609774,0.995380,0.608950,0.992912,0.608941,0.995497,0.608117,0.993251,0.608109,0.995643,0.607284,0.993622,0.607277,0.995818,0.606451,0.994024,0.606445,0.996022,0.605619,0.994457,0.605613,0.996256,0.604786,0.994922,0.604782,0.996519,0.603954,0.995419,0.603950,0.996810,0.603122,0.995946,0.603119,0.997129,0.602289,0.996505,0.602287,0.997477,0.601457,0.997093,0.601456
0.04100,1.000032,0.701634,0.998405,0.701622,1.001271,0.700809,0.997386,0.700782,1.001924,0.699980,0.996942,0.699946,1.002445,0.699150,0.996620,0.699110,1.002889,0.698320,0.996365,0.698275,1.003279,0.697489,0.996154,0.697440,1.003628,0.696658,0.995974,0.696606,1.003943,0.695827,0.995818,0.695771,1.004230,0.694995,0.995681,0.694937,1.004492,0.694164,0.995559,0.694103,1.004733,0.693332,0.995450,0.693269,1.004954,0.692500,0.995352,0.692435,1.005158,0.691668,0.995262,0.691601,1.005347,0.690836,0.995182,0.690767,1.005521,0.690004,0.995108,0.689933,1.005682,0.689172,0.995041,0.689099,1.005831,0.688340,0.994981,0.688265,1.005969,0.687507,0.994926,0.687432,1.006097,0.686675,0.994877,0.686598,1.006216,0.685842,0.994834,0.685764,1.006326,0.685009,0.994795,0.684931,1.006428,0.684177,0.994762,0.684097,1.006523,0.683344,0.994734,0.683264,1.006611,0.682511,0.994711,0.682430,1.006694,0.681679,0.994693,0.681597,1.006770,0.680846,0.994680,0.680763,1.006842,0.680013,0.994672,0.679930,1.006909,0.679180,0.994669,0.679096,1.006971,0.678347,0.994670,0.678263,1.007030,0.677514,0.994676,0.677430,1.007085,0.676681,0.994687,0.676596,1.007136,0.675848,0.994703,0.675763,1.007184,0.675015,0.994723,0.674930,1.007229,0.674182,0.994748,0.674097,1.007271,0.673349,0.994776,0.673264,1.007311,0.672516,0.994809,0.672430,1.007347,0.671683,0.994846,0.671597,1.007381,0.670850,0.994886,0.670764,1.007411,0.670017,0.994929,0.669931,1.007439,0.669183,0.994975,0.669098,1.007464,0.668350,0.995024,0.668265,1.007485,0.667517,0.995076,0.667432,1.007503,0.666684,0.995129,0.666599,1.007517,0.665850,0.995184,0.665766,1.007526,0.665017,0.995239,0.664933,1.007532,0.664184,0.995296,0.664100,1.007533,0.663351,0.995352,0.663267,1.007529,0.662517,0.995409,0.662434,1.007520,0.661684,0.995464,0.661601,1.007505,0.660850,0.995518,0.660768,1.007483,0.660017,0.995570,0.659935,1.007455,0.659183,0.995619,0.659102,1.007420,0.658350,0.995665,0.658269,1.007378,0.657516,0.995708,0.657436,1.007328,0.656682,0.995747,0.656603,1.007269,0.655849,0.995781,0.655770,1.007202,0.655015,0.995810,0.654937,1.007125,0.654181,0.995833,0.654104,1.007039,0.653347,0.995850,0.653270,1.006943,0.652513,0.995860,0.652437,1.006836,0.651679,0.995863,0.651604,1.006719,0.650845,0.995858,0.650770,1.006591,0.650010,0.995846,0.649937,1.006452,0.649176,0.995825,0.649104,1.006301,0.648342,0.995796,0.648270,1.006138,0.647507,0.995758,0.647436,1.005964,0.646673,0.995710,0.646603,1.005777,0.645838,0.995654,0.645769,1.005579,0.645003,0.995588,0.644935,1.005368,0.644169,0.995513,0.644101,1.005146,0.643334,0.995428,0.643267,1.004911,0.642499,0.995334,0.642433,1.004665,0.641664,0.995230,0.641599,1.004408,0.640829,0.995118,0.640765,1.004139,0.639993,0.994996,0.639931,1.003860,0.639158,0.994867,0.639097,1.003570,0.638323,0.994729,0.638262,1.003270,0.637487,0.994583,0.637428,1.002961,0.636652,0.994430,0.636594,1.002643,0.635816,0.994271,0.635759,1.002317,0.634981,0.994106,0.634925,1.001984,0.634145,0.993935,0.634090,1.001645,0.633310,0.993761,0.633256,1.001299,0.632474,0.993583,0.632421,1.000950,0.631638,0.993402,0.631587,1.000596,0.630802,0.993219,0.630752,1.000241,0.629967,0.993036,0.629917,0.999883,0.629131,0.992854,0.629083,0.999526,0.628295,0.992673,0.628248,0.999169,0.627459,0.992495,0.627414,0.998814,0.626623,0.992321,0.626579,0.998463,0.625788,0.992153,0.625745,0.998117,0.624952,0.991992,0.624910,0.997777,0.624116,0.991838,0.624076,0.997445,0.623281,0.991694,0.623241,0.997121,0.622445,0.991560,0.622407,0.996807,0.621610,0.991439,0.621573,0.996506,0.620774,0.991332,0.620739,0.996217,0.619939,0.991240,0.619905,0.995943,0.619104,0.991164,0.619071,0.995685,0.618269,0.991106,0.618237,0.995444,0.617434,0.991067,0.617404,0.995222,0.616599,0.991049,0.616570,0.995020,0.615764,0.991052,0.615737,0.994839,0.614929,0.991079,0.614904,0.994681,0.614095,0.991131,0.614071,0.994546,0.613261,0.991208,0.613238,0.994436,0.612427,0.991312,0.612405,0.994351,0.611593,0.991444,0.611573,0.994294,0.610759,0.991605,0.610740,0.994264,0.609925,0.991795,0.609908,0.994263,0.609092,0.992017,0.609077,0.994291,0.608259,0.992270,0.608245,0.994349,0.607426,0.992555,0.607414,0.994437,0.606593,0.992872,0.606582,0.994557,0.605761,0.993223,0.605751,0.994707,0.604928,0.993607,0.604921,0.994889,0.604096,0.994025,0.604090,0.995102,0.603264,0.994477,0.603260,0.995347,0.602433,0.994963,0.602430
0.06100,0.999686,0.702630,0.998059,0.702614,1.000929,0.701809,0.997044,0.701770,1.001587,0.700983,0.996606,0.700932,1.002115,0.700155,0.996290,0.700095,1.002567,0.699326,0.996043,0.699260,1.002965,0.698497,0.995840,0.698424,1.003323,0.697667,0.995670,0.697589,1.003648,0.696837,0.995524,0.696754,1.003945,0.696006,0.995397,0.695920,1.004219,0.695176,0.995286,0.695085,1.004471,0.694345,0.995188,0.694251,1.004704,0.693514,0.995101,0.693416,1.004920,0.692683,0.995024,0.692582,1.005120,0.691852,0.994955,0.691748,1.005306,0.691020,0.994893,0.690914,1.005479,0.690188,0.994838,0.690080,1.005640,0.689357,0.994790,0.689246,1.005790,0.688525,0.994747,0.688413,1.005929,0.687693,0.994709,0.687579,1.006059,0.686861,0.994677,0.686745,1.006180,0.686029,0.994650,0.685911,1.006293,0.685196,0.994628,0.685078,1.006399,0.684364,0.994611,0.684244,1.006498,0.683532,0.994598,0.683411,1.006591,0.682699,0.994591,0.682577,1.006678,0.681867,0.994588,0.681744,1.006759,0.681034,0.994590,0.680911,1.006836,0.680202,0.994597,0.680077,1.006909,0.679369,0.994608,0.679244,1.006978,0.678536,0.994625,0.678411,1.007043,0.677704,0.994646,0.677578,1.007105,0.676871,0.994672,0.676745,1.007163,0.676038,0.994703,0.675911,1.007219,0.675205,0.994738,0.675078,1.007273,0.674372,0.994778,0.674245,1.007324,0.673540,0.994822,0.673413,1.007372,0.672707,0.994871,0.672580,1.007419,0.671874,0.994924,0.671747,1.007463,0.671041,0.994981,0.670914,1.007505,0.670208,0.995041,0.670081,1.007544,0.669375,0.995105,0.669249,1.007581,0.668542,0.995173,0.668416,1.007616,0.667709,0.995242,0.667583,1.007647,0.666876,0.995315,0.666751,1.007676,0.666043,0.995390,0.665918,1.007702,0.665210,0.995466,0.665085,1.007724,0.664377,0.995543,0.664253,1.007742,0.663543,0.995622,0.663420,1.007756,0.662710,0.995700,0.662588,1.007765,0.661877,0.995778,0.661755,1.007769,0.661044,0.995856,0.660922,1.007768,0.660210,0.995932,0.660090,1.007761,0.659377,0.996007,0.659257,1.007748,0.658543,0.996079,0.658425,1.007728,0.657710,0.996148,0.657592,1.007701,0.656876,0.996213,0.656759,1.007666,0.656042,0.996274,0.655926,1.007622,0.655208,0.996330,0.655094,1.007570,0.654374,0.996381,0.654261,1.007509,0.653540,0.996426,0.653428,1.007437,0.652706,0.996464,0.652595,1.007356,0.651872,0.996496,0.651762,1.007264,0.651038,0.996519,0.650929,1.007161,0.650203,0.996535,0.650095,1.007046,0.649369,0.996542,0.649262,1.006920,0.648534,0.996540,0.648429,1.006782,0.647699,0.996529,0.647595,1.006631,0.646865,0.996508,0.646762,1.006467,0.646029,0.996477,0.645928,1.006291,0.645194,0.996436,0.645094,1.006101,0.644359,0.996384,0.644260,1.005898,0.643524,0.996321,0.643426,1.005682,0.642688,0.996248,0.642592,1.005453,0.641852,0.996164,0.641758,1.005211,0.641016,0.996069,0.640924,1.004956,0.640180,0.995963,0.640089,1.004688,0.639344,0.995847,0.639255,1.004407,0.638508,0.995721,0.638420,1.004114,0.637672,0.995584,0.637585,1.003810,0.636835,0.995438,0.636750,1.003494,0.635999,0.995283,0.635915,1.003167,0.635162,0.995119,0.635080,1.002830,0.634325,0.994947,0.634245,1.002484,0.633488,0.994767,0.633410,1.002129,0.632651,0.994581,0.632575,1.001766,0.631814,0.994389,0.631739,1.001396,0.630977,0.994192,0.630904,1.001020,0.630140,0.993991,0.630069,1.000639,0.629303,0.993786,0.629233,1.000254,0.628465,0.993580,0.628398,0.999866,0.627628,0.993373,0.627562,0.999476,0.626791,0.993166,0.626727,0.999087,0.625953,0.992961,0.625891,0.998698,0.625116,0.992759,0.625056,0.998311,0.624279,0.992561,0.624220,0.997928,0.623442,0.992368,0.623385,0.997550,0.622604,0.992182,0.622550,0.997179,0.621767,0.992005,0.621715,0.996816,0.620930,0.991838,0.620879,0.996462,0.620093,0.991682,0.620045,0.996119,0.619256,0.991540,0.619210,0.995789,0.618420,0.991411,0.618375,0.995472,0.617583,0.991299,0.617540,0.995172,0.616746,0.991204,0.616706,0.994888,0.615910,0.991128,0.615872,0.994622,0.615074,0.991073,0.615038,0.994377,0.614238,0.991039,0.614204,0.994153,0.613403,0.991029,0.613371,0.993951,0.612567,0.991044,0.612538,0.993774,0.611732,0.991085,0.611705,0.993622,0.610897,0.991153,0.610872,0.993496,0.610062,0.991250,0.610040,0.993398,0.609228,0.991376,0.609208,0.993328,0.608394,0.991534,0.608376,0.993288,0.607560,0.991723,0.607544,0.993279,0.606727,0.991945,0.606713,0.993301,0.605894,0.992201,0.605882,0.993354,0.605061,0.992491,0.605052,0.993441,0.604228,0.992816,0.604222,0.993560,0.603396,0.993177,0.603392
0.08100,0.999407,0.703625,0.997781,0.703603,1.000648,0.702809,0.996763,0.702756,1.001305,0.701984,0.996323,0.701917,1.001833,0.701158,0.996008,0.701079,1.002286,0.700331,0.995763,0.700243,1.002688,0.699503,0.995563,0.699406,1.003049,0.698674,0.995396,0.698571,1.003379,0.697845,0.995255,0.697736,1.003682,0.697016,0.995134,0.696900,1.003962,0.696186,0.995030,0.696066,1.004220,0.695356,0.994939,0.695231,1.004461,0.694526,0.994859,0.694397,1.004685,0.693696,0.994790,0.693562,1.004894,0.692865,0.994729,0.692728,1.005088,0.692034,0.994676,0.691894,1.005270,0.691203,0.994630,0.691060,1.005440,0.690372,0.994590,0.690226,1.005598,0.689541,0.994556,0.689392,1.005746,0.688710,0.994527,0.688558,1.005885,0.687878,0.994504,0.687724,1.006015,0.687046,0.994485,0.686891,1.006137,0.686215,0.994472,0.686057,1.006251,0.685383,0.994463,0.685224,1.006359,0.684551,0.994459,0.684390,1.006459,0.683719,0.994460,0.683557,1.006555,0.682887,0.994465,0.682723,1.006644,0.682055,0.994475,0.681890,1.006729,0.681222,0.994490,0.681057,1.006810,0.680390,0.994510,0.680224,1.006887,0.679558,0.994534,0.679391,1.006960,0.678725,0.994564,0.678558,1.007030,0.677893,0.994598,0.677725,1.007097,0.677060,0.994637,0.676892,1.007162,0.676228,0.994681,0.676059,1.007224,0.675395,0.994729,0.675226,1.007284,0.674562,0.994783,0.674394,1.007342,0.673730,0.994842,0.673561,1.007399,0.672897,0.994905,0.672729,1.007454,0.672065,0.994972,0.671896,1.007507,0.671232,0.995044,0.671064,1.007559,0.670399,0.995120,0.670231,1.007609,0.669566,0.995201,0.669399,1.007657,0.668734,0.995285,0.668567,1.007704,0.667901,0.995372,0.667734,1.007749,0.667068,0.995463,0.666902,1.007792,0.666235,0.995556,0.666070,1.007832,0.665402,0.995652,0.665238,1.007870,0.664569,0.995750,0.664406,1.007904,0.663737,0.995849,0.663574,1.007936,0.662904,0.995950,0.662742,1.007964,0.662071,0.996051,0.661910,1.007988,0.661237,0.996152,0.661078,1.008008,0.660404,0.996253,0.660246,1.008022,0.659571,0.996353,0.659414,1.008031,0.658738,0.996451,0.658581,1.008035,0.657904,0.996547,0.657749,1.008031,0.657071,0.996640,0.656917,1.008021,0.656237,0.996730,0.656085,1.008004,0.655404,0.996815,0.655253,1.007978,0.654570,0.996896,0.654420,1.007944,0.653736,0.996971,0.653588,1.007900,0.652902,0.997040,0.652756,1.007847,0.652068,0.997103,0.651923,1.007784,0.651234,0.997158,0.651090,1.007709,0.650399,0.997206,0.650258,1.007624,0.649565,0.997244,0.649425,1.007527,0.648730,0.997274,0.648592,1.007417,0.647895,0.997295,0.647759,1.007295,0.647060,0.997305,0.646925,1.007160,0.646225,0.997305,0.646092,1.007012,0.645389,0.997295,0.645258,1.006849,0.644554,0.997272,0.644425,1.006673,0.643718,0.997239,0.643591,1.006483,0.642882,0.997194,0.642757,1.006278,0.642046,0.997136,0.641922,1.006059,0.641210,0.997067,0.641088,1.005825,0.640373,0.996985,0.640254,1.005577,0.639536,0.996891,0.639419,1.005315,0.638699,0.996785,0.638584,1.005038,0.637862,0.996667,0.637749,1.004748,0.637025,0.996537,0.636914,1.004443,0.636187,0.996395,0.636079,1.004126,0.635350,0.996242,0.635243,1.003795,0.634512,0.996079,0.634408,1.003452,0.633674,0.995905,0.633572,1.003097,0.632835,0.995721,0.632736,1.002732,0.631997,0.995528,0.631900,1.002355,0.631159,0.995327,0.631064,1.001970,0.630320,0.995118,0.630228,1.001575,0.629481,0.994902,0.629391,1.001173,0.628642,0.994681,0.628555,1.000765,0.627804,0.994455,0.627718,1.000351,0.626965,0.994225,0.626882,0.999932,0.626125,0.993993,0.626045,0.999510,0.625286,0.993760,0.625209,0.999087,0.624447,0.993527,0.624372,0.998663,0.623608,0.993295,0.623536,0.998240,0.622769,0.993066,0.622699,0.997819,0.621930,0.992841,0.621863,0.997402,0.621091,0.992622,0.621026,0.996990,0.620252,0.992411,0.620190,0.996585,0.619413,0.992208,0.619354,0.996188,0.618574,0.992015,0.618518,0.995802,0.617736,0.991835,0.617682,0.995427,0.616897,0.991668,0.616846,0.995066,0.616059,0.991516,0.616011,0.994719,0.615221,0.991381,0.615176,0.994389,0.614383,0.991265,0.614341,0.994076,0.613545,0.991169,0.613506,0.993784,0.612708,0.991095,0.612672,0.993512,0.611871,0.991044,0.611838,0.993263,0.611034,0.991017,0.611004,0.993038,0.610198,0.991017,0.610170,0.992839,0.609362,0.991045,0.609337,0.992667,0.608526,0.991102,0.608505,0.992523,0.607690,0.991189,0.607672,0.992408,0.606855,0.991308,0.606841,0.992323,0.606021,0.991460,0.606009,0.992270,0.605187,0.991646,0.605178,0.992250,0.604353,0.991866,0.604348
