step,time_s,plate_max_displacement_mm,plate_max_axial_displacement_mm,plate_force_x_N,max_marker_displacement_mm,max_speed,max_divergence
43,0.01074999999999999,0.0063352022998201555,0.0063352022996565616,-0.17102413105850464,0.0063352022998201555,0.0018740557329542441,3.5782578266588867e-11
44,0.010999999999999989,0.0068270118333773212,0.0068270118330882035,-0.18345540806581281,0.0068270118333773212,0.0019672381423056504,3.6425661244205973e-11
45,0.011249999999999989,0.0073418071654358392,0.0073418071646180749,-0.19649898271327357,0.0073418071654358392,0.0020591813385686538,3.7057848799089751e-11
46,0.011499999999999988,0.0078792039020008694,0.0078792039000630254,-0.21011273673881734,0.0078792039020008694,0.0021495869596969129,3.7679140680749986e-11
47,0.011749999999999988,0.0084390457815072886,0.0084390457776195582,-0.22424654229531787,0.0084390457815072886,0.0022393675351505818,3.8289552629361336e-11
48,0.011999999999999988,0.0090216130310560617,0.0090216130240960979,-0.23886795793682586,0.0090216130310560617,0.0023302690199176069,3.8889095387998316e-11
49,0.012249999999999987,0.0096276428578627136,0.0096276428463548669,-0.25398053694419648,0.0096276428578627136,0.0024241193343807017,3.94777866441325e-11
50,0.012499999999999987,0.010258149228497075,0.010258149210540246,-0.26962677888966319,0.010258149228497075,0.0025220255162435147,4.00556412811244e-11
51,0.012749999999999985,0.010914115896952084,0.010914115870130914,-0.28587440302538702,0.010914115896952084,0.0026238667150799426,4.0622663188901443e-11
52,0.012999999999999986,0.011596191696072193,0.011596191657348154,-0.30279183604718918,0.011596191696072193,0.0027283032469809752,4.1178852477356551e-11
53,0.013249999999999986,0.012304516461986799,0.012304516407568578,-0.32042345211736645,0.012304516461986799,0.0028332991252773688,4.1724202520454191e-11
54,0.013499999999999984,0.013038749885052627,0.013038749810245776,-0.33877517279982122,0.013038749885052627,0.0029369337672299827,4.2258705487809688e-11
55,0.013749999999999984,0.013798288754359466,0.013798288653399382,-0.35781651535933406,0.013798288754359466,0.0030381555683871493,4.2782366125398353e-11
56,0.013999999999999983,0.014582577734359739,0.014582577600219526,-0.3774980691211039,0.014582577734359739,0.0031371560306917585,4.3295190609379476e-11
57,0.014249999999999983,0.015391379701021611,0.015391379525186988,-0.39777675905465903,0.015391379701021611,0.0032352080005761839,4.3797208904050827e-11
58,0.014499999999999982,0.01622489897126846,0.016224898743466554,-0.41863797951022458,0.01622489897126846,0.0033340772427371194,4.428844563903244e-11
59,0.014749999999999982,0.017083688744879515,0.017083688452745882,-0.44010544435989557,0.017083688744879515,0.0034351592892646393,4.4768927263259605e-11
60,0.014999999999999982,0.01796839838181357,0.01796839801049277,-0.4622340748585182,0.01796839838181357,0.0035388387820713121,4.5238663404108891e-11
61,0.015249999999999981,0.018879472654972682,0.018879472186661417,-0.48508974335903909,0.018879472654972682,0.0036442973742836461,4.5697652542974023e-11
62,0.015499999999999981,0.019816926459683699,0.019816925873139546,-0.50872477494883783,0.019816926459683699,0.0037498155569186276,4.6145880600590035e-11
63,0.015749999999999979,0.020780289690194978,0.020780288960242643,-0.53315962401372152,0.020780289690194978,0.0038534533271302987,4.6583330648511951e-11
64,0.01599999999999998,0.021768740103386766,0.021768739200433984,-0.55837840703527231,0.021768740103386766,0.0039538021362745777,4.7009990585581081e-11
65,0.01624999999999998,0.022781361411441173,0.022781360301005193,-0.58433982715783461,0.022781361411441173,0.0040504858066842883,4.7425875086429247e-11
66,0.01649999999999998,0.023817411218508153,0.023817409860715788,-0.61099835706562344,0.023817411218508153,0.0041441999067005995,4.7831012763750303e-11
67,0.016749999999999977,0.024876483089219251,0.024876481438218523,-0.63832622067388123,0.024876483089219251,0.0042362882793494025,4.8225451933869174e-11
68,0.016999999999999977,0.025958496709506392,0.02595849471273004,-0.6663266484543694,0.025958496709506392,0.0043280554113670627,4.8609227146478546e-11
69,0.017249999999999977,0.027063527386135076,0.027063524983350629,-0.69503293235188213,0.027063527386135076,0.0044201237888079666,4.898237083208874e-11
70,0.017499999999999977,0.028191554937298358,0.028191552059431135,-0.72449416089785701,0.028191554937298358,0.0045121114613384536,4.9344866348612541e-11
71,0.017749999999999978,0.029342245886840389,0.029342242454566403,-0.75475426201225981,0.029342245886840389,0.0046027652572508751,4.9696699079597355e-11
72,0.017999999999999974,0.030514867237171103,0.030514863159503136,-0.78583368221707739,0.030514867237171103,0.0046904870960475832,5.0037833751220532e-11
73,0.018249999999999975,0.031708364290530484,0.031708359463389346,-0.81772173628325873,0.031708364290530484,0.0047739901823037091,5.0368232896191926e-11
74,0.018499999999999975,0.032921561525916493,0.03292155583072276,-0.85038252341180232,0.032921561525916493,0.0048527912277037139,5.0687911654482385e-11
75,0.018749999999999975,0.034153394798257131,0.034153388100710558,-0.88377128300882057,0.034153394798257131,0.0049273357383803592,5.0996897669542215e-11
76,0.018999999999999975,0.035403069909012361,0.035403062057892676,-0.91785353330671071,0.035403069909012361,0.0049987035020727056,5.1295255629269102e-11
77,0.019249999999999979,0.036670074214579754,0.036670065040322886,-0.95261823540112389,0.036670074214579754,0.0050680207408785585,5.1583049582481201e-11
78,0.019499999999999979,0.037954048395438762,0.037954037708609611,-0.98807943745386362,0.037954048395438762,0.005137065886707229,5.1860323689624058e-11
79,0.019749999999999979,0.03925457316374438,0.039254560753232415,-1.0242660481974888,0.03925457316374438,0.0052056104517284154,5.2127084617350594e-11
80,0.019999999999999983,0.040570972443785672,0.040570958074748198,-1.061204407337317,0.040570972443785672,0.0052716526521931978,5.238329759177055e-11
81,0.020249999999999983,0.041902222326444472,0.041902205738519882,-1.0989019449151556,0.041902222326444472,0.0053338019536574395,5.2628908877685701e-11
82,0.020499999999999987,0.043247004794630346,0.04324698570020713,-1.1373392772237574,0.043247004794630346,0.0053908834061318564,5.2863854964537773e-11
83,0.020749999999999987,0.044603878292486868,0.044603856374791917,-1.1764740698868801,0.044603878292486868,0.0054424056571960189,5.3088110279554337e-11
84,0.020999999999999987,0.04597148380673808,0.045971458716831393,-1.2162545588479354,0.04597148380673808,0.0055195146677845105,5.3301726620923263e-11
85,0.021249999999999991,0.04734869018619068,0.047348661539681203,-1.256636222900458,0.04734869018619068,0.0056352827203454796,5.3504745746287902e-11
86,0.021499999999999991,0.048734611095507911,0.048734578470832624,-1.2975937476371748,0.048734611095507911,0.0057512111042476964,5.3697337562184075e-11
87,0.021749999999999995,0.050128487374472404,0.050128450310749084,-1.3391227735001749,0.050128487374472404,0.0058679803651236831,5.3879481273517095e-11
88,0.021999999999999995,0.051529490348635999,0.051529448343334838,-1.3812307456302348,0.051529490348635999,0.0059852171355016795,5.4051256830882606e-11
89,0.022249999999999995,0.052936538184924505,0.052936490691402049,-1.4239212647366586,0.052936538184924505,0.0061015642486589123,5.4212594320721347e-11
90,0.022499999999999999,0.054348214038558794,0.054348160464212647,-1.4671793303459502,0.054348214038558794,0.006215215689093727,5.4363443118286095e-11
91,0.022749999999999999,0.055762824737365803,0.055762764442401913,-1.5109645444568258,0.055762824737365803,0.0063246684085019505,5.4503712511852445e-11
92,0.023000000000000003,0.057178576401360731,0.057178508698030317,-1.5552154529600535,0.057178576401360731,0.0064293373812795186,5.4633359930931754e-11
93,0.023250000000000003,0.058599347481745466,0.058599268874803823,-1.5998631197008917,0.058599347481745466,0.0065297330544010846,5.4752396905709746e-11
94,0.023500000000000004,0.060028440114611017,0.060028352394292384,-1.6448475618227472,0.060028440114611017,0.0066271554884333008,5.4860873723909218e-11
95,0.023750000000000007,0.061455845666516053,0.061455747992911203,-1.6901294126920934,0.061455845666516053,0.0067229814869922975,5.4958917281246422e-11
96,0.024000000000000007,0.062880663246055415,0.062880554731303828,-1.7356911941367805,0.062880663246055415,0.0068179337387115043,5.5046678177479673e-11
97,0.024250000000000011,0.064301976669569633,0.064301856377713129,-1.7815274277692319,0.064301976669569633,0.006911669333058014,5.5124174770228496e-11
98,0.024500000000000011,0.065718671585277971,0.065718538532333337,-1.82762839757118,0.065718671585277971,0.0070028680507584909,5.5191396664921688e-11
99,0.024750000000000012,0.067129353876422826,0.067129207030014459,-1.8739651182722821,0.067129353876422826,0.0070898097975239443,5.5248282907965553e-11
100,0.025000000000000015,0.068532412832222986,0.068532251111996789,-1.9204828007055836,0.068532412832222986,0.0071776132612195792,5.5294637261040467e-11
101,0.025250000000000015,0.06992727088258234,0.069927101799649449,-1.9671062972976845,0.06992727088258234,0.0072629624665707607,5.533025161159023e-11
102,0.025500000000000019,0.071357703841688505,0.071357550184525387,-2.0137554241168054,0.071357703841688505,0.0073438050065132987,5.5355377117069661e-11
103,0.025750000000000019,0.072809068596021514,0.0728089018207978,-2.0603639301694852,0.072809068596021514,0.007421982755829345,5.5370182727251676e-11
104,0.02600000000000002,0.074253564072269407,0.074253383418865226,-2.1068923481359323,0.074253564072269407,0.007499437183438866,5.5374690299326599e-11
105,0.026250000000000023,0.075690866599428724,0.075690671295913781,-2.1533291209228667,0.075690866599428724,0.0075773350591811983,5.5369006755025667e-11
106,0.026500000000000024,0.077120676637199084,0.077120465899427337,-2.1996792884180723,0.077120676637199084,0.0076555307348075757,5.5353146532237825e-11
107,0.026750000000000027,0.078542495011492311,0.078542268042913754,-2.245945018096736,0.078542495011492311,0.0078045782069213641,5.5327039707200366e-11
108,0.027000000000000027,0.079955508108641674,0.079955264099174084,-2.2921067392610013,0.079955508108641674,0.0080219029793090254,5.5290583949885694e-11
109,0.027250000000000028,0.081358642833380429,0.081358380958940213,-2.3381136409389978,0.081358642833380429,0.0082363056179977304,5.5243708460436048e-11
110,0.027500000000000031,0.082765145301527246,0.082764966616954982,-2.3838881588120806,0.082765145301527246,0.0084472117462208503,5.5186318682273548e-11
111,0.027750000000000032,0.08422591033269021,0.084224601968341251,-2.4293430791229804,0.08422591033269021,0.008654243970184999,5.5118423420635843e-11
112,0.028000000000000035,0.086203150949960491,0.086201768578675342,-2.4744042855686921,0.086203150949960491,0.008857272868009896,5.5040085658052236e-11
113,0.028250000000000035,0.088191383593095793,0.08818992332694231,-2.519029986240072,0.088191383593095793,0.0090562569210144092,5.4951498650620094e-11
114,0.028500000000000036,0.090191129764100125,0.090189587537925497,-2.5632163150540168,0.090191129764100125,0.009251076051636763,5.4852783070110408e-11
115,0.028750000000000039,0.092202987363819836,0.092201358977728187,-2.6069867824177373,0.092202987363819836,0.0094414092977129164,5.4744099790682035e-11
116,0.02900000000000004,0.09422719713657042,0.094225478280762776,-2.6503696064486508,0.09422719713657042,0.0096267007502613845,5.4625396054709423e-11
117,0.02925000000000004,0.096263349133217505,0.096261535382147212,-2.6933722197711671,0.096263349133217505,0.0098062450007650875,5.4496533149435562e-11
118,0.029500000000000044,0.098310357564971265,0.098308444341510537,-2.7359638727930453,0.098310357564971265,0.0099793606585218721,5.4357268827728717e-11
119,0.029750000000000044,0.10036671830454731,0.10036470083805149,-2.7780740290653054,0.10036671830454731,0.010145580030472374,5.4207536041274683e-11
120,0.030000000000000047,0.10243094566878672,0.10242881895075051,-2.8196075199416,0.10243094566878672,0.01030478035842834,5.4047060398443536e-11
121,0.030250000000000048,0.10452973549562473,0.10452674912483362,-2.8604703530569449,0.10452973549562473,0.010457203104682258,5.387602869515089e-11
122,0.030500000000000048,0.10667752274254109,0.106674351742575,-2.900595344627463,0.10667752274254109,0.010603343854076373,5.3694695799882192e-11
123,0.030750000000000052,0.10883536505265692,0.10883199906535079,-2.9399566130070629,0.10883536505265692,0.010743758358346282,5.3503357197203976e-11
124,0.031000000000000052,0.11100382109072837,0.1110002492746287,-2.9785666948945013,0.11100382109072837,0.010878879298419401,5.3301971809365565e-11
125,0.031250000000000056,0.11318329580449682,0.11317950687926848,-3.0164578179309784,0.11318329580449682,0.0110088526025323,5.3090646793202488e-11
126,0.031500000000000056,0.11537362846255345,0.11536961066339613,-3.0536542758144778,0.11537362846255345,0.011133541000223544,5.2869453284257e-11
127,0.031750000000000056,0.11757391073321846,0.11756965162377231,-3.090148356508954,0.11757391073321846,0.011252630070990557,5.2637883513299767e-11
128,0.032000000000000056,0.11978261129552359,0.1197780977688967,-3.125889850530668,0.11978261129552359,0.011365732728248082,5.2395958657997854e-11
129,0.032250000000000063,0.12199796247440139,0.12199318085271971,-3.1607931863597356,0.12199796247440139,0.01147257088665838,5.2143434975253586e-11
130,0.032500000000000064,0.12421842408644285,0.12421336007591988,-3.1947595019264581,0.12421842408644285,0.011573031998232817,5.188019849276568e-11
131,0.032750000000000064,0.12644305047546212,0.12643768917053322,-3.2277039861296588,0.12644305047546212,0.011667191231246926,5.1606476979038699e-11
132,0.033000000000000064,0.12867159954675259,0.1286659254639777,-3.2595770131448534,0.12867159954675259,0.011755203329362104,5.1322462216256422e-11
133,0.033250000000000064,0.13090434584533683,0.13089834296979852,-3.2903700934329048,0.13090434584533683,0.01183716335341292,5.1028344202142454e-11
134,0.033500000000000071,0.13314168266632737,0.1331353345293218,-3.3201044181548736,0.13314168266632737,0.011912990135271988,5.0724249185366856e-11
135,0.033750000000000072,0.13538369199437567,0.1353769817426409,-3.348807176064899,0.13538369199437567,0.011982393171788267,5.0410171492365629e-11
136,0.034000000000000072,0.13762986707427047,0.13762277752211727,-3.3764860873546274,0.13762986707427047,0.012044914271637905,5.0085994369579722e-11
137,0.034250000000000072,0.13987910625617608,0.13987161990719477,-3.4031130406808345,0.13987910625617608,0.012100041697961894,4.9751444055736932e-11
138,0.034500000000000072,0.14212997522413628,0.14212207426329559,-3.4286237804382642,0.14212997522413628,0.012147328028542169,4.9406390839142934e-11
139,0.034750000000000079,0.14438111983865565,0.14437278610802684,-3.4529334307952904,0.14438111983865565,0.012186465311389512,4.9050561805010235e-11
140,0.03500000000000008,0.14663164667967379,0.14662286167655969,-3.4759608638060495,0.14663164667967379,0.012217284017104235,4.8684144708778563e-11
141,0.03525000000000008,0.14888130497261615,0.14887204985762903,-3.4976511093717342,0.14888130497261615,0.012239679933285274,4.8307380879693979e-11
142,0.03550000000000008,0.1511303934106823,0.15112064901566802,-3.5179860642444654,0.1511303934106823,0.012253525264928063,4.7920399997701646e-11
143,0.03575000000000008,0.15337943681385624,0.15336918368002994,-3.5369790376695516,0.15337943681385624,0.012258625047474917,4.7523382188215289e-11
144,0.036000000000000087,0.1556287761372184,0.15561799458658765,-3.5546558236662791,0.1556287761372184,0.012254738691048166,4.7116241999648535e-11
145,0.036250000000000088,0.15787824950234755,0.1578669197515481,-3.5710307828620409,0.15787824950234755,0.012241671102005259,4.6698509303889364e-11
146,0.036500000000000088,0.16012710582447814,0.16011520801850754,-3.5860885240509144,0.16012710582447814,0.012219436917175001,4.627069084446933e-11
147,0.036750000000000088,0.16237418126683309,0.16236169553005553,-3.5997791344682644,0.16237418126683309,0.012188361287172884,4.5832207141163696e-11
148,0.037000000000000088,0.16461825865081053,0.1646051651558289,-3.6120289481929038,0.16461825865081053,0.012149099913396265,4.5383025354229845e-11
149,0.037250000000000096,0.16685844857800886,0.16684472771286707,-3.6227618509833435,0.16685844857800886,0.012102556209496251,4.4923121885056201e-11
150,0.037500000000000089,0.16909442225082882,0.16908005456408581,-3.6319218176035233,0.16909442225082882,0.012049687179545599,4.4452984931285463e-11
151,0.037750000000000089,0.1713264019287791,0.17131136848671513,-3.6394865681644966,0.1713264019287791,0.011991317927181057,4.3972349998811009e-11
152,0.038000000000000082,0.17355491720964769,0.17353919981453192,-3.6454670086923895,0.17355491720964769,0.01192799050078807,4.3481614919464619e-11
153,0.038250000000000083,0.17578043399165982,0.1757640152577733,-3.6498924734558096,0.17578043399165982,0.011859966495918113,4.2980706404584872e-11
154,0.038500000000000083,0.17800302389455289,0.17798588728367148,-3.6527891425629511,0.17800302389455289,0.011787293050055908,4.2469516211445066e-11
155,0.038750000000000076,0.18022221633448726,0.18020434617432857,-3.6541605637142398,0.18022221633448726,0.011709984614873508,4.1947917162965794e-11
156,0.039000000000000076,0.18243708402824776,0.18241846552116137,-3.6539788531616759,0.18243708402824776,0.011628218979646401,4.1415376443508069e-11
157,0.03925000000000007,0.18464656674987848,0.18462718590698257,-3.6521907160886102,0.18464656674987848,0.011542493639337251,4.0872072044044606e-11
158,0.03950000000000007,0.18684983081487086,0.18682967448403476,-3.648735292118773,0.18684983081487086,0.011453591026291362,4.0318121961287538e-11
159,0.03975000000000007,0.18904654133229135,0.18902559732559832,-3.6435652466129085,0.18904654133229135,0.011362448770537315,3.9753609807947255e-11
160,0.040000000000000063,0.19123692806416903,0.19121518539022553,-3.6366623247475518,0.19123692806416903,0.011269943647701161,3.9178924201395092e-11
161,0.040250000000000064,0.19342162529580215,0.19339907445561355,-3.6280406717018678,0.19342162529580215,0.011176677565450401,3.8594115626341215e-11
162,0.040500000000000057,0.19560136230261735,0.19557799557657907,-3.6177368029706329,0.19560136230261735,0.01108285575619976,3.7999195308080122e-11
163,0.040750000000000057,0.19797322965519301,0.19792819625741309,-3.6057911300920278,0.19797322965519301,0.010988299450937624,3.739405853643549e-11
164,0.041000000000000057,0.20069288366626184,0.20064422370102974,-3.5922294920907931,0.20069288366626184,0.010892579253921026,3.6777858085777937e-11
165,0.041250000000000051,0.20338792398412028,0.20333540115844428,-3.5770527584829686,0.20338792398412028,0.011090563500509347,3.615072038003413e-11
166,0.041500000000000051,0.20605784370784783,0.20600121085853074,-3.5602388219020247,0.20605784370784783,0.011295111520774911,3.5513042131796484e-11
167,0.041750000000000044,0.20870211945701511,0.20864111843766908,-3.5417556039803002,0.20870211945701511,0.011502588097244954,3.4864380354173637e-11
168,0.042000000000000044,0.21132027736640904,0.21125463891220608,-3.5215786880271938,0.21132027736640904,0.011711268072946202,3.4205070266623545e-11
169,0.042250000000000044,0.21391193558436911,0.21384137913499357,-3.4997054325394115,0.21391193558436911,0.011919149001397391,3.3535357409485955e-11
170,0.042500000000000038,0.21647681445188638,0.21640104792821635,-3.4761591625766965,0.21647681445188638,0.012124852023082458,3.2855451371810442e-11
171,0.042750000000000038,0.21901478346002026,0.21893350303789916,-3.4509818066838052,0.21901478346002026,0.012328220209239378,3.2165468131098723e-11
172,0.043000000000000031,0.22152593360437872,0.22143882359351164,-3.4242191064427088,0.22152593360437872,0.012530349327837306,3.1465093129457068e-11
173,0.043250000000000031,0.22401041678114117,0.22391714951895958,-3.3959054132674922,0.22401041678114117,0.012732976831303899,3.0753947968872284e-11
174,0.043500000000000032,0.22646839846973363,0.22636863424777554,-3.3660540009874622,0.22646839846973363,0.012937605259913911,3.003171008814521e-11
175,0.043750000000000025,0.22890012114250191,0.22879350836201295,-3.3346586838605821,0.22890012114250191,0.013144761431252159,2.9298121959479886e-11
176,0.044000000000000025,0.23130596014216143,0.23119213560424123,-3.3017058681240075,0.23130596014216143,0.01335370424273891,2.8553249087795818e-11
177,0.044250000000000018,0.23368646691600581,0.2335650561902658,-3.2671906016870502,0.23368646691600581,0.01356272791680475,2.7797424327038401e-11
178,0.044500000000000019,0.23604238031711583,0.23591299803767951,-3.2311288583762341,0.23604238031711583,0.013769925759483832,2.7030774512428951e-11
179,0.044750000000000019,0.23837461389079953,0.23823686402625333,-3.1935600978144492,0.23837461389079953,0.013974063941287241,2.625353698319482e-11
180,0.045000000000000012,0.24068421284080682,0.24053768886443949,-3.1545387777091789,0.24068421284080682,0.014175137263278721,2.546641358639521e-11
181,0.045250000000000012,0.24297231530627034,0.24281660034143338,-3.1141184238535673,0.24297231530627034,0.014374399370689607,2.4669695917172708e-11
182,0.045500000000000006,0.24524012971365056,0.24507479672248866,-3.0723361175871231,0.24524012971365056,0.01457376147291287,2.3861090556542352e-11
183,0.045750000000000006,0.24748895433368384,0.24731356644835945,-3.0292039855595942,0.24748895433368384,0.014774853845132878,2.3041079150458739e-11
184,0.046000000000000006,0.24972022078150574,0.24953433170228356,-2.9847129993202892,0.24972022078150574,0.014978164216240986,2.221030736807837e-11
185,0.046249999999999999,0.25193555181407196,0.25173870641088669,-2.9388469299153286,0.25193555181407196,0.015182797227012048,2.1367362253199138e-11
186,0.0465,0.25413680121958576,0.25392853627695944,-2.8916004087159277,0.25413680121958576,0.01538677052535365,2.0512805589624056e-11
187,0.046749999999999993,0.25632604770446005,0.2561058927409543,-2.8429929049676352,0.25632604770446005,0.015587909601458214,1.9647567929104698e-11
188,0.046999999999999993,0.2585055376164877,0.25827301568688288,-2.7930715836732958,0.2585055376164877,0.015784838998634948,1.8770522852227581e-11
189,0.047249999999999993,0.26067758690138126,0.26043221527510818,-2.7419013689030209,0.26067758690138126,0.0159776338868481,1.7883047380911585e-11
190,0.047499999999999987,0.26284448608387861,0.26258577670829064,-2.6895463277971952,0.26284448608387861,0.016167890186397329,1.6985680561265056e-11
191,0.047749999999999987,0.26500837227613833,0.26473583211973351,-2.6360521201963198,0.26500837227613833,0.016357958791153773,1.607689063582631e-11
192,0.04799999999999998,0.26717116333587759,0.26688429459029717,-2.5814340984525419,0.26717116333587759,0.016549919138322017,1.5157924803477739e-11
193,0.04824999999999998,0.26933456801126071,0.26903286841405416,-2.525676366672696,0.26933456801126071,0.016744620069548848,1.4227707479772486e-11
194,0.048499999999999981,0.271500154382874,0.27118311775070625,-2.4687475086763464,0.271500154382874,0.01694119132304208,1.3285562180831156e-11
195,0.048749999999999974,0.27366944990573433,0.27333656694350505,-2.4106224122638689,0.27366944990573433,0.017137350597800641,1.2331546789748895e-11
196,0.048999999999999974,0.27584403804441415,0.27549479747766004,-2.3513013033742496,0.27584403804441415,0.017330351688144004,1.1364299012235279e-11
